,CHỈ TIÊU,2015,2016,2017,2018,2019,2020,2021,2022
0,Doanh số,684714751796.0,519658997659.0,629489859093.0,761051557055.0,827318578888.0,547572439832.0,978495761192.0,2038251185800.0
1,Các khoản giảm trừ,-96823636.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,Doanh số thuần,684617928160.0,519658997659.0,629489859093.0,761051557055.0,827318578888.0,547572439832.0,978495761192.0,2038251185800.0
3,Giá vốn hàng bán,-639949617792.0,-487158248324.0,-601362718223.0,-725178284796.0,-787900363920.0,-514712342259.0,-932964413775.0,-1983294453892.0
4,Lãi gộp,44668310368.0,32500749335.0,28127140870.0,35873272259.0,39418214968.0,32860097573.0,45531347417.0,54956731908.0
5,Thu nhập tài chính,670205148.0,1221778015.0,1378950460.0,916424861.0,508858311.0,441496092.0,548806615.0,1578110334.0
6,Chi phí tài chính,0.0,-44652406.0,-46649828.0,0.0,-185855739.0,-51369863.0,0.0,0.0
7,Trong đó: Chi phí lãi vay,0.0,-44652406.0,-46649828.0,0.0,-185855739.0,-51369863.0,0.0,0.0
8,Lãi/(lỗ) từ công ty liên doanh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,Chi phí bán hàng,-35253591706.0,-23198771325.0,-20885932583.0,-26569292919.0,-28757891771.0,-26749967941.0,-32518731282.0,-41385698685.0
10,Chi phí quản lý doanh  nghiệp,-8699822093.0,-8761187841.0,-7180808246.0,-8235608625.0,-7531646625.0,-7073643813.0,-9713526048.0,-11591727605.0
11,Lãi/(lỗ) từ hoạt động kinh doanh,1385101717.0,1717915778.0,1392700673.0,1984795576.0,3451679144.0,-573387952.0,3847896702.0,3557415952.0
12,Thu nhập khác,622695812.0,811779625.0,471356180.0,3869665226.0,7414140.0,42214139.0,710915400.0,66365674.0
13,Chi phí khác,-650044063.0,-678590400.0,-158892681.0,-3448395808.0,-258278701.0,-196571429.0,-1310734454.0,-120147405.0
14,"Thu nhập khác, ròng",-27348251.0,133189225.0,312463499.0,421269418.0,-250864561.0,-154357290.0,-599819054.0,-53781731.0
16,Lãi/(lỗ) ròng trước thuế,1357753466.0,1851105003.0,1705164172.0,2406064994.0,3200814583.0,-727745242.0,3248077648.0,3503634221.0
17,Thuế thu nhập doanh nghiệp – hiện thời,-776646774.0,-545075724.0,-345823534.0,-488463699.0,-684283393.0,0.0,-566554662.0,-746230114.0
18,Thuế thu nhập doanh nghiệp – hoãn lại,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,Chi phí thuế thu nhập doanh nghiệp,-776646774.0,-545075724.0,-345823534.0,-488463699.0,-684283393.0,0.0,-566554662.0,-746230114.0
20,Lãi/(lỗ) thuần sau thuế,581106692.0,1306029279.0,1359340638.0,1917601295.0,2516531190.0,-727745242.0,2681522986.0,2757404107.0
21,Lợi ích của cổ đông thiểu số,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,Lợi nhuận của Cổ đông của Công ty mẹ,581106692.0,1306029279.0,1359340638.0,1917601295.0,2516531190.0,-727745242.0,2681522986.0,2757404107.0
23,Lãi cơ bản trên cổ phiếu,41.0,92.0,112.0,158.0,169.0,-67.0,246.0,253.0
24,Lãi trên cổ phiếu pha loãng,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
