,CHỈ TIÊU,2016,2017,2018,2019,2020,2021,2022
0,Doanh số,535829542583.0,582943413630.0,616229514849.0,633680173515.0,823861127714.0,982413721816.0,805549477251.0
1,Các khoản giảm trừ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,Doanh số thuần,535829542583.0,582943413630.0,616229514849.0,633680173515.0,823861127714.0,982413721816.0,805549477251.0
3,Giá vốn hàng bán,-475682083400.0,-519739611307.0,-559081247768.0,-570076952337.0,-725602536498.0,-859059236427.0,-707545911867.0
4,Lãi gộp,60147459183.0,63203802323.0,57148267081.0,63603221178.0,98258591216.0,123354485389.0,98003565384.0
5,Thu nhập tài chính,11267664150.0,7175296632.0,7496922378.0,5882959381.0,8756199644.0,3198745524.0,5224378203.0
6,Chi phí tài chính,-41086773.0,-13469185.0,-3543140.0,-148247889.0,-369078711.0,-2211958888.0,-327132150.0
7,Trong đó: Chi phí lãi vay,0.0,0.0,0.0,0.0,0.0,-13146158.0,-130911634.0
8,Lãi/(lỗ) từ công ty liên doanh,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,Chi phí bán hàng,-14653290308.0,-14280080060.0,-15587243746.0,-16924396796.0,-20254034919.0,-27861116594.0,-18918529528.0
10,Chi phí quản lý doanh  nghiệp,-29676456671.0,-29049370848.0,-26935480435.0,-29055581404.0,-55640906064.0,-63543852028.0,-53599683353.0
11,Lãi/(lỗ) từ hoạt động kinh doanh,27044289581.0,27036178862.0,22118922138.0,23357954470.0,30750771166.0,32936303403.0,30382598556.0
12,Thu nhập khác,0.0,90909091.0,457385454.0,0.0,43746536.0,48557642.0,204545455.0
13,Chi phí khác,-35173497.0,-28813091.0,0.0,-49525186.0,-12975833.0,0.0,-5868128470.0
14,"Thu nhập khác, ròng",-35173497.0,62096000.0,457385454.0,-49525186.0,30770703.0,48557642.0,-5663583015.0
15,Lãi/(lỗ) từ công ty liên doanh  (từ năm 2015),0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,Lãi/(lỗ) ròng trước thuế,27009116084.0,27098274862.0,22576307592.0,23308429284.0,30781541869.0,32984861045.0,24719015541.0
17,Thuế thu nhập doanh nghiệp – hiện thời,-6512083837.0,-5518331622.0,-3510880570.0,-5440680472.0,-6604990110.0,-10452936540.0,-6403010927.0
18,Thuế thu nhập doanh nghiệp – hoãn lại,-194815620.0,0.0,-1948156200.0,0.0,0.0,0.0,0.0
19,Chi phí thuế thu nhập doanh nghiệp,-6706899457.0,-5518331622.0,-5459036770.0,-5440680472.0,-6604990110.0,-10452936540.0,-6403010927.0
20,Lãi/(lỗ) thuần sau thuế,20302216627.0,21579943240.0,17117270822.0,17867748812.0,24176551759.0,22531924505.0,18316004614.0
21,Lợi ích của cổ đông thiểu số,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,Lợi nhuận của Cổ đông của Công ty mẹ,20302216627.0,21579943240.0,17117270822.0,17867748812.0,24176551759.0,22531924505.0,18316004614.0
23,Lãi cơ bản trên cổ phiếu,3227.0,3410.0,2910.0,3038.0,4017.46,1498.0,3663.0
24,Lãi trên cổ phiếu pha loãng,0.0,0.0,2910.0,3038.0,0.0,0.0,0.0
