,Unnamed: 0,2016,2017,2018,2019,2020,2021,2022
0,Lưu chuyển tiền thuần từ các hoạt động sản xuất kinh doanh,1685909662.0,74564793159.0,-220484621682.0,103993202420.0,-28351198690.0,-91893879088.0,10677335340.0
1,Lãi/lỗ trước những thay đổi vốn lưu động,25552322358.0,32931362359.0,19776993051.0,25858608205.0,57816031489.0,65684495424.0,78476016322.0
2,Lãi trước thuế,27009116084.0,27098274862.0,22576307592.0,23308429284.0,30781541869.0,32984861045.0,24719015541.0
3,Khấu hao TSCĐ,8654245297.0,6929055705.0,9339020905.0,8167409830.0,31464120659.0,39255568078.0,37774052870.0
4,Phân bổ lợi thế thương mại,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,Chi phí dự phòng,-934262944.0,-996413292.0,-11691618916.0,-309345460.0,3468000000.0,-3468000000.0,19272318042.0
6,Lãi/(lỗ) chênh lệch tỷ giá chưa thực hiện,-502029075.0,-8645825.0,-4811076.0,148247889.0,369078711.0,-341312541.0,-1871785209.0
7,Lãi/(lỗ) từ thanh lý tài sản cố định,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,Lãi/(lỗ) từ hoạt động đầu tư,-8674747004.0,-90909091.0,-441905454.0,-5456133338.0,-8266709750.0,-2759767316.0,-1548496556.0
9,Chi phí lãi vay,0.0,0.0,0.0,0.0,0.0,13146158.0,130911634.0
10,Thu lãi và cổ tức,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,Các khoản điều chỉnh khác,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,(Tăng)/giảm các khoản phải thu,1226901352.0,-10148468474.0,16819457317.0,-8089918734.0,-71916717076.0,-129189256615.0,17507360283.0
13,(Tăng)/giảm hàng tồn kho,25187456397.0,5341846885.0,-63501017809.0,-19790971967.0,59781331485.0,-83919226596.0,48665784574.0
14,Tăng/(giảm) các khoản phải trả,-40996818832.0,56654135273.0,-187035675122.0,111408230539.0,-70948486405.0,63078763129.0,-85609659141.0
15,( Tăng)/giảm chi phí trả trước,0.0,0.0,0.0,0.0,-2542164570.0,1315731816.0,-2585598538.0
16,(Tăng)/giảm chứng khoán kinh doanh,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,Chi phí lãi vay đã trả,0.0,0.0,0.0,0.0,0.0,-13146158.0,-130911634.0
18,Thuế thu nhập doanh nghiệp đã trả,-6937459824.0,-8771819921.0,-2318371739.0,-2259440000.0,-5818080926.0,-7753992088.0,-41499939473.0
19,Tiền thu khác từ các hoạt động kinh doanh,140000000.0,420000000.0,-4226007380.0,19290000.0,7000412313.0,80000000.0,11920000.0
20,Tiền chi khác từ các hoạt động kinh doanh,-2486491789.0,-1862262963.0,0.0,-3152595623.0,-1723525000.0,-1177248000.0,-4157637053.0
21,Lưu chuyển tiền tệ ròng từ hoạt động đầu tư,647983881.0,-11110638010.0,-1986946814.0,-9663698980.0,-109384979616.0,54591621622.0,-17310006392.0
22,Tiền mua tài sản cố định và các tài sản dài hạn khác,-7742346455.0,-11201547101.0,-2428852268.0,-13968135818.0,-27748756108.0,-38993546437.0,-19063048403.0
23,Tiền thu được từ thanh lý tài sản cố định,0.0,90909091.0,441905454.0,0.0,84090909.0,0.0,204545455.0
24,Tiền cho vay hoặc mua công cụ nợ,0.0,0.0,0.0,0.0,-90000000000.0,0.0,0.0
25,Tiền thu từ cho vay hoặc thu từ phát hành công cụ nợ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,Đầu tư vào các doanh nghiệp khác,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,Tiền thu từ việc bán các khoản đầu tư vào các doanh nghiệp khác,0.0,0.0,0.0,0.0,0.0,90000000000.0,0.0
28,Cổ tức và tiền lãi nhận được,8390330336.0,0.0,0.0,4304436838.0,8279685583.0,3585168059.0,1548496556.0
29,Lưu chuyển tiền tệ từ hoạt động tài chính,-8103382201.0,-6889053562.0,-6958621210.0,-3437857200.0,-10325204050.0,-5916361240.0,-3945365000.0
30,Tiền thu từ phát hành cổ phiếu và vốn góp,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,"Chi trả cho việc mua lại, trả lại cổ phiếu",0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,Tiền thu được các khoản đi vay,0.0,0.0,0.0,0.0,0.0,1699728640.0,13535500595.0
33,Tiển trả các khoản đi vay,0.0,0.0,0.0,0.0,0.0,-1699728640.0,-13535500595.0
34,Tiền thanh toán vốn gốc đi thuê tài chính,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,Cổ tức đã trả,-8103382201.0,-6889053562.0,-6958621210.0,-3437857200.0,-10325204050.0,-5916361240.0,-3945365000.0
36,Tiền lãi đã nhận,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,Lưu chuyển tiền thuần trong kỳ,-5769488658.0,56565101587.0,-229430189706.0,90891646240.0,-148061382356.0,-43218618706.0,-10578036052.0
38,Tiền và tương đương tiền đầu kỳ,371890759847.0,366518055701.0,423083157288.0,193657778658.0,284401177009.0,136142450572.0,92920150854.0
39,Ảnh hưởng của chênh lệch tỷ giá,396784512.0,0.0,4811076.0,-148247889.0,-197344081.0,-3681012.0,-466425169.0
40,Tiền và tương đương tiền cuối kỳ,366518055701.0,423083157288.0,193657778658.0,284401177009.0,136142450572.0,92920150854.0,81875689633.0
