,CHỈ TIÊU,2015,2016,2017,2018,2019,2020,2021
0,TỔNG TÀI SẢN,348374021994.0,668496500179.0,634579372076.0,587382029087.0,663603072927.0,689730826405.0,668317262853.0
1,TÀI SẢN NGẮN HẠN,88933217529.0,99461535938.0,94202924858.0,86730181534.0,124291863109.0,157354190901.0,142092940959.0
2,Tiền và tương đương tiền,55186931161.0,59053022685.0,52716886925.0,55189114608.0,91997818831.0,110012095332.0,87917300352.0
3,Tiền,23127305599.0,25337331386.0,9969115322.0,17365397905.0,52397184436.0,38625318122.0,35165362579.0
4,Các khoản tương đương tiền,32059625562.0,33715691299.0,42747771603.0,37823716703.0,39600634395.0,71386777210.0,52751937773.0
5,Giá trị thuần đầu tư ngắn hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,Đầu tư ngắn hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,Dự phòng đầu tư ngắn hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,Chứng khoán đầu tư giữ đến ngày đáo hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,Các khoản phải thu,28053262608.0,35367329954.0,36626882032.0,29658686517.0,30479715501.0,45004116126.0,50798862107.0
10,Phải thu khách hàng,21388467375.0,29110930594.0,24761281393.0,24691652106.0,22349327583.0,30153898233.0,33142254132.0
11,Trả trước người bán,588000000.0,302712500.0,285772500.0,556909500.0,403809500.0,187210000.0,1187000000.0
12,Phải thu nội bộ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,Phải thu về XDCB,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,Phải thu về cho vay ngắn hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,Phải thu khác,6076795233.0,5953686860.0,11579828139.0,4410124911.0,7726578418.0,14663007893.0,16469607975.0
16,Dự phòng nợ khó đòi,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,Tài sản thiếu chờ xử lý,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,"Hàng tồn kho, ròng",4109252447.0,4997779469.0,4822723051.0,1848390409.0,1743957786.0,2335035443.0,2168555218.0
