,CHỈ TIÊU,2015,2016,2017,2018,2019,2020,2021
0,Doanh số,167525290324.0,195186861600.0,216513559234.0,239419568054.0,243357262592.0,281995256047.0,325364673460.0
1,Các khoản giảm trừ,-752153516.0,-878468433.0,-37170909.0,-703500.0,-280000.0,-1920000.0,-358720.0
2,Doanh số thuần,166773136808.0,194308393167.0,216476388325.0,239418864554.0,243356982592.0,281993336047.0,325364314740.0
3,Giá vốn hàng bán,-139698645781.0,-164659507920.0,-186082668076.0,-205586805196.0,-203417020135.0,-241411928339.0,-282981433491.0
4,Lãi gộp,27074491027.0,29648885247.0,30393720249.0,33832059358.0,39939962457.0,40581407708.0,42382881249.0
5,Thu nhập tài chính,1433554136.0,1721657724.0,2125707935.0,2496301130.0,2005413919.0,2570981904.0,1767579168.0
6,Chi phí tài chính,-1484738946.0,-3191050600.0,-2813069747.0,-2429720683.0,-1758533909.0,-319000.0,0.0
7,Trong đó: Chi phí lãi vay,-1475808049.0,-3191050600.0,-2813069747.0,-2429555782.0,-1758533909.0,0.0,0.0
8,Lãi/(lỗ) từ công ty liên doanh,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,Chi phí bán hàng,0.0,0.0,0.0,0.0,0.0,-22196000.0,0.0
10,Chi phí quản lý doanh  nghiệp,-22383090389.0,-23108394786.0,-24020783422.0,-27528861814.0,-31800675944.0,-31384705614.0,-31642377372.0
11,Lãi/(lỗ) từ hoạt động kinh doanh,4640215828.0,5071097585.0,5685575015.0,6369777991.0,8386166523.0,11745168998.0,12508083045.0
12,Thu nhập khác,213896639.0,979170454.0,655949492.0,113432211.0,342040496.0,86910791.0,14545455.0
13,Chi phí khác,-175002930.0,-1640389565.0,-1161139153.0,-131465776.0,-100363120.0,-218706568.0,-76123768.0
14,"Thu nhập khác, ròng",38893709.0,-661219111.0,-505189661.0,-18033565.0,241677376.0,-131795777.0,-61578313.0
16,Lãi/(lỗ) ròng trước thuế,4679109537.0,4409878474.0,5180385354.0,6351744426.0,8627843899.0,11613373221.0,12446504732.0
17,Thuế thu nhập doanh nghiệp – hiện thời,-446804426.0,-604752004.0,-920075424.0,-873278844.0,-1505493135.0,-1626739741.0,-1900819185.0
18,Thuế thu nhập doanh nghiệp – hoãn lại,-293101029.0,116534072.0,100509484.0,-205744576.0,0.0,0.0,0.0
19,Chi phí thuế thu nhập doanh nghiệp,-739905455.0,-488217932.0,-819565940.0,-1079023420.0,-1505493135.0,-1626739741.0,-1900819185.0
20,Lãi/(lỗ) thuần sau thuế,3939204082.0,3921660542.0,4360819414.0,5272721006.0,7122350764.0,9986633480.0,10545685547.0
21,Lợi ích của cổ đông thiểu số,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,Lợi nhuận của Cổ đông của Công ty mẹ,3939204082.0,3921660542.0,4360819414.0,5272721006.0,7122350764.0,9986633480.0,10545685547.0
23,Lãi cơ bản trên cổ phiếu,591.0,523.0,727.0,879.0,1187.0,1664.0,1230.0
24,Lãi trên cổ phiếu pha loãng,0.0,0.0,0.0,0.0,0.0,0.0,0.0
