,CHỈ TIÊU,2014,2015,2016,2017,2018,2019,2020,2021,2022
0,Doanh số,316635010201.0,283275670804.0,321031322542.0,296068525474.0,286069769714.0,266490748789.0,195693858220.0,165396523587.0,170485965728.0
1,Các khoản giảm trừ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,Doanh số thuần,316635010201.0,283275670804.0,321031322542.0,296068525474.0,286069769714.0,266490748789.0,195693858220.0,165396523587.0,170485965728.0
3,Giá vốn hàng bán,-258052794161.0,-222893994372.0,-262971221408.0,-231727785177.0,-228593160843.0,-220018881816.0,-173406173579.0,-150595758530.0,-146020202409.0
4,Lãi gộp,58582216040.0,60381676432.0,58060101134.0,64340740297.0,57476608871.0,46471866973.0,22287684641.0,14800765057.0,24465763319.0
5,Thu nhập tài chính,568719761.0,1102858213.0,609406017.0,366024772.0,2770601949.0,13484212.0,38696030.0,29900317.0,248973031.0
6,Chi phí tài chính,-468492517.0,-129438488.0,-407262597.0,-828950523.0,-5022047868.0,-8627399596.0,-7086098444.0,-4337424197.0,-1964896153.0
7,Trong đó: Chi phí lãi vay,-450050000.0,-97850318.0,-395266384.0,-742475192.0,-3736751429.0,-8627399596.0,-7086098444.0,-4337424197.0,-1964896153.0
8,Lãi/(lỗ) từ công ty liên doanh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,Chi phí bán hàng,-6330403636.0,-3936555298.0,-10308586785.0,-2477127967.0,-713729072.0,-1013032298.0,-680076970.0,-471359290.0,-2416994740.0
10,Chi phí quản lý doanh  nghiệp,-4707943340.0,-4620815868.0,-5409887194.0,-12033588404.0,-19307382952.0,-13955523139.0,-11554484078.0,-8937186534.0,-11645838435.0
11,Lãi/(lỗ) từ hoạt động kinh doanh,47644096308.0,52797724991.0,42543770575.0,49367098175.0,35204050928.0,22889396152.0,3005721179.0,1084695353.0,8687007022.0
12,Thu nhập khác,501531064.0,291945785.0,159749685.0,355956708.0,10735211730.0,245679481.0,195747167.0,105387076.0,116056105.0
13,Chi phí khác,-513522713.0,-77704432.0,-13050269.0,-466132560.0,-350834596.0,-1333186093.0,-128167842.0,-65252858.0,-56807672.0
14,"Thu nhập khác, ròng",-11991649.0,214241353.0,146699416.0,-110175852.0,10384377134.0,-1087506612.0,67579325.0,40134218.0,59248433.0
16,Lãi/(lỗ) ròng trước thuế,47632104659.0,53011966344.0,42690469991.0,49256922323.0,45588428062.0,21801889540.0,3073300504.0,1124829571.0,8746255455.0
17,Thuế thu nhập doanh nghiệp – hiện thời,-4339768323.0,-3733016539.0,-3741417519.0,-4493493519.0,-3495058730.0,-3577730273.0,-498611453.0,0.0,-1611411119.0
18,Thuế thu nhập doanh nghiệp – hoãn lại,612033137.0,-408022092.0,408022092.0,0.0,0.0,0.0,0.0,-916791144.0,-148314006.0
19,Chi phí thuế thu nhập doanh nghiệp,-3727735186.0,-4141038631.0,-3333395427.0,-4493493519.0,-3495058730.0,-3577730273.0,-498611453.0,-916791144.0,-1759725125.0
20,Lãi/(lỗ) thuần sau thuế,43904369473.0,48870927713.0,39357074564.0,44763428804.0,42093369332.0,18224159267.0,2574689051.0,208038427.0,6986530330.0
21,Lợi ích của cổ đông thiểu số,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,Lợi nhuận của Cổ đông của Công ty mẹ,43904369473.0,48870927713.0,39357074564.0,44763428804.0,42093369332.0,18224159267.0,2574689051.0,208038427.0,6986530330.0
23,Lãi cơ bản trên cổ phiếu,3679.0,4341.0,2586.0,3482.0,3163.0,1441.0,214.0,17.0,553.0
24,Lãi trên cổ phiếu pha loãng,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
