,CHỈ TIÊU,2014,2015,2016,2017,2018,2019,2020,2021,2022
0,TỔNG TÀI SẢN,344597198044.0,426601891530.0,307906411235.0,303332714246.0,367928401735.0,355887265323.0,306015093336.0,286928516175.0,269078169390.0
1,TÀI SẢN NGẮN HẠN,95368353198.0,208427886098.0,97224345928.0,117722991416.0,57713882298.0,51471447922.0,39166416251.0,52034454765.0,57368862364.0
2,Tiền và tương đương tiền,20702159991.0,135160371031.0,39359395230.0,42021763845.0,1838430336.0,13126377144.0,3166605450.0,33165234078.0,29300720317.0
3,Tiền,1502159991.0,8772371031.0,859395230.0,421763845.0,288430336.0,376377144.0,466605450.0,365234078.0,400720317.0
4,Các khoản tương đương tiền,19200000000.0,126388000000.0,38500000000.0,41600000000.0,1550000000.0,12750000000.0,2700000000.0,32800000000.0,28900000000.0
5,Giá trị thuần đầu tư ngắn hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,Đầu tư ngắn hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,Dự phòng đầu tư ngắn hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,Chứng khoán đầu tư giữ đến ngày đáo hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,Các khoản phải thu,34880108131.0,27698330977.0,16142183402.0,40108699288.0,19759645610.0,5584573949.0,3782366150.0,1905023143.0,5206230644.0
10,Phải thu khách hàng,30265388064.0,23513911580.0,14022284770.0,21276794660.0,12147859540.0,7832743380.0,5302917883.0,4394648215.0,8091424071.0
11,Trả trước người bán,3810994642.0,3438486193.0,1864315429.0,17936015156.0,10634956740.0,691506101.0,1333883489.0,434271662.0,150715563.0
12,Phải thu nội bộ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,Phải thu về XDCB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,Phải thu về cho vay ngắn hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,Phải thu khác,801625425.0,745933204.0,255583203.0,895889472.0,57000330.0,140495468.0,225735778.0,156274266.0,44262010.0
