,Unnamed: 0,2015,2016,2017,2018,2019,2020,2021,2022
0,Lưu chuyển tiền thuần từ các hoạt động sản xuất kinh doanh,89637834237.0,98148227970.0,145142358934.0,164652557514.0,65329929459.0,144818496947.0,141266009452.0,221510401162.0
1,Lãi/lỗ trước những thay đổi vốn lưu động,217863573160.0,244930634349.0,301725309674.0,273306845755.0,183232159533.0,275229249655.0,221630200357.0,348872943201.0
2,Lãi trước thuế,-21646494048.0,10747817187.0,63171217964.0,43212518300.0,-41049021380.0,61045752323.0,29184986631.0,167811639451.0
3,Khấu hao TSCĐ,104547888149.0,97247324640.0,98948323550.0,99773465349.0,99989662224.0,100019019760.0,100887770472.0,100906406887.0
4,Phân bổ lợi thế thương mại,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,Chi phí dự phòng,-4995940025.0,-361814234.0,0.0,0.0,0.0,0.0,0.0,0.0
6,Lãi/(lỗ) chênh lệch tỷ giá chưa thực hiện,0.0,0.0,1320047764.0,0.0,0.0,0.0,0.0,0.0
8,Lãi/(lỗ) từ hoạt động đầu tư,-42160952.0,-468430502.0,-16532527.0,-198615160.0,-386624700.0,-386799627.0,-453085599.0,-506514412.0
9,Chi phí lãi vay,140000280036.0,137765737258.0,138302252923.0,130519477266.0,124678143389.0,114551277199.0,92010528853.0,80661411275.0
11,Các khoản điều chỉnh khác,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,(Tăng)/giảm các khoản phải thu,-5032208889.0,2966249140.0,-12723169295.0,39157172436.0,11709112826.0,-3949852690.0,3031170236.0,3242393333.0
13,(Tăng)/giảm hàng tồn kho,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,Tăng/(giảm) các khoản phải trả,15584259430.0,-10725523361.0,10163735345.0,-13693265369.0,-3038232745.0,-2578095708.0,-977016479.0,-22498523961.0
15,( Tăng)/giảm chi phí trả trước,-586761052.0,370741903.0,12695921.0,-1588793555.0,-1210575291.0,2536224564.0,22523567256.0,238750377.0
16,(Tăng)/giảm chứng khoán kinh doanh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,Chi phí lãi vay đã trả,-138146912812.0,-139393874061.0,-154036212711.0,-132209401753.0,-125362534864.0,-125913717072.0,-104941911918.0,-98726007222.0
18,Thuế thu nhập doanh nghiệp đã trả,-44115600.0,0.0,0.0,-320000000.0,0.0,-505311802.0,0.0,-9619154566.0
19,Tiền thu khác từ các hoạt động kinh doanh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,Tiền chi khác từ các hoạt động kinh doanh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,Lưu chuyển tiền tệ ròng từ hoạt động đầu tư,-24623707212.0,-54884164171.0,-82277937294.0,-145917149103.0,-17303383303.0,4332242307.0,-13262071755.0,-10127565588.0
22,Tiền mua tài sản cố định và các tài sản dài hạn khác,-24665447064.0,-55352594673.0,-82294469821.0,-146115764263.0,-10690008003.0,-3054557320.0,-13715157354.0,-1634080000.0
23,Tiền thu được từ thanh lý tài sản cố định,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,Tiền cho vay hoặc mua công cụ nợ,0.0,0.0,0.0,0.0,-10000000000.0,0.0,0.0,-9000000000.0
25,Tiền thu từ cho vay hoặc thu từ phát hành công cụ nợ,0.0,0.0,0.0,0.0,3000000000.0,7000000000.0,0.0,0.0
26,Đầu tư vào các doanh nghiệp khác,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,Tiền thu từ việc bán các khoản đầu tư vào các doanh nghiệp khác,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,Cổ tức và tiền lãi nhận được,41739852.0,468430502.0,16532527.0,198615160.0,386624700.0,386799627.0,453085599.0,506514412.0
29,Lưu chuyển tiền tệ từ hoạt động tài chính,-81009093326.0,-43834425000.0,-61992000000.0,29450816168.0,-96509518489.0,-140486659667.0,-136424562071.0,-205159201941.0
30,Tiền thu từ phát hành cổ phiếu và vốn góp,0.0,0.0,0.0,10000000000.0,0.0,0.0,0.0,0.0
31,"Chi trả cho việc mua lại, trả lại cổ phiếu",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,Tiền thu được các khoản đi vay,913000000.0,0.0,0.0,115087072913.0,29994481511.0,49752308851.0,59660718487.0,129130032447.0
33,Tiển trả các khoản đi vay,-81922093326.0,-43834425000.0,-61992000000.0,-95636256745.0,-116604000000.0,-190238968518.0,-196085280558.0,-301289234388.0
34,Tiền thanh toán vốn gốc đi thuê tài chính,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,Cổ tức đã trả,0.0,0.0,0.0,0.0,-9900000000.0,0.0,0.0,-33000000000.0
37,Lưu chuyển tiền thuần trong kỳ,-15994966301.0,-570361201.0,872421640.0,48186224579.0,-48482972333.0,8664079587.0,-8420624374.0,6223633633.0
38,Tiền và tương đương tiền đầu kỳ,17192853547.0,1197593239.0,627232038.0,1499653678.0,49685878257.0,1202905924.0,9866985511.0,1446361137.0
39,Ảnh hưởng của chênh lệch tỷ giá,-294007.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,Tiền và tương đương tiền cuối kỳ,1197593239.0,627232038.0,1499653678.0,49685878257.0,1202905924.0,9866985511.0,1446361137.0,7669994770.0
