,CHỈ TIÊU,2014,2015,2016,2017,2018,2019,2020,2021,2022
0,Doanh số,112587461293.0,118468175649.0,130150888784.0,129227410616.0,134519640942.0,133499973175.0,158068204809.0,197000575650.0,202289585678.0
1,Các khoản giảm trừ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,Doanh số thuần,112587461293.0,118468175649.0,130150888784.0,129227410616.0,134519640942.0,133499973175.0,158068204809.0,197000575650.0,202289585678.0
3,Giá vốn hàng bán,-99169665950.0,-102388257680.0,-112659421636.0,-112592081026.0,-117712101566.0,-115250537028.0,-137594123482.0,-172209957102.0,-178161076919.0
4,Lãi gộp,13417795343.0,16079917969.0,17491467148.0,16635329590.0,16807539376.0,18249436147.0,20474081327.0,24790618548.0,24128508759.0
5,Thu nhập tài chính,835246670.0,575160265.0,475060938.0,254013914.0,350484975.0,386955634.0,427027192.0,279384756.0,349578812.0
6,Chi phí tài chính,0.0,0.0,0.0,-10652300.0,0.0,0.0,-79171024.0,-140308828.0,-99041611.0
7,Trong đó: Chi phí lãi vay,0.0,0.0,0.0,-2482300.0,0.0,0.0,-79171024.0,-140308828.0,-99041611.0
8,Lãi/(lỗ) từ công ty liên doanh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,Chi phí bán hàng,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,Chi phí quản lý doanh  nghiệp,-11680609470.0,-15354875968.0,-15546893754.0,-14410772156.0,-14129214984.0,-15172830471.0,-17011240076.0,-20770068372.0,-20371680978.0
11,Lãi/(lỗ) từ hoạt động kinh doanh,2572432543.0,1300202266.0,2419634332.0,2467919048.0,3028809367.0,3463561310.0,3810697419.0,4159626104.0,4007364982.0
12,Thu nhập khác,721007090.0,3449431415.0,272720637.0,290743755.0,90800000.0,198379112.0,559947475.0,38194181.0,220952380.0
13,Chi phí khác,-481872500.0,-3402458688.0,-245971720.0,-206713947.0,-225541998.0,-186661784.0,-597778630.0,-96993113.0,-219043887.0
14,"Thu nhập khác, ròng",239134590.0,46972727.0,26748917.0,84029808.0,-134741998.0,11717328.0,-37831155.0,-58798932.0,1908493.0
16,Lãi/(lỗ) ròng trước thuế,2811567133.0,1347174993.0,2446383249.0,2551948856.0,2894067369.0,3475278638.0,3772866264.0,4100827172.0,4009273475.0
17,Thuế thu nhập doanh nghiệp – hiện thời,-618544769.0,-296378499.0,-491858978.0,-511255189.0,-611141873.0,-929141493.0,-730555994.0,-955677364.0,-833983387.0
18,Thuế thu nhập doanh nghiệp – hoãn lại,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,Chi phí thuế thu nhập doanh nghiệp,-618544769.0,-296378499.0,-491858978.0,-511255189.0,-611141873.0,-929141493.0,-730555994.0,-955677364.0,-833983387.0
20,Lãi/(lỗ) thuần sau thuế,2193022364.0,1050796494.0,1954524271.0,2040693667.0,2282925496.0,2546137145.0,3042310270.0,3145149808.0,3175290088.0
21,Lợi ích của cổ đông thiểu số,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,Lợi nhuận của Cổ đông của Công ty mẹ,2193022364.0,1050796494.0,1954524271.0,2040693667.0,2282925496.0,2546137145.0,3042310270.0,3145149808.0,3175290088.0
23,Lãi cơ bản trên cổ phiếu,0.0,0.0,1185.0,1237.0,1045.0,1543.0,1423.0,1463.0,1466.0
24,Lãi trên cổ phiếu pha loãng,0.0,0.0,0.0,1237.0,1045.0,1543.0,1423.0,1463.0,1466.0
