,CHỈ TIÊU,2015,2016,2017,2018,2019,2020,2021,2022
0,Doanh số,1789947799393.0,1391912398583.0,1663635765665.0,2398560602153.0,2195242396344.0,1686110693140.0,2475118748288.0,2752653519158.0
1,Các khoản giảm trừ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,Doanh số thuần,1789947799393.0,1391912398583.0,1663635765665.0,2398560602153.0,2195242396344.0,1686110693140.0,2475118748288.0,2752653519158.0
3,Giá vốn hàng bán,-803679078394.0,-709002655834.0,-792201357632.0,-789098811425.0,-843171721613.0,-841814187724.0,-941619808110.0,-995874575613.0
4,Lãi gộp,986268720999.0,682909742749.0,871434408033.0,1609461790728.0,1352070674731.0,844296505416.0,1533498940178.0,1756778943545.0
5,Thu nhập tài chính,144253625556.0,162095441866.0,123774752644.0,131341733880.0,131638545109.0,132971353378.0,228533015590.0,188568081711.0
6,Chi phí tài chính,-237614772799.0,-186920913473.0,-108629790698.0,-92148896115.0,-149905783589.0,-117086565946.0,-64058896787.0,-64750909360.0
7,Trong đó: Chi phí lãi vay,-89058264805.0,-83490476708.0,-56779965296.0,-48941728266.0,-55082600412.0,-79749834629.0,-62434528611.0,-64139997242.0
8,Lãi/(lỗ) từ công ty liên doanh,106109769.0,8209412281.0,-13365954439.0,12020998350.0,6764087447.0,-7324749545.0,24989337871.0,20067818146.0
9,Chi phí bán hàng,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,Chi phí quản lý doanh  nghiệp,-53651603864.0,-53228379425.0,-54381779308.0,-58754767277.0,-59771753817.0,-56507318013.0,-73485496007.0,-90197654079.0
11,Lãi/(lỗ) từ hoạt động kinh doanh,839362079661.0,613065303998.0,818831636232.0,1601920859566.0,1280795769881.0,796349225290.0,1649476900845.0,1810466279963.0
12,Thu nhập khác,29653009386.0,113696796.0,480630293.0,126758482.0,83902987.0,0.0,56206464.0,18055442978.0
13,Chi phí khác,0.0,-17176136.0,0.0,-1078134584.0,-6046298441.0,-197587824.0,0.0,-982280831.0
14,"Thu nhập khác, ròng",29653009386.0,96520660.0,480630293.0,-951376102.0,-5962395454.0,-197587824.0,56206464.0,17073162147.0
16,Lãi/(lỗ) ròng trước thuế,869015089047.0,613161824658.0,819312266525.0,1600969483464.0,1274833374427.0,796151637466.0,1649533107309.0,1827539442110.0
17,Thuế thu nhập doanh nghiệp – hiện thời,-190659776414.0,-117503258450.0,-159650031461.0,-316746641701.0,-227317529357.0,-135449297376.0,-276740852125.0,-323002521905.0
18,Thuế thu nhập doanh nghiệp – hoãn lại,0.0,0.0,-954580123.0,954580123.0,0.0,-359400992.0,359400992.0,0.0
19,Chi phí thuế thu nhập doanh nghiệp,-190659776414.0,-117503258450.0,-160604611584.0,-315792061578.0,-227317529357.0,-135808698368.0,-276381451133.0,-323002521905.0
20,Lãi/(lỗ) thuần sau thuế,678355312633.0,495658566208.0,658707654941.0,1285177421886.0,1047515845070.0,660342939098.0,1373151656176.0,1504536920205.0
21,Lợi ích của cổ đông thiểu số,1144483598.0,3864943351.0,6246622316.0,4065369275.0,1228540988.0,1746930950.0,5690505164.0,7664401627.0
22,Lợi nhuận của Cổ đông của Công ty mẹ,677210829035.0,491793622857.0,652461032625.0,1281112052611.0,1046287304082.0,658596008148.0,1367461151012.0,1496872518578.0
23,Lãi cơ bản trên cổ phiếu,1603.0,1164.0,1545.0,3033.0,2477.0,1559.0,3237.0,3544.0
24,Lãi trên cổ phiếu pha loãng,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
