,Unnamed: 0,2015,2016,2017,2018,2019,2020,2021,2022
0,Lưu chuyển tiền thuần từ các hoạt động sản xuất kinh doanh,701851513759.0,361012074638.0,176818856295.0,1828949698684.0,889760469659.0,582093837749.0,1389317182509.0,1545066085164.0
1,Lãi/lỗ trước những thay đổi vốn lưu động,1423332450797.0,960094494641.0,1097677402158.0,1790503963328.0,1555287299355.0,1147785165354.0,1814147465979.0,2049393438922.0
2,Lãi trước thuế,869015089047.0,613161824658.0,819312266525.0,1600969483464.0,1274833374427.0,796151637466.0,1649533107309.0,1827539442110.0
3,Khấu hao TSCĐ,470637296394.0,355392967026.0,303253801092.0,240641060532.0,316828108415.0,351463819308.0,350101843332.0,363833020615.0
4,Phân bổ lợi thế thương mại,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,Chi phí dự phòng,504057007.0,-1070469137.0,46750000.0,0.0,-46750000.0,0.0,1303257033.0,623661077.0
6,Lãi/(lỗ) chênh lệch tỷ giá chưa thực hiện,138300184537.0,76869887747.0,28604398741.0,43207167849.0,30708505457.0,37013353824.0,-104909409775.0,-68180248328.0
8,Lãi/(lỗ) từ hoạt động đầu tư,-144182440993.0,-167750192361.0,13365954439.0,0.0,-106365848409.0,0.0,-24989337871.0,-138562433794.0
9,Chi phí lãi vay,89058264805.0,83490476708.0,56779965296.0,48941728266.0,55082600412.0,79749834629.0,62434528611.0,64139997242.0
11,Các khoản điều chỉnh khác,0.0,0.0,0.0,0.0,-6764087447.0,7324749545.0,-119326522660.0,0.0
12,(Tăng)/giảm các khoản phải thu,-306937667314.0,-431504034196.0,-719183455090.0,245559869740.0,-166454962775.0,-398387418308.0,-255253370977.0,9849707305.0
13,(Tăng)/giảm hàng tồn kho,4489974587.0,-50897321292.0,51225866198.0,-5204420188.0,-48035703435.0,-4696806229.0,1333116980.0,-3595337503.0
14,Tăng/(giảm) các khoản phải trả,-27336676960.0,6177875856.0,56444800794.0,13908743333.0,-19340244710.0,39149561110.0,86548960366.0,7308474237.0
15,( Tăng)/giảm chi phí trả trước,-8756362952.0,13213176033.0,-40348891183.0,19166968651.0,8879104886.0,5797209999.0,3859985438.0,-22283254349.0
16,(Tăng)/giảm chứng khoán kinh doanh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,Chi phí lãi vay đã trả,-105682607911.0,-22589160995.0,-67717173394.0,-18788333546.0,-59009918709.0,-52707103281.0,-52759708462.0,-74238317737.0
18,Thuế thu nhập doanh nghiệp đã trả,-263005967606.0,-91338891371.0,-184315580405.0,-195848847686.0,-364878499616.0,-141121771075.0,-191598231022.0,-392493477328.0
19,Tiền thu khác từ các hoạt động kinh doanh,1572630000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,Tiền chi khác từ các hoạt động kinh doanh,-15824258882.0,-22144064038.0,-16964112783.0,-20348244948.0,-16686605337.0,-13724999821.0,-16961035793.0,-28875148383.0
21,Lưu chuyển tiền tệ ròng từ hoạt động đầu tư,-484356394670.0,-157019121175.0,879516464846.0,-1803771424134.0,-494168309847.0,-591653276920.0,-117808605982.0,558987242942.0
22,Tiền mua tài sản cố định và các tài sản dài hạn khác,-124336311059.0,-315253342279.0,-338036199955.0,-896052785156.0,-878730584794.0,-94194487691.0,-133953599311.0,-11645858986.0
23,Tiền thu được từ thanh lý tài sản cố định,550000.0,295454545.0,307425454.0,0.0,0.0,0.0,0.0,223782561.0
24,Tiền cho vay hoặc mua công cụ nợ,-1961687947635.0,-1172702942919.0,-445838770100.0,-1428788746881.0,-644585278480.0,-1309532465796.0,-624000000000.0,-300000000000.0
25,Tiền thu từ cho vay hoặc thu từ phát hành công cụ nợ,1490451483463.0,1211242862264.0,1612266239651.0,494817781781.0,989663690943.0,795897861813.0,627609863014.0,812620748152.0
26,Đầu tư vào các doanh nghiệp khác,-8000000000.0,-10000000000.0,-6200000000.0,0.0,0.0,-22400000000.0,-45000000000.0,0.0
27,Tiền thu từ việc bán các khoản đầu tư vào các doanh nghiệp khác,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,Cổ tức và tiền lãi nhận được,119215830561.0,129398847214.0,57017769796.0,26252326122.0,39483862484.0,38575814754.0,57535130315.0,57788571215.0
29,Lưu chuyển tiền tệ từ hoạt động tài chính,-872503208942.0,-228360454856.0,-653726813342.0,-272505951069.0,122089417485.0,-576703416034.0,-681446165028.0,-1629810079582.0
30,Tiền thu từ phát hành cổ phiếu và vốn góp,0.0,0.0,6935500000.0,3967500000.0,0.0,0.0,0.0,0.0
31,"Chi trả cho việc mua lại, trả lại cổ phiếu",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,Tiền thu được các khoản đi vay,59405969367.0,289729545144.0,405823885387.0,420321891861.0,1028501728612.0,41622261892.0,54160146768.0,0.0
33,Tiển trả các khoản đi vay,-425029178309.0,-11210000000.0,-714112309001.0,-4226313202.0,-45475138395.0,-145359692145.0,-153349681697.0,-206679219305.0
34,Tiền thanh toán vốn gốc đi thuê tài chính,0.0,0.0,0.0,0.0,-857577172732.0,0.0,0.0,0.0
35,Cổ tức đã trả,-506880000000.0,-506880000000.0,-352373889728.0,-692569029728.0,-3360000000.0,-472965985781.0,-582256630099.0,-1423130860277.0
37,Lưu chuyển tiền thuần trong kỳ,-655008089853.0,-24367501393.0,402608507799.0,-247327676519.0,517681577297.0,-586262855205.0,590062411499.0,474243248524.0
38,Tiền và tương đương tiền đầu kỳ,736632099074.0,81923488930.0,57625548166.0,460210215393.0,212882538874.0,730564116171.0,144301260966.0,734363672465.0
39,Ảnh hưởng của chênh lệch tỷ giá,299479709.0,69560629.0,-23840572.0,0.0,0.0,0.0,0.0,0.0
40,Tiền và tương đương tiền cuối kỳ,81923488930.0,57625548166.0,460210215393.0,212882538874.0,730564116171.0,144301260966.0,734363672465.0,1208606920989.0
