,CHỈ TIÊU,2016,2017,2018,2019,2020,2021,2022
0,Doanh số,73360163650.0,85794359587.0,94872513813.0,111028940934.0,161319174759.0,170559004228.0,269737040353.0
1,Các khoản giảm trừ,0.0,0.0,0.0,0.0,0.0,-199661000.0,-84680000.0
2,Doanh số thuần,73360163650.0,85794359587.0,94872513813.0,111028940934.0,161319174759.0,170359343228.0,269652360353.0
3,Giá vốn hàng bán,-69305212463.0,-79937771488.0,-86625283876.0,-99081892961.0,-144105233893.0,-149148471791.0,-242878043082.0
4,Lãi gộp,4054951187.0,5856588099.0,8247229937.0,11947047973.0,17213940866.0,21210871437.0,26774317271.0
5,Thu nhập tài chính,9172487.0,7990423.0,480899297.0,38151156.0,63802697.0,86120460.0,207464619.0
6,Chi phí tài chính,-1006526115.0,-1177910214.0,-1958984831.0,-2799164820.0,-3675623458.0,-3934247966.0,-5387616579.0
7,Trong đó: Chi phí lãi vay,-1006526115.0,-1174545956.0,-1878975333.0,-2779724058.0,-3654842342.0,-3923426046.0,-5266556967.0
8,Lãi/(lỗ) từ công ty liên doanh,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,Chi phí bán hàng,0.0,-152303408.0,-310365218.0,-370035021.0,-218084786.0,-462516211.0,-899755975.0
10,Chi phí quản lý doanh  nghiệp,-1872903350.0,-1908333485.0,-2856674742.0,-2158330973.0,-2223925096.0,-2571879887.0,-4157754846.0
11,Lãi/(lỗ) từ hoạt động kinh doanh,1184694209.0,2626031415.0,3602104443.0,6657668315.0,11160110223.0,14328347833.0,16536654490.0
12,Thu nhập khác,12500000.0,7001085.0,97956852.0,1303763.0,2944709.0,0.0,474069.0
13,Chi phí khác,-14355381.0,-34849327.0,-16125821.0,-30123354.0,-154520872.0,-354142032.0,-180133809.0
14,"Thu nhập khác, ròng",-1855381.0,-27848242.0,81831031.0,-28819591.0,-151576163.0,-354142032.0,-179659740.0
16,Lãi/(lỗ) ròng trước thuế,1182838828.0,2598183173.0,3683935474.0,6628848724.0,11008534060.0,13974205801.0,16356994750.0
17,Thuế thu nhập doanh nghiệp – hiện thời,-114758002.0,-526606500.0,-1052332059.0,-1473704209.0,-1361682437.0,-2874064286.0,-3477477020.0
18,Thuế thu nhập doanh nghiệp – hoãn lại,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,Chi phí thuế thu nhập doanh nghiệp,-114758002.0,-526606500.0,-1052332059.0,-1473704209.0,-1361682437.0,-2874064286.0,-3477477020.0
20,Lãi/(lỗ) thuần sau thuế,1068080826.0,2071576673.0,2631603415.0,5155144515.0,9646851623.0,11100141515.0,12879517730.0
21,Lợi ích của cổ đông thiểu số,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,Lợi nhuận của Cổ đông của Công ty mẹ,1068080826.0,2071576673.0,2631603415.0,5155144515.0,9646851623.0,11100141515.0,12879517730.0
23,Lãi cơ bản trên cổ phiếu,668.0,1248.0,797.0,1562.0,2923.0,1.0,1524.0
24,Lãi trên cổ phiếu pha loãng,0.0,0.0,0.0,0.0,2758.0,1.0,1524.0
