,CHỈ TIÊU,2016,2017,2018,2019,2020,2021,2022
0,TỔNG TÀI SẢN,33913932586.0,61395158106.0,67971691461.0,91917568497.0,107139649293.0,153978129620.0,193019420677.0
1,TÀI SẢN NGẮN HẠN,21526581225.0,49557859367.0,56092680307.0,78398274935.0,80862851731.0,121907482560.0,155775518959.0
2,Tiền và tương đương tiền,1151095301.0,7450602498.0,891907697.0,7301193218.0,3035138000.0,13549651827.0,7501259521.0
3,Tiền,1151095301.0,7450602498.0,891907697.0,7301193218.0,3035138000.0,13549651827.0,7501259521.0
4,Các khoản tương đương tiền,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,Giá trị thuần đầu tư ngắn hạn,0.0,0.0,0.0,0.0,0.0,500000000.0,1250000000.0
6,Đầu tư ngắn hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,Dự phòng đầu tư ngắn hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,Chứng khoán đầu tư giữ đến ngày đáo hạn,0.0,0.0,0.0,0.0,0.0,500000000.0,1250000000.0
9,Các khoản phải thu,5869277220.0,21317265036.0,35702973958.0,45997567738.0,49080664307.0,66509269328.0,76394507066.0
10,Phải thu khách hàng,5808282918.0,20808041155.0,29496394953.0,45359817305.0,48512684809.0,65846009518.0,75579738086.0
11,Trả trước người bán,55994302.0,312609250.0,6177304155.0,591493317.0,250200000.0,15840000.0,0.0
12,Phải thu nội bộ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,Phải thu về XDCB,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,Phải thu về cho vay ngắn hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,Phải thu khác,5000000.0,196614631.0,29274850.0,46257116.0,317779498.0,647419810.0,814768980.0
16,Dự phòng nợ khó đòi,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,Tài sản thiếu chờ xử lý,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,"Hàng tồn kho, ròng",14441584983.0,20587767123.0,19367697870.0,24957435654.0,28467818758.0,40993473891.0,69693613120.0
19,Hàng tồn kho,14441584983.0,20587767123.0,19367697870.0,24957435654.0,28467818758.0,40993473891.0,69693613120.0
20,Dự phòng giảm giá HTK,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,Tài sản lưu động khác,64623721.0,202224710.0,130100782.0,142078325.0,279230666.0,355087514.0,936139252.0
22,Trả trước ngắn hạn,36472040.0,86640733.0,130100782.0,131595615.0,148275851.0,137495806.0,244575409.0
23,Thuế VAT phải thu,28151681.0,115583977.0,0.0,10482710.0,130954815.0,217591708.0,567508978.0
24,Phải thu thuế khác,0.0,0.0,0.0,0.0,0.0,0.0,124054865.0
25,Giao dịch mua bán lại trái phiếu chính phủ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,Tài sản lưu động khác,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,TÀI SẢN DÀI HẠN,12387351361.0,11837298739.0,11879011154.0,13519293562.0,26276797562.0,32070647060.0,37243901718.0
28,Phải thu dài hạn,0.0,300704733.0,358532560.0,393220209.0,969893789.0,1134454596.0,2097374281.0
29,Phải thu khách hàng dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,Trả trước người bán dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,Vốn kinh doanh ở các đơn vị trực thuộc,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,Phải thu nội bộ dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,Phải thu về cho vay dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,Phải thu dài hạn khác,0.0,300704733.0,358532560.0,393220209.0,969893789.0,1134454596.0,2097374281.0
35,Dự phòng phải thu dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,Tài sản cố định,10882822042.0,10053741602.0,9317253124.0,10882174173.0,22796245686.0,27270556389.0,30605429163.0
37,GTCL TSCĐ hữu hình,10882822042.0,6157787451.0,5992416905.0,8144311898.0,15276452344.0,19041307781.0,22755335056.0
38,Nguyên giá TSCĐ hữu hình,19105904823.0,15006104823.0,15525925724.0,18638863145.0,26137753433.0,31521293080.0,38488717262.0
39,Khấu hao lũy kế TSCĐ hữu hình,-8223082781.0,-8848317372.0,-9533508819.0,-10494551247.0,-10861301089.0,-12479985299.0,-15733382206.0
40,GTCL Tài sản thuê tài chính,0.0,3895954151.0,3324836219.0,2737862275.0,7519793342.0,8229248608.0,7850094107.0
41,Nguyên giá tài sản thuê tài chính,0.0,4205660606.0,4205660606.0,2890000000.0,8588131864.0,10450000000.0,10372909091.0
42,Khấu hao lũy kế tài sản thuê tài chính,0.0,-309706455.0,-880824387.0,-152137725.0,-1068338522.0,-2220751392.0,-2522814984.0
43,GTCL tài sản cố định vô hình,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,Nguyên giá TSCĐ vô hình,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,Khấu hao lũy kế TSCĐ vô hình,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,Bất động sản đầu tư,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,Nguyên giá tài sản đầu tư,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,Khấu hao lũy kế tài sản đầu tư,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,Tài sản dở dang dài hạn,0.0,65989992.0,512000000.0,459777000.0,13402000.0,745948500.0,1332948500.0
50,"Chi phí sản xuất, kinh doanh dở dang dài hạn",0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,Đầu tư dài hạn,0.0,0.0,300000000.0,300000000.0,600000000.0,600000000.0,600000000.0
53,Đầu tư vào các công ty con,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,Đầu tư vào công ty liên doanh,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,Đầu tư dài hạn khác,0.0,0.0,0.0,300000000.0,600000000.0,0.0,0.0
56,Dự phòng giảm giá đầu tư dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0
