,Unnamed: 0,2016,2017,2018,2019,2020,2021,2022
0,Lưu chuyển tiền thuần từ các hoạt động sản xuất kinh doanh,8851596771.0,1718752035.0,-16641906811.0,-297357060.0,725340538.0,-5010167274.0,-9460860148.0
1,Lãi/lỗ trước những thay đổi vốn lưu động,4026902641.0,5236546419.0,6467760972.0,10758988348.0,16503808049.0,21040729456.0,25331297793.0
2,Lãi trước thuế,1182838828.0,2598183173.0,3683935474.0,6628848724.0,11008534060.0,13974205801.0,16356994750.0
3,Khấu hao TSCĐ,1846710185.0,1668086086.0,1256309379.0,1376298919.0,1880793113.0,2860369680.0,3557117657.0
4,Phân bổ lợi thế thương mại,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,Chi phí dự phòng,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,Lãi/(lỗ) chênh lệch tỷ giá chưa thực hiện,0.0,0.0,42940463.0,-602162.0,-6864151.0,-14262600.0,31725914.0
8,Lãi/(lỗ) từ hoạt động đầu tư,-9172487.0,-204268796.0,-394399677.0,-25281191.0,-33497315.0,296990529.0,118902505.0
9,Chi phí lãi vay,1006526115.0,1174545956.0,1878975333.0,2779724058.0,3654842342.0,3923426046.0,5266556967.0
11,Các khoản điều chỉnh khác,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,(Tăng)/giảm các khoản phải thu,-597919512.0,-15071099614.0,-14698977449.0,-12297775002.0,-7234702959.0,-20323772002.0,-10631311362.0
13,(Tăng)/giảm hàng tồn kho,-898726718.0,-6146182140.0,1220069253.0,-5589737784.0,-3510383104.0,-12525655133.0,-28700139229.0
14,Tăng/(giảm) các khoản phải trả,7246838024.0,19000700632.0,-7168057181.0,10784070882.0,342547784.0,12495290331.0,13025442372.0
15,( Tăng)/giảm chi phí trả trước,81028451.0,37498214.0,-17823107.0,-94391543.0,-429814143.0,-411651443.0,-395541802.0
16,(Tăng)/giảm chứng khoán kinh doanh,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,Chi phí lãi vay đã trả,-1006526115.0,-1174545956.0,-1878975333.0,-2743151152.0,-3654842342.0,-3923426046.0,-5216543634.0
18,Thuế thu nhập doanh nghiệp đã trả,0.0,-164165520.0,-565903966.0,-1115360809.0,-1291272747.0,-1361682437.0,-2874064286.0
19,Tiền thu khác từ các hoạt động kinh doanh,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,Tiền chi khác từ các hoạt động kinh doanh,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,Lưu chuyển tiền tệ ròng từ hoạt động đầu tư,-1139670331.0,-634736850.0,-679108724.0,-1025473592.0,-10628718477.0,-4979858081.0,-5589083565.0
22,Tiền mua tài sản cố định và các tài sản dài hạn khác,-1148842818.0,-642727273.0,-761820901.0,-3008765646.0,-13798718165.0,-7176380667.0,-6748116192.0
23,Tiền thu được từ thanh lý tài sản cố định,0.0,0.0,0.0,1959195650.0,3433919039.0,2648404142.0,1835676804.0
24,Tiền cho vay hoặc mua công cụ nợ,0.0,0.0,-300000000.0,0.0,-300000000.0,-500000000.0,-750000000.0
25,Tiền thu từ cho vay hoặc thu từ phát hành công cụ nợ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,Đầu tư vào các doanh nghiệp khác,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,Tiền thu từ việc bán các khoản đầu tư vào các doanh nghiệp khác,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,Cổ tức và tiền lãi nhận được,9172487.0,7990423.0,382712177.0,24096404.0,36080649.0,48118444.0,73355823.0
29,Lưu chuyển tiền tệ từ hoạt động tài chính,-7550059315.0,5215492012.0,10762320734.0,7732116173.0,5637322721.0,20504539182.0,9001551407.0
30,Tiền thu từ phát hành cổ phiếu và vốn góp,0.0,5000000000.0,0.0,0.0,0.0,32865880000.0,0.0
31,"Chi trả cho việc mua lại, trả lại cổ phiếu",0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,Tiền thu được các khoản đi vay,19964185893.0,25007969088.0,50248173174.0,69350133353.0,77601415089.0,67215818252.0,111549942741.0
33,Tiển trả các khoản đi vay,-27514245208.0,-24029149672.0,-37959197632.0,-60869142037.0,-65262712985.0,-73436015700.0,-99102006638.0
34,Tiền thanh toán vốn gốc đi thuê tài chính,0.0,-763327404.0,-1526654808.0,-748875143.0,-4061379383.0,-4161143370.0,-3446384696.0
35,Cổ tức đã trả,0.0,0.0,0.0,0.0,-2640000000.0,-1980000000.0,0.0
37,Lưu chuyển tiền thuần trong kỳ,161867125.0,6299507197.0,-6558694801.0,6409285521.0,-4266055218.0,10514513827.0,-6048392306.0
38,Tiền và tương đương tiền đầu kỳ,989228176.0,1151095301.0,7450602498.0,891907697.0,7301193218.0,3035138000.0,13549651827.0
39,Ảnh hưởng của chênh lệch tỷ giá,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,Tiền và tương đương tiền cuối kỳ,1151095301.0,7450602498.0,891907697.0,7301193218.0,3035138000.0,13549651827.0,7501259521.0
