,CHỈ TIÊU,2014,2015,2016,2017,2018,2019,2020,2021,2022
0,TỔNG TÀI SẢN,368349640635.0,393648757759.0,464235852823.0,643581964627.0,658638388574.0,728896731633.0,760902608560.0,759479584057.0,786277582232.0
1,TÀI SẢN NGẮN HẠN,151144091749.0,138483563489.0,120588728692.0,142227093859.0,143072650531.0,165868942430.0,202000796395.0,212539430732.0,246957690111.0
2,Tiền và tương đương tiền,112121343210.0,95417026794.0,84997578015.0,103507508182.0,75574276799.0,67289579054.0,93521852096.0,103139559920.0,165031718807.0
3,Tiền,11450290437.0,2691807151.0,5590803913.0,5539532102.0,9135455484.0,14674473684.0,12321852096.0,24039559920.0,17031718807.0
4,Các khoản tương đương tiền,100671052773.0,92725219643.0,79406774102.0,97967976080.0,66438821315.0,52615105370.0,81200000000.0,79100000000.0,148000000000.0
5,Giá trị thuần đầu tư ngắn hạn,100000000.0,100000000.0,0.0,0.0,0.0,0.0,2000000000.0,2000000000.0,42000000000.0
6,Đầu tư ngắn hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,Dự phòng đầu tư ngắn hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,Chứng khoán đầu tư giữ đến ngày đáo hạn,100000000.0,100000000.0,0.0,0.0,0.0,0.0,2000000000.0,2000000000.0,42000000000.0
9,Các khoản phải thu,16381076357.0,19145319968.0,15166193115.0,13271761317.0,32008962312.0,70400951833.0,71249807527.0,90923422051.0,20678922169.0
10,Phải thu khách hàng,10929649749.0,10353174286.0,8483875740.0,10986239402.0,13200807832.0,14614418629.0,12335806603.0,12726854811.0,13968702727.0
11,Trả trước người bán,1369783184.0,4474283063.0,3001571751.0,2061895700.0,18182541975.0,9377783645.0,17674756600.0,11076587794.0,4094671379.0
12,Phải thu nội bộ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,Phải thu về XDCB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,Phải thu về cho vay ngắn hạn,0.0,0.0,0.0,0.0,0.0,43500000000.0,43000000000.0,43000000000.0,0.0
15,Phải thu khác,6990040153.0,7226259348.0,6559867335.0,2844474446.0,3439047698.0,5722184752.0,1839969268.0,27720704390.0,7950178165.0
16,Dự phòng nợ khó đòi,-2908396729.0,-2908396729.0,-2879121711.0,-2620848231.0,-2813435193.0,-2813435193.0,-3600724944.0,-3600724944.0,-5334630102.0
17,Tài sản thiếu chờ xử lý,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,"Hàng tồn kho, ròng",22541672182.0,23821216727.0,19717887696.0,21394948700.0,35489411420.0,28111405668.0,33959370652.0,16404198668.0,18540985393.0
19,Hàng tồn kho,22541672182.0,23821216727.0,19717887696.0,21394948700.0,35489411420.0,28111405668.0,33959370652.0,16404198668.0,19300058933.0
20,Dự phòng giảm giá HTK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-759073540.0
21,Tài sản lưu động khác,0.0,0.0,707069866.0,4052875660.0,0.0,67005875.0,1269766120.0,72250093.0,706063742.0
22,Trả trước ngắn hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,Thuế VAT phải thu,0.0,0.0,359028311.0,4052875660.0,0.0,0.0,510015528.0,0.0,706063742.0
24,Phải thu thuế khác,0.0,0.0,348041555.0,0.0,0.0,67005875.0,759750592.0,72250093.0,0.0
25,Giao dịch mua bán lại trái phiếu chính phủ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,Tài sản lưu động khác,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,TÀI SẢN DÀI HẠN,217205548886.0,255165194270.0,343647124131.0,501354870768.0,515565738043.0,563027789203.0,558901812165.0,546940153325.0,539319892121.0
28,Phải thu dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,Phải thu khách hàng dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,Trả trước người bán dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,Vốn kinh doanh ở các đơn vị trực thuộc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,Phải thu nội bộ dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,Phải thu về cho vay dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,Phải thu dài hạn khác,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,Dự phòng phải thu dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,Tài sản cố định,187675844354.0,192461002680.0,246492880691.0,437679887564.0,454308400744.0,446390243295.0,500472856677.0,529371539374.0,515489823064.0
37,GTCL TSCĐ hữu hình,149881167339.0,157038406114.0,213722370564.0,402028865893.0,421269842267.0,415588114870.0,485964578039.0,515897042674.0,502976538078.0
38,Nguyên giá TSCĐ hữu hình,291444189124.0,316887493271.0,394589140907.0,612988802724.0,673645182566.0,711510363648.0,828591967698.0,913561879311.0,958074137250.0
39,Khấu hao lũy kế TSCĐ hữu hình,-141563021785.0,-159849087157.0,-180866770343.0,-210959936831.0,-252375340299.0,-295922248778.0,-342627389659.0,-397664836637.0,-455097599172.0
40,GTCL Tài sản thuê tài chính,36953920697.0,33998895099.0,31637937032.0,34744102264.0,32331792758.0,29970604564.0,13940322530.0,13163112910.0,12376644345.0
41,Nguyên giá tài sản thuê tài chính,82919173973.0,82888155482.0,82888155482.0,88605785544.0,88605785544.0,87668021087.0,45232080362.0,45232080362.0,45232080362.0
42,Khấu hao lũy kế tài sản thuê tài chính,-45965253276.0,-48889260383.0,-51250218450.0,-53861683280.0,-56273992786.0,-57697416523.0,-31291757832.0,-32068967452.0,-32855436017.0
43,GTCL tài sản cố định vô hình,840756318.0,1423701467.0,1132573095.0,906919407.0,706765719.0,831523861.0,567956108.0,311383790.0,136640641.0
44,Nguyên giá TSCĐ vô hình,2845616755.0,3738716755.0,3778856755.0,3778856755.0,3778856755.0,4131856755.0,4131856755.0,4131856755.0,4131856755.0
45,Khấu hao lũy kế TSCĐ vô hình,-2004860437.0,-2315015288.0,-2646283660.0,-2871937348.0,-3072091036.0,-3300332894.0,-3563900647.0,-3820472965.0,-3995216114.0
46,Bất động sản đầu tư,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,Nguyên giá tài sản đầu tư,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,Khấu hao lũy kế tài sản đầu tư,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,Tài sản dở dang dài hạn,24677027389.0,59899571814.0,95037426923.0,62040414339.0,59988718545.0,114334761666.0,55504928324.0,15393883706.0,22929270539.0
50,"Chi phí sản xuất, kinh doanh dở dang dài hạn",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,Đầu tư dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,Đầu tư vào các công ty con,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,Đầu tư vào công ty liên doanh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,Đầu tư dài hạn khác,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,Dự phòng giảm giá đầu tư dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,Đầu tư nắm giữ đến ngày đáo hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,Tài sản dài hạn khác,4852677143.0,2804619776.0,2116816517.0,1634568865.0,1268618754.0,2302784242.0,2924027164.0,2174730245.0,900798518.0
59,Trả trước dài hạn,3931949870.0,1539165230.0,1005907425.0,678205227.0,466800570.0,1655511512.0,2420390797.0,1814730241.0,684434877.0
60,Thuế thu nhập hoãn lại phải thu,920727273.0,1265454546.0,1110909092.0,956363638.0,801818184.0,647272730.0,503636367.0,360000004.0,216363641.0
61,"Thiết bị, vật tư, phụ tùng thay thế dài hạn",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,Các tài sản dài hạn khác,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,NỢ PHẢI TRẢ,233600509264.0,228206229376.0,250691727264.0,336846486407.0,316884555373.0,385458066678.0,386661837805.0,353059309552.0,334608775429.0
65,Nợ ngắn hạn,133979988112.0,132327218588.0,163614356205.0,165819168999.0,156136328762.0,213437821723.0,225959936280.0,190687925319.0,182786126721.0
66,Phải trả người bán,48289529353.0,50928636625.0,83053979232.0,85615941236.0,70018844521.0,90658409539.0,93481565148.0,89372063920.0,86792373762.0
