,CHỈ TIÊU,2015,2016,2017,2018,2019,2020,2021,2022
0,TỔNG TÀI SẢN,159076500110.0,227910024097.0,244186437693.0,238980265571.0,227933621183.0,201442343858.0,126543275719.0,123947508253.0
1,TÀI SẢN NGẮN HẠN,62186443684.0,69672303694.0,85767105501.0,76969530102.0,113866387517.0,87881668686.0,61517152162.0,103026667429.0
2,Tiền và tương đương tiền,1656740529.0,2854015089.0,1271919400.0,956666886.0,3639979047.0,2949551165.0,19637924281.0,4848136349.0
3,Tiền,1656740529.0,2854015089.0,1271919400.0,956666886.0,3639979047.0,2949551165.0,19637924281.0,4848136349.0
4,Các khoản tương đương tiền,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,Giá trị thuần đầu tư ngắn hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,Đầu tư ngắn hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,Dự phòng đầu tư ngắn hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,Chứng khoán đầu tư giữ đến ngày đáo hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,Các khoản phải thu,23552412402.0,60779935867.0,77860580291.0,71234105156.0,105268925040.0,79875884958.0,36886341095.0,93210701949.0
10,Phải thu khách hàng,16188096138.0,50006516953.0,64323296861.0,42569565081.0,35921384965.0,33898975868.0,32192404391.0,29530755245.0
11,Trả trước người bán,2364316264.0,4133418914.0,7827283430.0,9751390075.0,22144390075.0,21952702075.0,3269729689.0,59855739689.0
12,Phải thu nội bộ,0.0,0.0,0.0,10000000000.0,0.0,0.0,0.0,0.0
13,Phải thu về XDCB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,Phải thu về cho vay ngắn hạn,0.0,0.0,0.0,0.0,25000000000.0,25000000000.0,25000000000.0,25000000000.0
15,Phải thu khác,5000000000.0,6640000000.0,5710000000.0,8913150000.0,22203150000.0,22603150000.0,25003150000.0,27403150000.0
16,Dự phòng nợ khó đòi,0.0,0.0,0.0,0.0,0.0,-23578942985.0,-48578942985.0,-48578942985.0
17,Tài sản thiếu chờ xử lý,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,"Hàng tồn kho, ròng",36977290753.0,6038352738.0,6634605810.0,4766674511.0,4808816890.0,4867907799.0,4821275234.0,4821275234.0
19,Hàng tồn kho,36977290753.0,6038352738.0,6634605810.0,4766674511.0,4808816890.0,4867907799.0,4821275234.0,4821275234.0
20,Dự phòng giảm giá HTK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,Tài sản lưu động khác,0.0,0.0,0.0,12083549.0,148666540.0,188324764.0,171611552.0,146553897.0
22,Trả trước ngắn hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,Thuế VAT phải thu,0.0,0.0,0.0,12083549.0,148666540.0,177020944.0,160307732.0,135250077.0
24,Phải thu thuế khác,0.0,0.0,0.0,0.0,0.0,11303820.0,11303820.0,11303820.0
25,Giao dịch mua bán lại trái phiếu chính phủ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,Tài sản lưu động khác,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,TÀI SẢN DÀI HẠN,96890056426.0,158237720403.0,158419332192.0,162010735469.0,114067233666.0,113560675172.0,65026123557.0,20920840824.0
28,Phải thu dài hạn,83551570961.0,147951570961.0,150351570961.0,152752264081.0,95666869973.0,95718036837.0,47959306978.0,4577928487.0
29,Phải thu khách hàng dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,Trả trước người bán dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,Vốn kinh doanh ở các đơn vị trực thuộc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,Phải thu nội bộ dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,Phải thu về cho vay dài hạn,25000000000.0,25000000000.0,25000000000.0,25000000000.0,0.0,0.0,0.0,0.0
34,Phải thu dài hạn khác,58551570961.0,122951570961.0,125351570961.0,127752264081.0,95666869973.0,95718036837.0,95735092458.0,52353713967.0
35,Dự phòng phải thu dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,-47775785480.0,-47775785480.0
36,Tài sản cố định,11795422138.0,8795511129.0,6389937766.0,4559310809.0,13442428891.0,12935481786.0,12180355486.0,11434229186.0
37,GTCL TSCĐ hữu hình,11795422138.0,8795511129.0,6389937766.0,4559310809.0,3104048298.0,2702984999.0,2361393923.0,2028802847.0
38,Nguyên giá TSCĐ hữu hình,36953322820.0,36039202311.0,36039202311.0,31848011835.0,30392562511.0,30392562511.0,29766135672.0,27208992814.0
39,Khấu hao lũy kế TSCĐ hữu hình,-25157900682.0,-27243691182.0,-29649264545.0,-27288701026.0,-27288514213.0,-27689577512.0,-27404741749.0,-25180189967.0
40,GTCL Tài sản thuê tài chính,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,Nguyên giá tài sản thuê tài chính,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,Khấu hao lũy kế tài sản thuê tài chính,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,GTCL tài sản cố định vô hình,0.0,0.0,0.0,0.0,10338380593.0,10232496787.0,9818961563.0,9405426339.0
44,Nguyên giá TSCĐ vô hình,0.0,0.0,0.0,0.0,10338380593.0,10338380593.0,10338380593.0,10338380593.0
45,Khấu hao lũy kế TSCĐ vô hình,0.0,0.0,0.0,0.0,0.0,-105883806.0,-519419030.0,-932954254.0
46,Bất động sản đầu tư,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,Nguyên giá tài sản đầu tư,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,Khấu hao lũy kế tài sản đầu tư,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,Tài sản dở dang dài hạn,1490638313.0,1490638313.0,1490638313.0,4432725115.0,4865636480.0,4870939510.0,4870939510.0,4870939510.0
50,"Chi phí sản xuất, kinh doanh dở dang dài hạn",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,Đầu tư dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,Đầu tư vào các công ty con,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,Đầu tư vào công ty liên doanh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,Đầu tư dài hạn khác,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,Dự phòng giảm giá đầu tư dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,Đầu tư nắm giữ đến ngày đáo hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,Tài sản dài hạn khác,52425014.0,0.0,187185152.0,266435464.0,92298322.0,36217039.0,15521583.0,37743641.0
59,Trả trước dài hạn,52425014.0,0.0,187185152.0,266435464.0,92298322.0,36217039.0,15521583.0,37743641.0
60,Thuế thu nhập hoãn lại phải thu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,"Thiết bị, vật tư, phụ tùng thay thế dài hạn",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,Các tài sản dài hạn khác,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,NỢ PHẢI TRẢ,78697877360.0,77860709196.0,90765168436.0,87243922136.0,80295235332.0,81115852751.0,83500337475.0,85383584382.0
65,Nợ ngắn hạn,78697877360.0,77860709196.0,90765168436.0,48143035662.0,57234583748.0,81115852751.0,80500337475.0,82383584382.0
66,Phải trả người bán,6825768006.0,6066025613.0,20276450963.0,19147654403.0,7332397333.0,6409111436.0,6359111436.0,6359111436.0
67,Người mua trả tiền trước,6430189181.0,173085000.0,173085000.0,1251085000.0,2773085000.0,2813085000.0,2788085000.0,2788085000.0
68,Thuế và các khoản phải trả Nhà nước,3857188244.0,9435252178.0,8866405125.0,6488408291.0,6089159691.0,4800176126.0,3182971126.0,447685616.0
69,Phải trả người lao động,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70,Chi phí phải trả,6392357242.0,11732782696.0,15760216529.0,6184849874.0,14076495892.0,27673146362.0,32464836086.0,37472383315.0
71,Phải trả nội bộ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5000000.0
72,Phải trả về xây dựng cơ bản,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73,Doanh thu chưa thực hiện ngắn hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74,Phải trả khác,0.0,0.0,0.0,1965064.0,12155711.0,1965064.0,1965064.0,1965064.0
75,Vay ngắn hạn,55192374687.0,50453563709.0,45689010819.0,15069073030.0,26951290121.0,39418368763.0,35703368763.0,35309353951.0
76,Dự phòng các khoản phải trả ngắn hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77,"Quỹ khen thưởng, phúc lợi",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78,Quỹ bình ổn giá,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,Giao dịch mua bán lại trái phiếu chính phủ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80,Nợ dài hạn,0.0,0.0,0.0,39100886474.0,23060651584.0,0.0,3000000000.0,3000000000.0
81,Phải trả nhà cung cấp dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82,Người mua trả tiền trước dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83,Chi phí phải trả dài hạn,0.0,0.0,0.0,12863890741.0,9071372942.0,0.0,0.0,0.0
84,Phải trả nội bộ về vốn kinh doanh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85,Phải trả nội bộ dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86,Doanh thu chưa thực hiên,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87,Phải trả dài hạn khác,0.0,0.0,0.0,0.0,0.0,0.0,3000000000.0,3000000000.0
88,Vay dài hạn,0.0,0.0,0.0,26236995733.0,13989278642.0,0.0,0.0,0.0
89,Trái phiếu chuyển đổi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91,Thuế thu nhập hoãn lại phải trả,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93,Dự phòng các khoản công nợ dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
