,CHỈ TIÊU,2014,2015,2016,2017,2018,2019,2020,2021,2022
0,TỔNG TÀI SẢN,459540923256.0,609115395915.0,615237376870.0,610272186883.0,593245038424.0,600879702213.0,579863831008.0,976612415331.0,1056917551882.0
1,TÀI SẢN NGẮN HẠN,43263198348.0,158278885123.0,76559945703.0,124200810472.0,128856685582.0,149166824697.0,172575490167.0,343223419995.0,447221040571.0
2,Tiền và tương đương tiền,2780349029.0,2596627141.0,1198049677.0,1141159364.0,6716559064.0,5126341358.0,19726020423.0,93316439908.0,15812579609.0
3,Tiền,2780349029.0,2596627141.0,1198049677.0,1141159364.0,6716559064.0,5126341358.0,19726020423.0,90202549908.0,15812579609.0
4,Các khoản tương đương tiền,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3113890000.0,0.0
5,Giá trị thuần đầu tư ngắn hạn,0.0,0.0,0.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1010230000.0
6,Đầu tư ngắn hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,Dự phòng đầu tư ngắn hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,Chứng khoán đầu tư giữ đến ngày đáo hạn,0.0,0.0,0.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1000000000.0,1010230000.0
9,Các khoản phải thu,26503780349.0,145927813896.0,43542071087.0,102613813612.0,97753776413.0,112671856717.0,134465379924.0,211634262990.0,414149320806.0
10,Phải thu khách hàng,24754989572.0,127145882241.0,37413268797.0,25379372199.0,25910654731.0,19409090558.0,80800122967.0,40608448383.0,118310020093.0
11,Trả trước người bán,208930852.0,17777477924.0,4990678200.0,76394919055.0,71912126378.0,78420470813.0,34193028910.0,141713228613.0,239453952946.0
12,Phải thu nội bộ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,Phải thu về XDCB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,Phải thu về cho vay ngắn hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36900000000.0
15,Phải thu khác,1539859925.0,1004453731.0,1138124090.0,839522358.0,1622552387.0,15093852428.0,19472228047.0,29312585994.0,19485347767.0
16,Dự phòng nợ khó đòi,0.0,0.0,0.0,0.0,-1691557083.0,-251557082.0,0.0,0.0,0.0
17,Tài sản thiếu chờ xử lý,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,"Hàng tồn kho, ròng",9957960286.0,2361540990.0,16724109084.0,17807001192.0,19341659872.0,24336367715.0,16993740870.0,17819372760.0,15738219127.0
19,Hàng tồn kho,9957960286.0,2361540990.0,16724109084.0,17807001192.0,19341659872.0,24336367715.0,16993740870.0,17819372760.0,15738219127.0
20,Dự phòng giảm giá HTK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,Tài sản lưu động khác,4021108684.0,7392903096.0,15095715855.0,1638836304.0,4044690233.0,6032258907.0,390348950.0,19453344337.0,510691029.0
22,Trả trước ngắn hạn,267161430.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,Thuế VAT phải thu,3630888295.0,7269844137.0,14972656896.0,1515777345.0,3921631274.0,5909199948.0,267289991.0,19330285378.0,387632070.0
