,CHỈ TIÊU,2015,2016,2017,2018,2019,2020,2021,2022
0,TỔNG TÀI SẢN,503252066564.0,469939197172.0,396992609412.0,293151718362.0,283083540996.0,258112341184.0,229806256667.0,217232661612.0
1,TÀI SẢN NGẮN HẠN,65874787964.0,134171546308.0,94997122819.0,26826437368.0,31188014995.0,53701096801.0,33741498897.0,29351495910.0
2,Tiền và tương đương tiền,2315384463.0,2545247573.0,3376105114.0,2957926804.0,2943762907.0,1066286749.0,3095175987.0,342146320.0
3,Tiền,2315384463.0,2545247573.0,3376105114.0,2957926804.0,2943762907.0,1066286749.0,3095175987.0,342146320.0
4,Các khoản tương đương tiền,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,Giá trị thuần đầu tư ngắn hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,Đầu tư ngắn hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,Dự phòng đầu tư ngắn hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,Chứng khoán đầu tư giữ đến ngày đáo hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,Các khoản phải thu,49391087119.0,127665060174.0,73621591057.0,16763385681.0,21335330639.0,52273944732.0,30195042701.0,28433257764.0
10,Phải thu khách hàng,3646474911.0,29546425296.0,14642878896.0,5844942869.0,13572621124.0,3713128642.0,3964256682.0,6610828023.0
11,Trả trước người bán,41690133992.0,93278896835.0,55454471475.0,11552504552.0,11495699969.0,25199538451.0,15859385790.0,17188444590.0
12,Phải thu nội bộ,0.0,0.0,12690900.0,12690900.0,12690900.0,12690900.0,12690900.0,12690900.0
13,Phải thu về XDCB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,Phải thu về cho vay ngắn hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,Phải thu khác,4054478216.0,4839738043.0,3684213252.0,1014553989.0,1102135084.0,31275264280.0,21055361949.0,16635961949.0
16,Dự phòng nợ khó đòi,0.0,0.0,-172663466.0,-1661306629.0,-4847816438.0,-7926677541.0,-10696652620.0,-12014667698.0
17,Tài sản thiếu chờ xử lý,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,"Hàng tồn kho, ròng",9186091688.0,3710637327.0,17984543478.0,6762115563.0,6762115563.0,0.0,0.0,0.0
19,Hàng tồn kho,9186091688.0,3710637327.0,17984543478.0,6762115563.0,6762115563.0,6762115563.0,6762115563.0,6762115563.0
20,Dự phòng giảm giá HTK,0.0,0.0,0.0,0.0,0.0,-6762115563.0,-6762115563.0,-6762115563.0
21,Tài sản lưu động khác,4982224694.0,250601234.0,14883170.0,343009320.0,146805886.0,360865320.0,451280209.0,576091826.0
22,Trả trước ngắn hạn,0.0,0.0,0.0,0.0,0.0,0.0,90414888.0,27767121.0
23,Thuế VAT phải thu,4982224694.0,237115706.0,0.0,343009320.0,146805886.0,360865320.0,360865321.0,548324705.0
24,Phải thu thuế khác,0.0,13485528.0,14883170.0,0.0,0.0,0.0,0.0,0.0
25,Giao dịch mua bán lại trái phiếu chính phủ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,Tài sản lưu động khác,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,TÀI SẢN DÀI HẠN,437377278600.0,335767650864.0,301995486593.0,266325280994.0,251895526001.0,204411244383.0,196064757770.0,187881165702.0
28,Phải thu dài hạn,54699974677.0,54699974677.0,54597188612.0,20756536559.0,77882478612.0,47072490000.0,44847490000.0,39847490000.0
29,Phải thu khách hàng dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,Trả trước người bán dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,Vốn kinh doanh ở các đơn vị trực thuộc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,Phải thu nội bộ dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,Phải thu về cho vay dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,Phải thu dài hạn khác,54699974677.0,54699974677.0,54597188612.0,20756536559.0,77882478612.0,47247014000.0,45022014000.0,40022014000.0
35,Dự phòng phải thu dài hạn,0.0,0.0,0.0,0.0,0.0,-174524000.0,-174524000.0,-174524000.0
