,CHỈ TIÊU,2015,2016,2017,2018,2019,2020,2021,2022
0,Doanh số,44334382168.0,291243760693.0,126480028507.0,51255321282.0,18581918069.0,6613216137.0,17139384473.0,7781007244.0
1,Các khoản giảm trừ,-7445454545.0,0.0,0.0,0.0,-60000000.0,0.0,0.0,0.0
2,Doanh số thuần,36888927623.0,291243760693.0,126480028507.0,51255321282.0,18521918069.0,6613216137.0,17139384473.0,7781007244.0
3,Giá vốn hàng bán,-23365452694.0,-256458778460.0,-99097273804.0,-45947010839.0,-20576669570.0,-7325671528.0,-17266976033.0,-6667233356.0
4,Lãi gộp,13523474929.0,34784982233.0,27382754703.0,5308310443.0,-2054751501.0,-712455391.0,-127591560.0,1113773888.0
5,Thu nhập tài chính,20182419.0,3006827.0,1906636.0,454992.0,566788.0,121551.0,82598.0,74891.0
6,Chi phí tài chính,-14402578.0,-1487347370.0,-11043154691.0,-6338618588.0,-1658603126.0,-6550905382.0,-4585221681.0,-4063961206.0
7,Trong đó: Chi phí lãi vay,-14402578.0,-1171122370.0,-11043154691.0,-6338618588.0,-1658603126.0,-6545610461.0,-4585221681.0,-4063961206.0
8,Lãi/(lỗ) từ công ty liên doanh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,Chi phí bán hàng,0.0,-10067343947.0,-4621453877.0,0.0,0.0,0.0,0.0,0.0
10,Chi phí quản lý doanh  nghiệp,-3625885702.0,-6226813330.0,-8291635913.0,-8708088894.0,-7900509560.0,-4172505652.0,-7818094838.0,-7792402894.0
11,Lãi/(lỗ) từ hoạt động kinh doanh,9903369068.0,17006484413.0,3428416858.0,-9737942047.0,-11613297399.0,-11435744874.0,-12530825481.0,-10742515321.0
12,Thu nhập khác,40002.0,227409108.0,407324923.0,1363139665.0,119695119.0,119531133.0,2409017223.0,440.0
13,Chi phí khác,-882491224.0,-1140097523.0,-433899866.0,-15380100289.0,-1122633599.0,-1813878565.0,-837001888.0,-1075353302.0
14,"Thu nhập khác, ròng",-882451222.0,-912688415.0,-26574943.0,-14016960624.0,-1002938480.0,-1694347432.0,1572015335.0,-1075352862.0
16,Lãi/(lỗ) ròng trước thuế,9020917846.0,16093795998.0,3401841915.0,-23754902671.0,-12616235879.0,-13130092306.0,-10958810146.0,-11817868183.0
17,Thuế thu nhập doanh nghiệp – hiện thời,-2371875282.0,-3219106440.0,-830549663.0,0.0,-1272323734.0,0.0,0.0,0.0
18,Thuế thu nhập doanh nghiệp – hoãn lại,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,Chi phí thuế thu nhập doanh nghiệp,-2371875282.0,-3219106440.0,-830549663.0,0.0,-1272323734.0,0.0,0.0,0.0
20,Lãi/(lỗ) thuần sau thuế,6649042564.0,12874689558.0,2571292252.0,-23754902671.0,-13888559613.0,-13130092306.0,-10958810146.0,-11817868183.0
21,Lợi ích của cổ đông thiểu số,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,Lợi nhuận của Cổ đông của Công ty mẹ,6649042564.0,12874689558.0,2571292252.0,-23754902671.0,-13888559613.0,-13130092306.0,-10958810146.0,-11817868183.0
23,Lãi cơ bản trên cổ phiếu,920.65,679.56,128.56,-1187.75,0.0,-656.5,-548.0,0.0
24,Lãi trên cổ phiếu pha loãng,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
