,Unnamed: 0,2016,2017,2018,2019,2020,2021,2022
0,Lưu chuyển tiền thuần từ các hoạt động sản xuất kinh doanh,-212597296304.0,-7850632345.0,-19507565460.0,-4795147473.0,-272393529574.0,-562805723247.0,-63019904281.0
21,Lưu chuyển tiền tệ ròng từ hoạt động đầu tư,-4646617231.0,-644001649.0,17412648354.0,28921567156.0,16892559186.0,21487831260.0,358759344.0
22,Tiền mua tài sản cố định và các tài sản dài hạn khác,-4950013400.0,-841197326.0,0.0,0.0,-65000000.0,-51923097100.0,0.0
23,Tiền thu được từ thanh lý tài sản cố định,150000000.0,105000000.0,0.0,0.0,0.0,73388709700.0,246078833.0
24,Tiền cho vay hoặc mua công cụ nợ,0.0,0.0,-5539484645.0,0.0,0.0,0.0,0.0
25,Tiền thu từ cho vay hoặc thu từ phát hành công cụ nợ,0.0,0.0,0.0,0.0,9539484645.0,0.0,0.0
26,Đầu tư vào các doanh nghiệp khác,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,Tiền thu từ việc bán các khoản đầu tư vào các doanh nghiệp khác,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,Cổ tức và tiền lãi nhận được,153396169.0,92195677.0,22952132999.0,28921567156.0,7418074541.0,22218660.0,112680511.0
29,Lưu chuyển tiền tệ từ hoạt động tài chính,217017086150.0,8680395800.0,1994907700.0,-23149859000.0,256265839250.0,541906177375.0,63085417000.0
30,Tiền thu từ phát hành cổ phiếu và vốn góp,200000000000.0,0.0,0.0,0.0,0.0,468161397000.0,0.0
31,"Chi trả cho việc mua lại, trả lại cổ phiếu",0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,Tiền thu được các khoản đi vay,328247520000.0,356239175732.0,393244973900.0,370035930260.0,594520375923.0,969500451000.0,1129489510167.0
33,Tiển trả các khoản đi vay,-311230433850.0,-347558779932.0,-391250066200.0,-393185789260.0,-323883464173.0,-855802398750.0,-1066404093167.0
34,Tiền thanh toán vốn gốc đi thuê tài chính,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,Cổ tức đã trả,0.0,0.0,0.0,0.0,-14371072500.0,-39953271875.0,0.0
37,Lưu chuyển tiền thuần trong kỳ,-226827385.0,185761806.0,-100009406.0,976560683.0,764868862.0,588285388.0,424272063.0
38,Tiền và tương đương tiền đầu kỳ,954979346.0,728157844.0,913919650.0,813907244.0,1790467927.0,2555336789.0,3143094202.0
39,Ảnh hưởng của chênh lệch tỷ giá,5883.0,0.0,0.0,0.0,0.0,-527975.0,231000.0
40,Tiền và tương đương tiền cuối kỳ,728157844.0,913919650.0,813910244.0,1790467927.0,2555336789.0,3143094202.0,3567597265.0
