,CHỈ TIÊU,2016,2017,2018,2019,2020,2021,2022
0,Doanh số,451094167453.0,563967836152.0,472413878399.0,790964126368.0,1103996073104.0,1198699189061.0,1605396430616.0
1,Các khoản giảm trừ,-25125000.0,0.0,0.0,-395700000.0,-32642447.0,-47120000.0,-60000000.0
2,Doanh số thuần,451069042453.0,563967836152.0,472413878399.0,790568426368.0,1103963430657.0,1198652069061.0,1605336430616.0
3,Giá vốn hàng bán,-411941988846.0,-530066465308.0,-446385966315.0,-736784556224.0,-1019980066851.0,-1140220607026.0,-1517558244667.0
4,Lãi gộp,39127053607.0,33901370844.0,26027912084.0,53783870144.0,83983363806.0,58431462035.0,87778185949.0
5,Thu nhập tài chính,4957015743.0,27699190277.0,39434644913.0,15528982093.0,339707902.0,72853683993.0,12275233468.0
6,Chi phí tài chính,-6724547143.0,-8861744342.0,-9713972951.0,-10381145211.0,-8135932745.0,-33498921727.0,-44263638100.0
7,Trong đó: Chi phí lãi vay,-6723151595.0,-8696885342.0,-9524674284.0,-10200186961.0,-8135932745.0,-33363592601.0,0.0
8,Lãi/(lỗ) từ công ty liên doanh,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,Chi phí bán hàng,-7573207235.0,-9097182595.0,-10959634569.0,-8923699991.0,-8044270063.0,-6787143285.0,-6051108067.0
10,Chi phí quản lý doanh  nghiệp,-9397128383.0,-7420244620.0,-7373605002.0,-6854253251.0,-9014558649.0,-8972183476.0,-10171947947.0
11,Lãi/(lỗ) từ hoạt động kinh doanh,20389186589.0,36221389564.0,37415344475.0,43153753784.0,59128310251.0,82026897540.0,39566725303.0
12,Thu nhập khác,378750856.0,1251138785.0,463909391.0,447402377.0,1522132638.0,1660019192.0,677964967.0
13,Chi phí khác,-82549818.0,-959819026.0,-487700346.0,-1272599935.0,-503722134.0,-1698162837.0,-1111716632.0
14,"Thu nhập khác, ròng",296201038.0,291319759.0,-23790955.0,-825197558.0,1018410504.0,-38143645.0,-433751665.0
16,Lãi/(lỗ) ròng trước thuế,20685387627.0,36512709323.0,37391553520.0,42328556226.0,60146720755.0,81988753895.0,39132973638.0
17,Thuế thu nhập doanh nghiệp – hiện thời,-4293320564.0,-7407919305.0,-7817085816.0,-9307378692.0,-12237053281.0,-16636808275.0,-11855743021.0
18,Thuế thu nhập doanh nghiệp – hoãn lại,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,Chi phí thuế thu nhập doanh nghiệp,-4293320564.0,-7407919305.0,-7817085816.0,-9307378692.0,-12237053281.0,-16636808275.0,-11855743021.0
20,Lãi/(lỗ) thuần sau thuế,16392067063.0,29104790018.0,29574467704.0,33021177534.0,47909667474.0,65351945620.0,27277230617.0
21,Lợi ích của cổ đông thiểu số,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,Lợi nhuận của Cổ đông của Công ty mẹ,16392067063.0,29104790018.0,29574467704.0,33021177534.0,47909667474.0,65351945620.0,27277230617.0
23,Lãi cơ bản trên cổ phiếu,717.0,1011.0,1027.0,1147.0,1280.0,788.0,0.0
24,Lãi trên cổ phiếu pha loãng,0.0,0.0,0.0,0.0,599.0,788.0,0.0
