,CHỈ TIÊU,2016,2017,2018,2019,2020,2021,2022
0,TỔNG TÀI SẢN,471381290847.0,535152262001.0,580656601836.0,663350291172.0,1170095773785.0,1592951748069.0,1673163322411.0
1,TÀI SẢN NGẮN HẠN,183628163233.0,248638016027.0,294821213615.0,356740265139.0,864484779287.0,1282110103493.0,1360851487276.0
2,Tiền và tương đương tiền,728157844.0,913919650.0,813907244.0,1790467927.0,2555336789.0,3143094202.0,3567597265.0
3,Tiền,728157844.0,913919650.0,813907244.0,1790467927.0,2555336789.0,3143094202.0,3567597265.0
4,Các khoản tương đương tiền,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,Giá trị thuần đầu tư ngắn hạn,0.0,0.0,0.0,0.0,0.0,340200000000.0,340200000000.0
6,Đầu tư ngắn hạn,0.0,0.0,0.0,0.0,0.0,340200000000.0,340200000000.0
7,Dự phòng đầu tư ngắn hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,Chứng khoán đầu tư giữ đến ngày đáo hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,Các khoản phải thu,152872540667.0,200127911062.0,280742509982.0,332267028318.0,855987302605.0,917672393436.0,1011291895696.0
10,Phải thu khách hàng,103021348490.0,143687647331.0,137861105023.0,277890925477.0,826811965261.0,882242711216.0,970283452796.0
11,Trả trước người bán,11249082456.0,6522667134.0,54878630153.0,23465137659.0,18579175360.0,24856769260.0,18955891420.0
12,Phải thu nội bộ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,Phải thu về XDCB,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,Phải thu về cho vay ngắn hạn,4000000000.0,4000000000.0,9539484645.0,9539484645.0,0.0,0.0,0.0
15,Phải thu khác,43234536599.0,54655482069.0,87189224514.0,30872082744.0,18989181452.0,18655541713.0,32557762152.0
16,Dự phòng nợ khó đòi,-9447921966.0,-9553380560.0,-9545680560.0,-9519483760.0,-8416013760.0,-8143163775.0,-10570395925.0
17,Tài sản thiếu chờ xử lý,815495088.0,815495088.0,819746207.0,18881553.0,22994292.0,60535022.0,65185253.0
18,"Hàng tồn kho, ròng",29015357426.0,46468730403.0,9142268412.0,19813768956.0,5245755627.0,20203291172.0,5164184230.0
19,Hàng tồn kho,29015357426.0,46468730403.0,9142268412.0,19813768956.0,5691889027.0,20239253941.0,5164184230.0
20,Dự phòng giảm giá HTK,0.0,0.0,0.0,0.0,-446133400.0,-35962769.0,0.0
21,Tài sản lưu động khác,1012107296.0,1127454912.0,4122527977.0,2868999938.0,696384266.0,891324683.0,627810085.0
22,Trả trước ngắn hạn,285375035.0,807620461.0,3802693526.0,2479754994.0,376549815.0,359316042.0,146079176.0
23,Thuế VAT phải thu,726732261.0,319834451.0,319834451.0,389244944.0,319834451.0,532008641.0,481730909.0
24,Phải thu thuế khác,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,Giao dịch mua bán lại trái phiếu chính phủ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,Tài sản lưu động khác,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,TÀI SẢN DÀI HẠN,287753127614.0,286514245974.0,285835388221.0,306610026033.0,305610994498.0,310841644576.0,312311835135.0
28,Phải thu dài hạn,199880680000.0,199880680000.0,199880680000.0,221400000000.0,221400000000.0,221400000000.0,221400000000.0
29,Phải thu khách hàng dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,Trả trước người bán dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,Vốn kinh doanh ở các đơn vị trực thuộc,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,Phải thu nội bộ dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,Phải thu về cho vay dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,Phải thu dài hạn khác,199880680000.0,199880680000.0,199880680000.0,221400000000.0,221400000000.0,221400000000.0,221400000000.0
35,Dự phòng phải thu dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,Tài sản cố định,18204550079.0,17021496258.0,16201297647.0,16310403740.0,15264673504.0,13009863399.0,14807730468.0
37,GTCL TSCĐ hữu hình,8527726943.0,7482569268.0,6568037280.0,6971049634.0,6219232817.0,4258336232.0,6350116723.0
38,Nguyên giá TSCĐ hữu hình,13632893971.0,13017650799.0,13017650799.0,14247650799.0,14312650799.0,11935099581.0,13737423187.0
39,Khấu hao lũy kế TSCĐ hữu hình,-5105167028.0,-5535081531.0,-6449613519.0,-7276601165.0,-8093417982.0,-7676763349.0,-7387306464.0
40,GTCL Tài sản thuê tài chính,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,Nguyên giá tài sản thuê tài chính,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,Khấu hao lũy kế tài sản thuê tài chính,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,GTCL tài sản cố định vô hình,9676823136.0,9538926990.0,9633260367.0,9339354106.0,9045440687.0,8751527167.0,8457613745.0
44,Nguyên giá TSCĐ vô hình,11282950679.0,11432450505.0,11811046164.0,11811046164.0,11811046164.0,11811046164.0,11811046164.0
45,Khấu hao lũy kế TSCĐ vô hình,-1606127543.0,-1893523515.0,-2177785797.0,-2471692058.0,-2765605477.0,-3059518997.0,-3353432419.0
46,Bất động sản đầu tư,0.0,0.0,0.0,0.0,0.0,7637000000.0,7637000000.0
47,Nguyên giá tài sản đầu tư,0.0,0.0,0.0,0.0,0.0,7637000000.0,7637000000.0
48,Khấu hao lũy kế tài sản đầu tư,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,Tài sản dở dang dài hạn,1230000000.0,1230000000.0,1230000000.0,0.0,0.0,0.0,0.0
50,"Chi phí sản xuất, kinh doanh dở dang dài hạn",0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,Đầu tư dài hạn,68000000000.0,68000000000.0,68000000000.0,68000000000.0,68000000000.0,68000000000.0,68000000000.0
53,Đầu tư vào các công ty con,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,Đầu tư vào công ty liên doanh,0.0,0.0,0.0,0.0,68000000000.0,0.0,0.0
55,Đầu tư dài hạn khác,68000000000.0,68000000000.0,68000000000.0,68000000000.0,0.0,68000000000.0,68000000000.0
56,Dự phòng giảm giá đầu tư dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,Đầu tư nắm giữ đến ngày đáo hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,Tài sản dài hạn khác,437897535.0,382069716.0,523410574.0,899622293.0,946320994.0,794781177.0,467104667.0
59,Trả trước dài hạn,437897535.0,382069716.0,523410574.0,899622293.0,946320994.0,794781177.0,467104667.0
60,Thuế thu nhập hoãn lại phải thu,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,"Thiết bị, vật tư, phụ tùng thay thế dài hạn",0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,Các tài sản dài hạn khác,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,NỢ PHẢI TRẢ,159692398578.0,194358579715.0,210288451846.0,259922636372.0,734809510387.0,666547625424.0,722749566430.0
65,Nợ ngắn hạn,158125727578.0,192871896715.0,209281756846.0,259395929372.0,734517010387.0,666155125424.0,722452066430.0
66,Phải trả người bán,43270708151.0,72158568088.0,60624090355.0,158059843392.0,358201385381.0,158124994084.0,144745031370.0
67,Người mua trả tiền trước,3856086000.0,818900500.0,37530000.0,544759930.0,96778900.0,13186672000.0,1397304652.0
68,Thuế và các khoản phải trả Nhà nước,7690254206.0,9503942006.0,13915082391.0,9966176733.0,14692751703.0,16770921055.0,26557585286.0
69,Phải trả người lao động,360720500.0,786485183.0,845400308.0,880270071.0,813774020.0,364963624.0,311718315.0
70,Chi phí phải trả,953045778.0,1358097310.0,1765347185.0,1009640017.0,361373351.0,1036428778.0,470411681.0
