,CHỈ TIÊU,2013,2014,2015,2016,2017,2018,2019,2020,2021
0,TỔNG TÀI SẢN,1422226035512.0,1837915481285.0,2111842474007.0,1657662704531.0,682959863540.0,515967175256.0,412382296251.0,346324795278.0,298634135387.0
1,TÀI SẢN NGẮN HẠN,1355949221984.0,1776355227527.0,1973655329384.0,1460748535872.0,550022486486.0,347196912212.0,246823116431.0,187414482078.0,144531751836.0
2,Tiền và tương đương tiền,51095450066.0,68979173415.0,131620716992.0,154341422182.0,29714431572.0,115239484481.0,128294186702.0,67474877224.0,34885743740.0
3,Tiền,50933294066.0,66917017415.0,71539560992.0,105481422182.0,29514431572.0,60039484481.0,18631044659.0,7635838869.0,6622534626.0
4,Các khoản tương đương tiền,162156000.0,2062156000.0,60081156000.0,48860000000.0,200000000.0,55200000000.0,109663142043.0,59839038355.0,28263209114.0
5,Giá trị thuần đầu tư ngắn hạn,0.0,0.0,47003190.0,4906041400.0,7105440400.0,224126400.0,10218101500.0,316693600.0,116693600.0
6,Đầu tư ngắn hạn,0.0,0.0,107240000.0,107240000.0,112373600.0,116693600.0,116693600.0,116693600.0,116693600.0
7,Dự phòng đầu tư ngắn hạn,0.0,0.0,-60236810.0,-72974600.0,-38709200.0,-54723200.0,-60748100.0,0.0,0.0
8,Chứng khoán đầu tư giữ đến ngày đáo hạn,0.0,0.0,0.0,4871776000.0,7031776000.0,162156000.0,10162156000.0,200000000.0,0.0
9,Các khoản phải thu,201297266578.0,149407835847.0,165524046811.0,198597523825.0,144989490058.0,117837476777.0,58887455581.0,71378887249.0,50277923939.0
10,Phải thu khách hàng,74522897875.0,86010901663.0,69565051767.0,87787189287.0,73787677285.0,111819935542.0,54804850063.0,69256342589.0,44770709300.0
11,Trả trước người bán,6853301628.0,31050456262.0,4640228653.0,45745126408.0,8218042173.0,2703078922.0,1829228131.0,1814747152.0,5290243719.0
12,Phải thu nội bộ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,Phải thu về XDCB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,Phải thu về cho vay ngắn hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,Phải thu khác,128133058350.0,41006417413.0,99731276570.0,70118180001.0,65877129227.0,7597446034.0,4284136307.0,1656173616.0,1565347028.0
16,Dự phòng nợ khó đòi,-8211991275.0,-8659939491.0,-8659939491.0,-5052971871.0,-2893358627.0,-4282983721.0,-2030758920.0,-1348376108.0,-1348376108.0
17,Tài sản thiếu chờ xử lý,0.0,0.0,247429312.0,0.0,0.0,0.0,0.0,0.0,0.0
18,"Hàng tồn kho, ròng",1048814824615.0,1482376426740.0,1622856559296.0,1080976306998.0,365456268823.0,113817938013.0,49345426672.0,47828053726.0,59135526892.0
19,Hàng tồn kho,1048814824615.0,1482376426740.0,1622856559296.0,1080976306998.0,365456268823.0,113817938013.0,49345426672.0,47828053726.0,59135526892.0
20,Dự phòng giảm giá HTK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,Tài sản lưu động khác,54741680725.0,75591791525.0,53607003095.0,21927241467.0,2756855633.0,77886541.0,77945976.0,415970279.0,115863665.0
22,Trả trước ngắn hạn,39577481346.0,55165134814.0,51275009588.0,20525114039.0,553454664.0,57610457.0,16989669.0,64673945.0,109911321.0
23,Thuế VAT phải thu,14055595352.0,12024318056.0,384010967.0,1396123749.0,2203250948.0,20276084.0,60956307.0,351296334.0,5952344.0
24,Phải thu thuế khác,3378538.0,7322342111.0,1947982540.0,6003679.0,150021.0,0.0,0.0,0.0,0.0
25,Giao dịch mua bán lại trái phiếu chính phủ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,Tài sản lưu động khác,1105225489.0,1079996544.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,TÀI SẢN DÀI HẠN,66276813528.0,61560253758.0,138187144623.0,196914168659.0,132937377054.0,168770263044.0,165559179820.0,158910313200.0,154102383551.0
28,Phải thu dài hạn,0.0,0.0,74030758148.0,95892320522.0,37762135143.0,0.0,0.0,0.0,0.0
29,Phải thu khách hàng dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,Trả trước người bán dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,Vốn kinh doanh ở các đơn vị trực thuộc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,Phải thu nội bộ dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,Phải thu về cho vay dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,Phải thu dài hạn khác,0.0,0.0,74030758148.0,95892320522.0,37762135143.0,0.0,0.0,0.0,0.0
35,Dự phòng phải thu dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,Tài sản cố định,65157003823.0,60937346242.0,62217004068.0,96933969254.0,92951062748.0,97880151450.0,84202208293.0,80145170086.0,77176408643.0
37,GTCL TSCĐ hữu hình,51341843905.0,47490682744.0,49138836990.0,75618511580.0,72004101494.0,67606752733.0,63992239879.0,60303698092.0,57703433069.0
38,Nguyên giá TSCĐ hữu hình,91295616238.0,91408761423.0,92960697004.0,125050133914.0,121300886169.0,117281834214.0,112595772208.0,110540575844.0,108015535760.0
39,Khấu hao lũy kế TSCĐ hữu hình,-39953772333.0,-43918078679.0,-43821860014.0,-49431622334.0,-49296784675.0,-49675081481.0,-48603532329.0,-50236877752.0,-50312102691.0
40,GTCL Tài sản thuê tài chính,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,Nguyên giá tài sản thuê tài chính,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,Khấu hao lũy kế tài sản thuê tài chính,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,GTCL tài sản cố định vô hình,13815159918.0,13446663498.0,13078167078.0,21315457674.0,20946961254.0,30273398717.0,20209968414.0,19841471994.0,19472975574.0
44,Nguyên giá TSCĐ vô hình,16219678613.0,16179678613.0,16179678613.0,24785465629.0,24785465629.0,34480399512.0,24785465629.0,24785465629.0,24785465629.0
45,Khấu hao lũy kế TSCĐ vô hình,-2404518695.0,-2733015115.0,-3101511535.0,-3470007955.0,-3838504375.0,-4207000795.0,-4575497215.0,-4943993635.0,-5312490055.0
46,Bất động sản đầu tư,0.0,0.0,0.0,0.0,0.0,70325788582.0,80252545598.0,78440409050.0,76628272502.0
47,Nguyên giá tài sản đầu tư,0.0,0.0,0.0,0.0,0.0,71882635426.0,83606458334.0,83606458334.0,83606458334.0
48,Khấu hao lũy kế tài sản đầu tư,0.0,0.0,0.0,0.0,0.0,-1556846844.0,-3353912736.0,-5166049284.0,-6978185832.0
49,Tài sản dở dang dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,767801036.0,0.0,0.0
50,"Chi phí sản xuất, kinh doanh dở dang dài hạn",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,Xây dựng cơ bản dở dang,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,Đầu tư dài hạn,47271980.0,56392200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,Đầu tư vào các công ty con,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,Đầu tư vào công ty liên doanh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,Đầu tư dài hạn khác,102370000.0,102370000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
