,CHỈ TIÊU,2013,2014,2015,2016,2017,2018,2019,2020,2021
0,Doanh số,292870600078.0,294902793851.0,405513346001.0,1025448549757.0,1234661637683.0,432202340956.0,179699879795.0,118879790208.0,56084000293.0
1,Các khoản giảm trừ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,Doanh số thuần,292870600078.0,294902793851.0,405513346001.0,1025448549757.0,1234661637683.0,432202340956.0,179699879795.0,118879790208.0,56084000293.0
3,Giá vốn hàng bán,-262777513055.0,-266576028420.0,-313701997231.0,-792620303398.0,-960524270716.0,-359643593076.0,-147093326292.0,-98214826053.0,-41543303249.0
4,Lãi gộp,30093087023.0,28326765431.0,91811348770.0,232828246359.0,274137366967.0,72558747880.0,32606553503.0,20664964155.0,14540697044.0
5,Thu nhập tài chính,154018534.0,351615478.0,943910422.0,2021026068.0,319744232.0,1432346607.0,6052006537.0,4447543923.0,1707917808.0
6,Chi phí tài chính,-77926959.0,-56896657.0,-101620274.0,-2424878128.0,-444641853.0,-165322291.0,-6024900.0,60736630.0,-38988.0
7,Trong đó: Chi phí lãi vay,0.0,0.0,-77480158.0,-2246734345.0,-478907253.0,-149308291.0,0.0,0.0,0.0
8,Lãi/(lỗ) từ công ty liên doanh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,Chi phí bán hàng,-534649999.0,-366424546.0,-7011200405.0,-19323410792.0,-19593927198.0,-322576725.0,-2740586603.0,0.0,0.0
10,Chi phí quản lý doanh  nghiệp,-9257659582.0,-8399872394.0,-9490532137.0,-12905941730.0,-12087901587.0,-11070051749.0,-8778906379.0,-9514132505.0,-5887541733.0
11,Lãi/(lỗ) từ hoạt động kinh doanh,20376869017.0,19855187312.0,76151906376.0,200195041777.0,242330640561.0,62433143722.0,27133042158.0,15659112203.0,10361034131.0
12,Thu nhập khác,2125421457.0,1358735352.0,2616865794.0,4293467020.0,6351420942.0,5415932348.0,3314426520.0,1930201760.0,1918680386.0
13,Chi phí khác,-974165815.0,-601668926.0,-2286754222.0,-4049102052.0,-2044313786.0,-2355857224.0,-645976661.0,-701249612.0,-455133082.0
14,"Thu nhập khác, ròng",1151255642.0,757066426.0,330111572.0,244364968.0,4307107156.0,3060075124.0,2668449859.0,1228952148.0,1463547304.0
15,Lãi/(lỗ) từ công ty liên doanh  (từ năm 2015),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,Lãi/(lỗ) ròng trước thuế,21528124659.0,20612253738.0,76482017948.0,200439406745.0,246637747717.0,65493218846.0,29801492017.0,16888064351.0,11824581435.0
17,Thuế thu nhập doanh nghiệp – hiện thời,-5857897782.0,-4617744196.0,-17829244580.0,-40241923068.0,-49753372354.0,-13338350198.0,-6020015835.0,-2474170638.0,-1705627503.0
18,Thuế thu nhập doanh nghiệp – hoãn lại,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,Chi phí thuế thu nhập doanh nghiệp,-5857897782.0,-4617744196.0,-17829244580.0,-40241923068.0,-49753372354.0,-13338350198.0,-6020015835.0,-2474170638.0,-1705627503.0
20,Lãi/(lỗ) thuần sau thuế,15670226877.0,15994509542.0,58652773368.0,160197483677.0,196884375363.0,52154868648.0,23781476182.0,14413893713.0,10118953932.0
21,Lợi ích của cổ đông thiểu số,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,Lợi nhuận của Cổ đông của Công ty mẹ,15670226877.0,15994509542.0,58652773368.0,160197483677.0,196884375363.0,52154868648.0,23781476182.0,14413893713.0,10118953932.0
23,Lãi cơ bản trên cổ phiếu,4124.0,4209.0,15435.0,42157.0,14236.0,4540.0,3023.0,2577.0,2277.0
24,Lãi trên cổ phiếu pha loãng,0.0,0.0,0.0,0.0,14236.0,4540.0,3023.0,2577.0,2277.0
