,CHỈ TIÊU,2015,2016,2017,2018,2019,2020,2021,2022
0,Doanh số,41333618308.0,40988904885.0,41182495128.0,39793499926.0,40419945865.0,39479748057.0,40118425459.0,35942845008.0
1,Các khoản giảm trừ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,Doanh số thuần,41333618308.0,40988904885.0,41182495128.0,39793499926.0,40419945865.0,39479748057.0,40118425459.0,35942845008.0
3,Giá vốn hàng bán,-4754479878.0,-4971861692.0,-4601945412.0,-4597796374.0,-4832826930.0,-4744692221.0,-4823714323.0,-4377509008.0
4,Lãi gộp,36579138430.0,36017043193.0,36580549716.0,35195703552.0,35587118935.0,34735055836.0,35294711136.0,31565336000.0
5,Thu nhập tài chính,2413638258.0,3251840916.0,3496232055.0,4197104703.0,5334106219.0,7267859442.0,6522661199.0,7046696375.0
6,Chi phí tài chính,-34049655.0,-156960000.0,-7974041.0,0.0,-3787808.0,-262267500.0,0.0,-28106788.0
7,Trong đó: Chi phí lãi vay,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,Lãi/(lỗ) từ công ty liên doanh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,Chi phí bán hàng,-1633637761.0,-1717824606.0,-1436641162.0,-1346513153.0,-1436534729.0,-1084793435.0,-849867421.0,-1705064362.0
10,Chi phí quản lý doanh  nghiệp,-11797457594.0,-11824900495.0,-13384639295.0,-13563243281.0,-14220776593.0,-14188585548.0,-13037304396.0,-13600914720.0
11,Lãi/(lỗ) từ hoạt động kinh doanh,25527631678.0,25569199008.0,25247527273.0,24483051821.0,25260126024.0,26467268795.0,27930200518.0,23277946505.0
12,Thu nhập khác,8020000.0,23710264.0,10560000.0,12951911.0,1570000.0,35000000.0,168295253.0,26624860.0
13,Chi phí khác,-897829280.0,-1269410317.0,-1296381075.0,-1322389073.0,-835010674.0,-851183618.0,-891172800.0,-651379329.0
14,"Thu nhập khác, ròng",-889809280.0,-1245700053.0,-1285821075.0,-1309437162.0,-833440674.0,-816183618.0,-722877547.0,-624754469.0
16,Lãi/(lỗ) ròng trước thuế,24637822398.0,24323498955.0,23961706198.0,23173614659.0,24426685350.0,25651085177.0,27207322971.0,22653192036.0
17,Thuế thu nhập doanh nghiệp – hiện thời,-5510799399.0,-4985291699.0,-5027845571.0,-4833009628.0,-5021109792.0,-3703397140.0,-3912451777.0,-5066928164.0
18,Thuế thu nhập doanh nghiệp – hoãn lại,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,Chi phí thuế thu nhập doanh nghiệp,-5510799399.0,-4985291699.0,-5027845571.0,-4833009628.0,-5021109792.0,-3703397140.0,-3912451777.0,-5066928164.0
20,Lãi/(lỗ) thuần sau thuế,19127022999.0,19338207256.0,18933860627.0,18340605031.0,19405575558.0,21947688037.0,23294871194.0,17586263872.0
21,Lợi ích của cổ đông thiểu số,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,Lợi nhuận của Cổ đông của Công ty mẹ,19127022999.0,19338207256.0,18933860627.0,18340605031.0,19405575558.0,21947688037.0,23294871194.0,17586263872.0
23,Lãi cơ bản trên cổ phiếu,3018.0,3051.0,2987.0,2894.0,3062.0,33463.0,3.0,2447.0
24,Lãi trên cổ phiếu pha loãng,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
