,Unnamed: 0,2015,2016,2017,2018,2019,2020,2021,2022
0,Lưu chuyển tiền thuần từ các hoạt động sản xuất kinh doanh,15030440140.0,18248974200.0,19401956659.0,14742934913.0,17917270553.0,13032470726.0,15628868290.0,14004049614.0
1,Lãi/lỗ trước những thay đổi vốn lưu động,24478763996.0,23661733799.0,22944814147.0,21426779199.0,21567373811.0,21120409199.0,23128982596.0,17838118476.0
2,Lãi trước thuế,24637822398.0,24323498955.0,23961706198.0,23173614659.0,24426685350.0,25651085177.0,27207322971.0,22653192036.0
3,Khấu hao TSCĐ,2254579856.0,2433115760.0,2471365963.0,2463188688.0,2471006872.0,2474915964.0,2444320824.0,2231622815.0
4,Phân bổ lợi thế thương mại,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,Chi phí dự phòng,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,Lãi/(lỗ) chênh lệch tỷ giá chưa thực hiện,-157153081.0,-433707946.0,7974041.0,-75377822.0,3787808.0,262267500.0,0.0,0.0
8,Lãi/(lỗ) từ hoạt động đầu tư,-2256485177.0,-2661172970.0,-3496232055.0,-4134646326.0,-5334106219.0,0.0,-6522661199.0,-7046696375.0
9,Chi phí lãi vay,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,Các khoản điều chỉnh khác,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,(Tăng)/giảm các khoản phải thu,1919932203.0,3592484369.0,3393323116.0,146388346.0,-1095313924.0,-33666788.0,-175694497.0,15646049.0
13,(Tăng)/giảm hàng tồn kho,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,Tăng/(giảm) các khoản phải trả,-2711075022.0,-435114353.0,66107160.0,1631827659.0,3947335469.0,-1253996971.0,-1822868686.0,3951144780.0
15,( Tăng)/giảm chi phí trả trước,-307275060.0,135716744.0,673579167.0,-218494761.0,-34789834.0,518011942.0,195858413.0,-262269056.0
16,(Tăng)/giảm chứng khoán kinh doanh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,Chi phí lãi vay đã trả,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,Thuế thu nhập doanh nghiệp đã trả,-6073012112.0,-6034098163.0,-4163295489.0,-5799523100.0,-3789797321.0,-5410477952.0,-3289761109.0,-4536099495.0
19,Tiền thu khác từ các hoạt động kinh doanh,0.0,324346137.0,941825341.0,106890214.0,0.0,0.0,0.0,0.0
20,Tiền chi khác từ các hoạt động kinh doanh,-2276893865.0,-2996094333.0,-4454396783.0,-2550932644.0,-2677537648.0,-1907808704.0,-2407648427.0,-3002491140.0
21,Lưu chuyển tiền tệ ròng từ hoạt động đầu tư,1656485177.0,1786038425.0,3496232055.0,-8865353674.0,-70601075599.0,-3983140558.0,7202711543.0,406703053.0
22,Tiền mua tài sản cố định và các tài sản dài hạn khác,0.0,-1475134545.0,0.0,0.0,-35181818.0,0.0,0.0,0.0
23,Tiền thu được từ thanh lý tài sản cố định,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,Tiền cho vay hoặc mua công cụ nợ,-600000000.0,0.0,0.0,-62000000000.0,-147900000000.0,-187551000000.0,-183306027397.0,-100573495735.0
25,Tiền thu từ cho vay hoặc thu từ phát hành công cụ nợ,0.0,600000000.0,0.0,49000000000.0,72000000000.0,176300000000.0,184451000000.0,92006027397.0
26,Đầu tư vào các doanh nghiệp khác,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,Tiền thu từ việc bán các khoản đầu tư vào các doanh nghiệp khác,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,Cổ tức và tiền lãi nhận được,2256485177.0,2661172970.0,3496232055.0,4134646326.0,5334106219.0,7267859442.0,6057738940.0,8974171391.0
29,Lưu chuyển tiền tệ từ hoạt động tài chính,-13944480000.0,-12676800000.0,-8873760000.0,-15448662500.0,-15450754172.0,-15984209800.0,-18999525000.0,-18394232500.0
30,Tiền thu từ phát hành cổ phiếu và vốn góp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,"Chi trả cho việc mua lại, trả lại cổ phiếu",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,Tiền thu được các khoản đi vay,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,Tiển trả các khoản đi vay,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,Tiền thanh toán vốn gốc đi thuê tài chính,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,Cổ tức đã trả,-13944480000.0,-12676800000.0,-8873760000.0,-15448662500.0,-15450754172.0,-15984209800.0,-18999525000.0,-18394232500.0
37,Lưu chuyển tiền thuần trong kỳ,2742445317.0,7358212625.0,14024428714.0,-9571081261.0,-68134559218.0,-6934879632.0,3832054833.0,-3983479833.0
38,Tiền và tương đương tiền đầu kỳ,63678612402.0,66578210800.0,74137485234.0,88153939907.0,78658236468.0,10519889442.0,3585009810.0,7417064643.0
39,Ảnh hưởng của chênh lệch tỷ giá,157153081.0,201061809.0,-7974041.0,75377822.0,-3787808.0,0.0,0.0,0.0
40,Tiền và tương đương tiền cuối kỳ,66578210800.0,74137485234.0,88153939907.0,78658236468.0,10519889442.0,3585009810.0,7417064643.0,3433584810.0
