,CHỈ TIÊU,2015,2016,2017,2018,2019,2020,2021,2022
0,TỔNG TÀI SẢN,142904607775.0,145177699881.0,152655886308.0,153769100596.0,160225032274.0,160817013065.0,161331056894.0,162002570575.0
1,TÀI SẢN NGẮN HẠN,74854061881.0,78220851946.0,88843983503.0,92201891718.0,101058858616.0,105408645772.0,108562868838.0,111203736278.0
2,Tiền và tương đương tiền,66578210800.0,74137485234.0,88153939907.0,78658236468.0,10519889442.0,3585009810.0,7417064643.0,3433584810.0
3,Tiền,11532250800.0,10137485234.0,14153939907.0,14658236468.0,6519889442.0,3585009810.0,7417064643.0,3433584810.0
4,Các khoản tương đương tiền,55045960000.0,64000000000.0,74000000000.0,64000000000.0,4000000000.0,0.0,0.0,0.0
5,Giá trị thuần đầu tư ngắn hạn,600000000.0,0.0,0.0,13000000000.0,88900000000.0,100151000000.0,99006027397.0,107573495735.0
6,Đầu tư ngắn hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,Dự phòng đầu tư ngắn hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,Chứng khoán đầu tư giữ đến ngày đáo hạn,600000000.0,0.0,0.0,13000000000.0,88900000000.0,100151000000.0,99006027397.0,107573495735.0
9,Các khoản phải thu,1542562839.0,736348124.0,503899997.0,438118762.0,1638969174.0,1499160042.0,2139776798.0,196655733.0
10,Phải thu khách hàng,1440138566.0,7957916.0,2261304.0,68173704.0,99480014.0,5480000.0,4664997.0,0.0
11,Trả trước người bán,0.0,143200000.0,85000000.0,0.0,0.0,10038000.0,186547500.0,145566448.0
12,Phải thu nội bộ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,Phải thu về XDCB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,Phải thu về cho vay ngắn hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,Phải thu khác,102424273.0,585190208.0,416638693.0,369945058.0,1539489160.0,1483642042.0,1948564301.0,51089285.0
16,Dự phòng nợ khó đòi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,Tài sản thiếu chờ xử lý,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,"Hàng tồn kho, ròng",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,Hàng tồn kho,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,Dự phòng giảm giá HTK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,Tài sản lưu động khác,6133288242.0,3347018588.0,186143599.0,105536488.0,0.0,173475920.0,0.0,0.0
22,Trả trước ngắn hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,Thuế VAT phải thu,6133288242.0,3347018588.0,186143599.0,0.0,0.0,173475920.0,0.0,0.0
24,Phải thu thuế khác,0.0,0.0,0.0,105536488.0,0.0,0.0,0.0,0.0
25,Giao dịch mua bán lại trái phiếu chính phủ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,Tài sản lưu động khác,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,TÀI SẢN DÀI HẠN,68050545894.0,66956847935.0,63811902805.0,61567208878.0,59166173658.0,55408367293.0,52768188056.0,50798834297.0
28,Phải thu dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,Phải thu khách hàng dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
