,CHỈ TIÊU,2009,2010,2011,2012,2013,2014,2015,2016,2017
0,TỔNG TÀI SẢN,136279733847.0,184396523999.0,138973172592.0,135966967051.0,117312875631.0,118246785081.0,113774559175.0,106880764690.0,96006489295.0
1,TÀI SẢN NGẮN HẠN,106287638754.0,126931615408.0,97294321089.0,101395678047.0,85890129353.0,88973874627.0,87221868678.0,83088405692.0,75865012767.0
2,Tiền và tương đương tiền,1194848132.0,146106067.0,165551893.0,213884721.0,517898838.0,57942186.0,7481606.0,14469196.0,11728524.0
3,Tiền,1194848132.0,146106067.0,165551893.0,213884721.0,517898838.0,57942186.0,7481606.0,14469196.0,11728524.0
4,Các khoản tương đương tiền,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,Giá trị thuần đầu tư ngắn hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,Đầu tư ngắn hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,Dự phòng đầu tư ngắn hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,Chứng khoán đầu tư giữ đến ngày đáo hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,Các khoản phải thu,45534037194.0,72279119619.0,43821709924.0,54626296856.0,42938252517.0,50586658708.0,53056298672.0,47921647304.0,41829566587.0
10,Phải thu khách hàng,19010060408.0,39678372312.0,14804429767.0,27521341374.0,15038556461.0,18648012014.0,17355074128.0,15291450925.0,13345052304.0
11,Trả trước người bán,2469073865.0,1167000000.0,143136160.0,249487160.0,608287160.0,849661633.0,526618520.0,471618520.0,170000000.0
12,Phải thu nội bộ,23174253925.0,30503506423.0,28164269286.0,25966804635.0,26163536471.0,29585564329.0,30656890536.0,27435731996.0,24372573011.0
13,Phải thu về XDCB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,Phải thu về cho vay ngắn hạn,0.0,0.0,0.0,0.0,0.0,0.0,643093813.0,643093813.0,457073590.0
15,Phải thu khác,947311996.0,996903884.0,849023419.0,1027812395.0,1267021133.0,1630220857.0,4001421800.0,4206552175.0,3611667807.0
16,Dự phòng nợ khó đòi,-66663000.0,-66663000.0,-139148708.0,-139148708.0,-139148708.0,-126800125.0,-126800125.0,-126800125.0,-126800125.0
17,Tài sản thiếu chờ xử lý,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,"Hàng tồn kho, ròng",56524589369.0,51202189838.0,50301494898.0,43666996015.0,39516990607.0,35481975253.0,34012587665.0,35006788457.0,33878216921.0
19,Hàng tồn kho,56524589369.0,51202189838.0,50301494898.0,43666996015.0,39516990607.0,35481975253.0,34012587665.0,35006788457.0,33878216921.0
20,Dự phòng giảm giá HTK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,Tài sản lưu động khác,3034164059.0,3304199884.0,3005564374.0,2888500455.0,2916987391.0,2847298480.0,145500735.0,145500735.0,145500735.0
22,Trả trước ngắn hạn,326755699.0,1178619699.0,381721699.0,310460735.0,167500735.0,207048335.0,145500735.0,145500735.0,145500735.0
23,Thuế VAT phải thu,1285341065.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,Phải thu thuế khác,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,Giao dịch mua bán lại trái phiếu chính phủ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,Tài sản lưu động khác,1422067295.0,2125580185.0,2623842675.0,2578039720.0,2749486656.0,2640250145.0,0.0,0.0,0.0
27,TÀI SẢN DÀI HẠN,29992095093.0,57464908591.0,41678851503.0,34571289004.0,31422746278.0,29272910454.0,26552690497.0,23792358998.0,20141476528.0
28,Phải thu dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
