,CHỈ TIÊU,2015,2016,2017,2018,2019,2020,2021,2022
0,Doanh số,91357566658.0,102546779531.0,123101541201.0,138944022468.0,141142134467.0,163842976843.0,184639015344.0,205656782817.0
1,Các khoản giảm trừ,0.0,0.0,-16682727.0,0.0,0.0,0.0,0.0,0.0
2,Doanh số thuần,91357566658.0,102546779531.0,123084858474.0,138944022468.0,141142134467.0,163842976843.0,184639015344.0,205656782817.0
3,Giá vốn hàng bán,-70257014894.0,-79144595759.0,-102285868312.0,-110062711614.0,-107535232482.0,-130061672541.0,-145327511620.0,-152817488778.0
4,Lãi gộp,21100551764.0,23402183772.0,20798990162.0,28881310854.0,33606901985.0,33781304302.0,39311503724.0,52839294039.0
5,Thu nhập tài chính,268667724.0,346924948.0,2223226573.0,2108065907.0,1433159970.0,1601375911.0,2520000968.0,3584296012.0
6,Chi phí tài chính,-3805138008.0,-3216236718.0,-1093702419.0,-1692675591.0,-768725233.0,-990519834.0,-2124513352.0,-3474435916.0
7,Trong đó: Chi phí lãi vay,-1456456522.0,-1202575201.0,-1093702419.0,-897064662.0,-768725233.0,-990126084.0,-2124119602.0,-2948932512.0
8,Lãi/(lỗ) từ công ty liên doanh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,Chi phí bán hàng,-7375527483.0,-8538656432.0,-7269225500.0,-11829104842.0,-14570707127.0,-12452899934.0,-14319110449.0,-16482508903.0
10,Chi phí quản lý doanh  nghiệp,-9300588340.0,-10065403869.0,-10293944248.0,-12256682931.0,-13150877288.0,-17296572948.0,-20313746448.0,-26204976620.0
11,Lãi/(lỗ) từ hoạt động kinh doanh,887965657.0,1928811701.0,4365344568.0,5210913397.0,6549752307.0,4642687497.0,5074134443.0,10261668612.0
12,Thu nhập khác,1030457684.0,744607343.0,1794376253.0,926758054.0,1248847702.0,1910091807.0,1954726639.0,1446643581.0
13,Chi phí khác,-189166838.0,-392260756.0,-217055939.0,-55097708.0,-1495150376.0,-429016106.0,-244445604.0,-387833378.0
14,"Thu nhập khác, ròng",841290846.0,352346587.0,1577320314.0,871660346.0,-246302674.0,1481075701.0,1710281035.0,1058810203.0
16,Lãi/(lỗ) ròng trước thuế,1729256503.0,2281158288.0,5942664882.0,6082573743.0,6303449633.0,6123763198.0,6784415478.0,11320478815.0
17,Thuế thu nhập doanh nghiệp – hiện thời,-367219846.0,-895147723.0,-843823716.0,-852365431.0,-1006736621.0,-1044586427.0,-1081768866.0,-2150932612.0
18,Thuế thu nhập doanh nghiệp – hoãn lại,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,Chi phí thuế thu nhập doanh nghiệp,-367219846.0,-895147723.0,-843823716.0,-852365431.0,-1006736621.0,-1044586427.0,-1081768866.0,-2150932612.0
20,Lãi/(lỗ) thuần sau thuế,1362036657.0,1386010565.0,5098841166.0,5230208312.0,5296713012.0,5079176771.0,5702646612.0,9169546203.0
21,Lợi ích của cổ đông thiểu số,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,Lợi nhuận của Cổ đông của Công ty mẹ,1362036657.0,1386010565.0,5098841166.0,5230208312.0,5296713012.0,5079176771.0,5702646612.0,9169546203.0
23,Lãi cơ bản trên cổ phiếu,63.76,66.07,245.0,256.0,228.0,206.0,272.0,821.0
24,Lãi trên cổ phiếu pha loãng,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
