,CHỈ TIÊU,2014,2015,2016,2017,2018,2019,2020,2021,2022
0,Doanh số,227318665283.0,253419849100.0,274270703972.0,272544387961.0,274559087266.0,266769024713.0,260021476352.0,314551171024.0,273825264108.0
1,Các khoản giảm trừ,-282754260.0,0.0,0.0,0.0,-139910011.0,-474507356.0,-218034709.0,-188470898.0,-591345110.0
2,Doanh số thuần,227035911023.0,253419849100.0,274270703972.0,272544387961.0,274419177255.0,266294517357.0,259803441643.0,314362700126.0,273233918998.0
3,Giá vốn hàng bán,-189700217758.0,-208141359685.0,-230017327074.0,-227680444638.0,-224494358888.0,-219263505545.0,-218155876083.0,-259523751435.0,-223779755862.0
4,Lãi gộp,37335693265.0,45278489415.0,44253376898.0,44863943323.0,49924818367.0,47031011812.0,41647565560.0,54838948691.0,49454163136.0
5,Thu nhập tài chính,43753485.0,46481535.0,38502896.0,31941512.0,33355623.0,19640708.0,158426833.0,112337906.0,97365829.0
6,Chi phí tài chính,-19499833632.0,-16672253231.0,-15142573791.0,-12876617069.0,-10371393430.0,-9746681489.0,-9477143411.0,-9168426214.0,-9965473392.0
7,Trong đó: Chi phí lãi vay,-19499833632.0,-16672253231.0,-15142573791.0,-12876617069.0,-10370129604.0,-9746681489.0,-9477143411.0,-9168426214.0,-9965473392.0
8,Lãi/(lỗ) từ công ty liên doanh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,Chi phí bán hàng,-17132808911.0,-14163314826.0,-13051499874.0,-16330621994.0,-19282435891.0,-15369228337.0,-15381957745.0,-23508921022.0,-20000790762.0
10,Chi phí quản lý doanh  nghiệp,-6635241691.0,-12353981522.0,-12213299991.0,-13551445315.0,-16666286872.0,-15825847832.0,-16878105381.0,-18268109782.0,-16473443370.0
11,Lãi/(lỗ) từ hoạt động kinh doanh,-5888437484.0,2135421371.0,3884506138.0,2137200457.0,3638057797.0,6108894862.0,68785856.0,4005829579.0,3111821441.0
12,Thu nhập khác,7542586913.0,396023586.0,231774924.0,1949019943.0,815696546.0,535714003.0,3456753697.0,572737253.0,1137076929.0
13,Chi phí khác,-557454449.0,-14124939.0,-429522182.0,-14948948.0,-268474501.0,-1211374356.0,-416272576.0,-45450.0,-283820768.0
14,"Thu nhập khác, ròng",6985132464.0,381898647.0,-197747258.0,1934070995.0,547222045.0,-675660353.0,3040481121.0,572691803.0,853256161.0
16,Lãi/(lỗ) ròng trước thuế,1096694980.0,2517320018.0,3686758880.0,4071271452.0,4185279842.0,5433234509.0,3109266977.0,4578521382.0,3965077602.0
17,Thuế thu nhập doanh nghiệp – hiện thời,-372692565.0,-553810404.0,-824231336.0,-1016264151.0,-2440405656.0,-1588554508.0,-617317279.0,-1002649930.0,-920774801.0
18,Thuế thu nhập doanh nghiệp – hoãn lại,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,Chi phí thuế thu nhập doanh nghiệp,-372692565.0,-553810404.0,-824231336.0,-1016264151.0,-2440405656.0,-1588554508.0,-617317279.0,-1002649930.0,-920774801.0
20,Lãi/(lỗ) thuần sau thuế,724002415.0,1963509614.0,2862527544.0,3055007301.0,1744874186.0,3844680001.0,2491949698.0,3575871452.0,3044302801.0
21,Lợi ích của cổ đông thiểu số,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,Lợi nhuận của Cổ đông của Công ty mẹ,724002415.0,1963509614.0,2862527544.0,3055007301.0,1744874186.0,3844680001.0,2491949698.0,3575871452.0,3044302801.0
23,Lãi cơ bản trên cổ phiếu,0.0,66.9,89.73,95.76,52.99,119.57,68.0,109.0,104.0
24,Lãi trên cổ phiếu pha loãng,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
