,Unnamed: 0,2014,2015,2016,2017,2018,2019,2020,2021,2022
0,Lưu chuyển tiền thuần từ các hoạt động sản xuất kinh doanh,758486982.0,22415829538.0,29963052456.0,32213363495.0,25742072532.0,15259536868.0,9049204346.0,-1427110115.0,32874048558.0
1,Lãi/lỗ trước những thay đổi vốn lưu động,40841498339.0,44617681689.0,47530863597.0,43327530676.0,43213986580.0,45319872944.0,35667607926.0,39257012731.0,39417458125.0
2,Lãi trước thuế,1096694980.0,2517320018.0,3686758880.0,4071271452.0,4185279842.0,5433234509.0,3109266977.0,4578521382.0,3965077602.0
3,Khấu hao TSCĐ,22002271732.0,24783993915.0,27742225078.0,28355907516.0,28739782271.0,29177440505.0,25176871621.0,25251298691.0,26048368250.0
4,Phân bổ lợi thế thương mại,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,Chi phí dự phòng,-214100000.0,690596060.0,997808744.0,-640234440.0,-47849514.0,982157149.0,-1247246694.0,674590436.0,226179585.0
6,Lãi/(lỗ) chênh lệch tỷ giá chưa thực hiện,-638839.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,Lãi/(lỗ) từ hoạt động đầu tư,-1542563166.0,-46481535.0,-38502896.0,-1336030921.0,-33355623.0,-19640708.0,-848427389.0,-415823992.0,-787640704.0
9,Chi phí lãi vay,19499833632.0,16672253231.0,15142573791.0,12876617069.0,10370129604.0,9746681489.0,9477143411.0,9168426214.0,9965473392.0
11,Các khoản điều chỉnh khác,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,(Tăng)/giảm các khoản phải thu,883547214.0,-5878147013.0,-8627064871.0,-588008027.0,-3196275816.0,-3397906243.0,-2760183611.0,-45905704252.0,22198913138.0
13,(Tăng)/giảm hàng tồn kho,-2883732290.0,4059121882.0,-251628055.0,-1899011006.0,-268776186.0,-272326251.0,-1404812241.0,-6637187968.0,-2267874107.0
14,Tăng/(giảm) các khoản phải trả,-22258584417.0,-2611844890.0,4980537814.0,4200347730.0,-1869017568.0,-11130440590.0,-7030610270.0,27041999624.0,-16048293900.0
15,( Tăng)/giảm chi phí trả trước,1397557167.0,683695318.0,2225415522.0,954435581.0,-166197735.0,-3553850854.0,-3410327893.0,510507980.0,-514178907.0
16,(Tăng)/giảm chứng khoán kinh doanh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,Chi phí lãi vay đã trả,-17984234732.0,-17302093099.0,-15211271149.0,-12951928682.0,-10430998921.0,-9763445097.0,-9477143411.0,-9168426214.0,-9972289684.0
18,Thuế thu nhập doanh nghiệp đã trả,-95050408.0,-613816057.0,-683800402.0,-857089635.0,-1216708992.0,-2675971413.0,-2003293644.0,-548626478.0,-877565837.0
19,Tiền thu khác từ các hoạt động kinh doanh,1144850400.0,0.0,0.0,0.0,0.0,1019009770.0,0.0,0.0,1798099198.0
20,Tiền chi khác từ các hoạt động kinh doanh,-287364291.0,-538768292.0,0.0,27086858.0,-323938830.0,-285405398.0,-532032510.0,-5976685538.0,-860219468.0
21,Lưu chuyển tiền tệ ròng từ hoạt động đầu tư,4686029242.0,-12091978401.0,-8574062087.0,-3593831361.0,-5690278341.0,-6668294095.0,-6618148782.0,-6715587269.0,-16189432072.0
22,Tiền mua tài sản cố định và các tài sản dài hạn khác,-2249487156.0,-12138459936.0,-8612564983.0,-3625772873.0,-5723633964.0,-6687934803.0,-6830651978.0,-6830651978.0,-16977072776.0
23,Tiền thu được từ thanh lý tài sản cố định,6891762913.0,0.0,0.0,0.0,0.0,0.0,54076363.0,2726803.0,759384936.0
24,Tiền cho vay hoặc mua công cụ nợ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,Tiền thu từ cho vay hoặc thu từ phát hành công cụ nợ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,Đầu tư vào các doanh nghiệp khác,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,Tiền thu từ việc bán các khoản đầu tư vào các doanh nghiệp khác,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,Cổ tức và tiền lãi nhận được,43753485.0,46481535.0,38502896.0,31941512.0,33355623.0,19640708.0,158426833.0,112337906.0,28255768.0
29,Lưu chuyển tiền tệ từ hoạt động tài chính,-5716987502.0,-5076338777.0,-23319739657.0,-26426487449.0,-21366787072.0,-5597111959.0,-3819684891.0,13852439830.0,-19491252848.0
30,Tiền thu từ phát hành cổ phiếu và vốn góp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,"Chi trả cho việc mua lại, trả lại cổ phiếu",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,Tiền thu được các khoản đi vay,122664635054.0,124241834855.0,133829604757.0,145889004486.0,142720722500.0,149426994943.0,167226368994.0,187463581800.0,172143874088.0
