,CHỈ TIÊU,2015,2016,2017,2018,2019,2020,2021
0,Doanh số,47595563528.0,55298444857.0,56667801615.0,53307403267.0,48767628483.0,58923922929.0,72925334448.0
1,Các khoản giảm trừ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,Doanh số thuần,47595563528.0,55298444857.0,56667801615.0,53307403267.0,48767628483.0,58923922929.0,72925334448.0
3,Giá vốn hàng bán,-31396719555.0,-46850190317.0,-44492114683.0,-41187455357.0,-39303237038.0,-47729389280.0,-59239645240.0
4,Lãi gộp,16198843973.0,8448254540.0,12175686932.0,12119947910.0,9464391445.0,11194533649.0,13685689208.0
5,Thu nhập tài chính,10288991.0,21017912.0,7391642.0,9543177.0,5467819.0,3634116.0,1236218.0
6,Chi phí tài chính,-332984360.0,-427206838.0,-484192326.0,-1528826325.0,-1388369711.0,-839254384.0,-388746900.0
7,Trong đó: Chi phí lãi vay,-332984360.0,-427206838.0,-484192326.0,-1528826325.0,-1388369711.0,-839254384.0,-388746900.0
8,Lãi/(lỗ) từ công ty liên doanh,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,Chi phí bán hàng,-993069348.0,-866646577.0,-655144552.0,-502295022.0,0.0,0.0,0.0
10,Chi phí quản lý doanh  nghiệp,-4444263343.0,-5607995656.0,-7974760210.0,-7253543723.0,-7719245297.0,-8369836691.0,-8751631200.0
11,Lãi/(lỗ) từ hoạt động kinh doanh,10438815913.0,1567423381.0,3068981486.0,2844826017.0,362244256.0,1989076690.0,4546547326.0
12,Thu nhập khác,46433375.0,17360130.0,6662085.0,276856193.0,38068941.0,269367000.0,159720806.0
13,Chi phí khác,0.0,-4043028.0,-700000.0,-3200000.0,-81164764.0,-50923283.0,-419072553.0
14,"Thu nhập khác, ròng",46433375.0,13317102.0,5962085.0,273656193.0,-43095823.0,218443717.0,-259351747.0
16,Lãi/(lỗ) ròng trước thuế,10485249288.0,1580740483.0,3074943571.0,3118482210.0,319148433.0,2207520407.0,4287195579.0
17,Thuế thu nhập doanh nghiệp – hiện thời,-2306754843.0,-316956702.0,-615128714.0,-623696442.0,-80062639.0,-316182117.0,-769227077.0
18,Thuế thu nhập doanh nghiệp – hoãn lại,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,Chi phí thuế thu nhập doanh nghiệp,-2306754843.0,-316956702.0,-615128714.0,-623696442.0,-80062639.0,-316182117.0,-769227077.0
20,Lãi/(lỗ) thuần sau thuế,8178494445.0,1263783781.0,2459814857.0,2494785768.0,239085794.0,1891338290.0,3517968502.0
21,Lợi ích của cổ đông thiểu số,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,Lợi nhuận của Cổ đông của Công ty mẹ,8178494445.0,1263783781.0,2459814857.0,2494785768.0,239085794.0,1891338290.0,3517968502.0
23,Lãi cơ bản trên cổ phiếu,0.0,0.0,1200.0,1551.0,199.0,1576.0,2932.0
24,Lãi trên cổ phiếu pha loãng,0.0,0.0,0.0,0.0,0.0,1576.0,2932.0
