,CHỈ TIÊU,2015,2016,2017,2018,2019,2020,2021
0,TỔNG TÀI SẢN,31972184287.0,35781777540.0,38584961645.0,48887152277.0,52654024855.0,49481100272.0,48788697619.0
1,TÀI SẢN NGẮN HẠN,16639992087.0,21290397164.0,16805204425.0,23385755612.0,29365654341.0,30941622965.0,33010040098.0
2,Tiền và tương đương tiền,4631740495.0,8044958390.0,1306742785.0,2180539250.0,258488343.0,361268204.0,115497873.0
3,Tiền,4631740495.0,8044958390.0,1306742785.0,2180539250.0,258488343.0,361268204.0,115497873.0
4,Các khoản tương đương tiền,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,Giá trị thuần đầu tư ngắn hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,Đầu tư ngắn hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,Dự phòng đầu tư ngắn hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,Chứng khoán đầu tư giữ đến ngày đáo hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,Các khoản phải thu,11962629570.0,13061541877.0,9301487347.0,560761923.0,3846959168.0,9020294280.0,14139012944.0
10,Phải thu khách hàng,11794991570.0,12843541877.0,9274935534.0,560249017.0,3846959168.0,8633277414.0,13751996078.0
11,Trả trước người bán,0.0,0.0,24509000.0,0.0,0.0,0.0,0.0
12,Phải thu nội bộ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,Phải thu về XDCB,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,Phải thu về cho vay ngắn hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,Phải thu khác,167638000.0,218000000.0,2042813.0,512906.0,0.0,387016866.0,387016866.0
16,Dự phòng nợ khó đòi,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,Tài sản thiếu chờ xử lý,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,"Hàng tồn kho, ròng",45622022.0,31804688.0,3233058977.0,19796251886.0,24366557029.0,20765545058.0,18128348507.0
19,Hàng tồn kho,45622022.0,31804688.0,3233058977.0,19796251886.0,24366557029.0,20765545058.0,18128348507.0
20,Dự phòng giảm giá HTK,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,Tài sản lưu động khác,0.0,152092209.0,2963915316.0,848202553.0,893649801.0,794515423.0,627180774.0
22,Trả trước ngắn hạn,0.0,0.0,2961309893.0,842813572.0,868358663.0,791945204.0,624610555.0
