,Unnamed: 0,2016,2017,2018,2019,2020,2021,2022
0,Lưu chuyển tiền thuần từ các hoạt động sản xuất kinh doanh,12094602011.0,10142579421.0,20605808028.0,38597307554.0,13938290437.0,-8398728114.0,19535087540.0
21,Lưu chuyển tiền tệ ròng từ hoạt động đầu tư,-6127198163.0,-4578731179.0,-5773617745.0,-8383238200.0,-5795586028.0,-2631861712.0,-3576388408.0
22,Tiền mua tài sản cố định và các tài sản dài hạn khác,-6322200234.0,-4680365800.0,-5775589000.0,-8562310000.0,-5996895000.0,-2651390000.0,-3845487171.0
23,Tiền thu được từ thanh lý tài sản cố định,190000000.0,99000000.0,0.0,171850364.0,0.0,0.0,209090909.0
24,Tiền cho vay hoặc mua công cụ nợ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,Tiền thu từ cho vay hoặc thu từ phát hành công cụ nợ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,Đầu tư vào các doanh nghiệp khác,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,Tiền thu từ việc bán các khoản đầu tư vào các doanh nghiệp khác,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,Cổ tức và tiền lãi nhận được,5002071.0,2634621.0,1971255.0,7221436.0,201308972.0,19528288.0,60007854.0
29,Lưu chuyển tiền tệ từ hoạt động tài chính,-9071994196.0,-5606464119.0,-14604845777.0,-29418035430.0,-6506500000.0,8829374173.0,-16470712153.0
30,Tiền thu từ phát hành cổ phiếu và vốn góp,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,"Chi trả cho việc mua lại, trả lại cổ phiếu",0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,Tiền thu được các khoản đi vay,152812224302.0,130339962531.0,136198481214.0,101109341531.0,30835079346.0,81205398146.0,40178678909.0
33,Tiển trả các khoản đi vay,-157898218498.0,-131960426650.0,-146020126991.0,-125744176961.0,-31362579346.0,-68788623973.0,-54656391062.0
34,Tiền thanh toán vốn gốc đi thuê tài chính,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,Cổ tức đã trả,-3986000000.0,-3986000000.0,-4783200000.0,-4783200000.0,-5979000000.0,-3587400000.0,-1993000000.0
37,Lưu chuyển tiền thuần trong kỳ,-3104590348.0,-42615877.0,227344506.0,796033924.0,1636204409.0,-2201215653.0,-512013021.0
38,Tiền và tương đương tiền đầu kỳ,3364641470.0,260051122.0,217435245.0,444779751.0,1240813675.0,2877018084.0,675802431.0
39,Ảnh hưởng của chênh lệch tỷ giá,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,Tiền và tương đương tiền cuối kỳ,260051122.0,217435245.0,444779751.0,1240813675.0,2877018084.0,675802431.0,163789410.0
