,CHỈ TIÊU,2016,2017,2018,2019,2020,2021,2022
0,Doanh số,140889320538.0,145738334734.0,153425443270.0,182963666131.0,138196356509.0,100081696975.0,134855648009.0
1,Các khoản giảm trừ,0.0,0.0,0.0,0.0,-6564000394.0,-1444103152.0,-2566587543.0
2,Doanh số thuần,140889320538.0,145738334734.0,153425443270.0,182963666131.0,131632356115.0,98637593823.0,132289060466.0
3,Giá vốn hàng bán,-110865657990.0,-112574250254.0,-116748822994.0,-139261591349.0,-94494469222.0,-76519878661.0,-97679177535.0
4,Lãi gộp,30023662548.0,33164084480.0,36676620276.0,43702074782.0,37137886893.0,22117715162.0,34609882931.0
5,Thu nhập tài chính,5002071.0,2634621.0,1971255.0,14620447.0,204948813.0,19528288.0,60007854.0
6,Chi phí tài chính,-2055284778.0,-2348280300.0,-1999059951.0,-1282629278.0,-463231067.0,-461330828.0,-353741120.0
7,Trong đó: Chi phí lãi vay,-2055284778.0,-2348280300.0,-1999059951.0,-1282629278.0,-463231067.0,-461330828.0,-353741120.0
8,Lãi/(lỗ) từ công ty liên doanh,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,Chi phí bán hàng,-11941563297.0,-16251116619.0,-19450675164.0,-22913860688.0,-18781483172.0,-14357459050.0,-19110358109.0
10,Chi phí quản lý doanh  nghiệp,-8861618444.0,-7388274460.0,-8121997083.0,-9787312355.0,-12187869411.0,-7832683352.0,-10240435335.0
11,Lãi/(lỗ) từ hoạt động kinh doanh,7170198100.0,7179047722.0,7106859333.0,9732892908.0,5910252056.0,-514229780.0,4965356221.0
12,Thu nhập khác,1626813730.0,1241809094.0,1939949786.0,2810777953.0,956397181.0,1360646770.0,1670786176.0
13,Chi phí khác,-1199634916.0,-112479996.0,-10968336.0,-15405348.0,-57544983.0,-40194306.0,-377439342.0
14,"Thu nhập khác, ròng",427178814.0,1129329098.0,1928981450.0,2795372605.0,898852198.0,1320452464.0,1293346834.0
16,Lãi/(lỗ) ròng trước thuế,7597376914.0,8308376820.0,9035840783.0,12528265513.0,6809104254.0,806222684.0,6258703055.0
17,Thuế thu nhập doanh nghiệp – hiện thời,-1759402363.0,-1710571364.0,-1809361825.0,-2508734174.0,-961330894.0,-118498379.0,-1258326887.0
18,Thuế thu nhập doanh nghiệp – hoãn lại,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,Chi phí thuế thu nhập doanh nghiệp,-1759402363.0,-1710571364.0,-1809361825.0,-2508734174.0,-961330894.0,-118498379.0,-1258326887.0
20,Lãi/(lỗ) thuần sau thuế,5837974551.0,6597805456.0,7226478958.0,10019531339.0,5847773360.0,687724305.0,5000376168.0
21,Lợi ích của cổ đông thiểu số,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,Lợi nhuận của Cổ đông của Công ty mẹ,5837974551.0,6597805456.0,7226478958.0,10019531339.0,5847773360.0,687724305.0,5000376168.0
23,Lãi cơ bản trên cổ phiếu,1250.0,1404.0,1562.0,2152.0,1325.0,173.0,1254.0
24,Lãi trên cổ phiếu pha loãng,0.0,0.0,1562.0,2152.0,1325.0,173.0,1254.0
