,CHỈ TIÊU,2015,2016,2017,2018,2019,2020,2021,2022
0,TỔNG TÀI SẢN,122973146981.0,91538296364.0,99234009201.0,100510196117.0,97542510830.0,97133201231.0,85676571937.0,79328896583.0
1,TÀI SẢN NGẮN HẠN,107403899499.0,77916552883.0,84984959076.0,90302047596.0,82571093001.0,84158682314.0,74605826847.0,70025481304.0
2,Tiền và tương đương tiền,22697660825.0,10283366082.0,14392573745.0,8444657371.0,45304226185.0,39898122339.0,26017883967.0,27143475601.0
3,Tiền,22697660825.0,7068366082.0,10340096840.0,8444657371.0,36304226185.0,28877410010.0,26017883967.0,27143475601.0
4,Các khoản tương đương tiền,0.0,3215000000.0,4052476905.0,0.0,9000000000.0,11020712329.0,0.0,0.0
5,Giá trị thuần đầu tư ngắn hạn,0.0,0.0,0.0,0.0,0.0,3000000000.0,0.0,0.0
6,Đầu tư ngắn hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,Dự phòng đầu tư ngắn hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,Chứng khoán đầu tư giữ đến ngày đáo hạn,0.0,0.0,0.0,0.0,0.0,3000000000.0,0.0,0.0
9,Các khoản phải thu,83507815897.0,66813238215.0,69578395828.0,80788645186.0,35231683802.0,40155577363.0,47003277160.0,40824117598.0
10,Phải thu khách hàng,55574546194.0,39053364221.0,44580142819.0,63537160394.0,24027967404.0,31615246412.0,39433250734.0,34115480842.0
11,Trả trước người bán,0.0,370136640.0,384000.0,0.0,100000000.0,0.0,0.0,0.0
12,Phải thu nội bộ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,Phải thu về XDCB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,Phải thu về cho vay ngắn hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,Phải thu khác,27933269703.0,27389737354.0,24997869009.0,17251484792.0,11103716398.0,9841535547.0,7675231022.0,6813841352.0
16,Dự phòng nợ khó đòi,0.0,0.0,0.0,0.0,0.0,-1301204596.0,-105204596.0,-105204596.0
17,Tài sản thiếu chờ xử lý,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,"Hàng tồn kho, ròng",984131175.0,811617989.0,1013989503.0,1068745039.0,2035183014.0,1104982612.0,1584665720.0,2057888105.0
