,CHỈ TIÊU,2016,2017,2018,2019,2020,2021,2022
0,Doanh số,73865254049.0,74000957897.0,81836145115.0,91646966760.0,96940438982.0,87880062103.0,94575181669.0
1,Các khoản giảm trừ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,Doanh số thuần,73865254049.0,74000957897.0,81836145115.0,91646966760.0,96940438982.0,87880062103.0,94575181669.0
3,Giá vốn hàng bán,-60254049780.0,-58967296998.0,-67692126285.0,-71104710733.0,-74738596137.0,-68926726208.0,-75540567950.0
4,Lãi gộp,13611204269.0,15033660899.0,14144018830.0,20542256027.0,22201842845.0,18953335895.0,19034613719.0
5,Thu nhập tài chính,139196486.0,325782547.0,96596055.0,23767385.0,517300340.0,303829489.0,206637362.0
6,Chi phí tài chính,0.0,-95633434.0,-168937879.0,-146879853.0,-215114374.0,-102653560.0,-60137642.0
7,Trong đó: Chi phí lãi vay,0.0,-13655834.0,-86960279.0,-61604113.0,-128814607.0,-102653560.0,-60137642.0
8,Lãi/(lỗ) từ công ty liên doanh,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,Chi phí bán hàng,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,Chi phí quản lý doanh  nghiệp,-9590402910.0,-12276115715.0,-10564837748.0,-12244692330.0,-13737719305.0,-10689061330.0,-11060577241.0
11,Lãi/(lỗ) từ hoạt động kinh doanh,4159997845.0,2987694297.0,3506839258.0,8174451229.0,8766309506.0,8465450494.0,8120536198.0
12,Thu nhập khác,48269868.0,92853722.0,3243000.0,77654545.0,2768000.0,170133280.0,99128000.0
13,Chi phí khác,-199628913.0,-91548019.0,-61167511.0,-759526482.0,-153877506.0,-932733774.0,-524517198.0
14,"Thu nhập khác, ròng",-151359045.0,1305703.0,-57924511.0,-681871937.0,-151109506.0,-762600494.0,-425389198.0
16,Lãi/(lỗ) ròng trước thuế,4008638800.0,2989000000.0,3448914747.0,7492579292.0,8615200000.0,7702850000.0,7695147000.0
17,Thuế thu nhập doanh nghiệp – hiện thời,-837053542.0,-630509604.0,-708716452.0,-1656481155.0,-1231422852.0,-1210941728.0,-1684386106.0
18,Thuế thu nhập doanh nghiệp – hoãn lại,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,Chi phí thuế thu nhập doanh nghiệp,-837053542.0,-630509604.0,-708716452.0,-1656481155.0,-1231422852.0,-1210941728.0,-1684386106.0
20,Lãi/(lỗ) thuần sau thuế,3171585258.0,2358490396.0,2740198295.0,5836098137.0,7383777148.0,6491908272.0,6010760894.0
21,Lợi ích của cổ đông thiểu số,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,Lợi nhuận của Cổ đông của Công ty mẹ,3171585258.0,2358490396.0,2740198295.0,5836098137.0,7383777148.0,6491908272.0,6010760894.0
23,Lãi cơ bản trên cổ phiếu,574.0,857.0,817.0,1693.0,2011.0,1547.0,1308.0
24,Lãi trên cổ phiếu pha loãng,0.0,0.0,0.0,0.0,2011.0,1547.0,1308.0
