,Unnamed: 0,2016,2017,2018,2019,2020,2021,2022
0,Lưu chuyển tiền thuần từ các hoạt động sản xuất kinh doanh,-12950270547.0,7718899005.0,-3321579362.0,41877903417.0,1041391132.0,-12400089384.0,4814894272.0
21,Lưu chuyển tiền tệ ròng từ hoạt động đầu tư,-42508086.0,-6208379342.0,68229388.0,-2268702603.0,-7014214978.0,3388196612.0,303977362.0
22,Tiền mua tài sản cố định và các tài sản dài hạn khác,-148768127.0,-6591497273.0,-77000000.0,-2362727273.0,-4454545455.0,0.0,0.0
23,Tiền thu được từ thanh lý tài sản cố định,0.0,92832272.0,0.0,77654545.0,0.0,0.0,97340000.0
24,Tiền cho vay hoặc mua công cụ nợ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,Tiền thu từ cho vay hoặc thu từ phát hành công cụ nợ,0.0,0.0,0.0,0.0,0.0,3000000000.0,0.0
26,Đầu tư vào các doanh nghiệp khác,0.0,0.0,0.0,0.0,-3000000000.0,0.0,0.0
27,Tiền thu từ việc bán các khoản đầu tư vào các doanh nghiệp khác,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,Cổ tức và tiền lãi nhận được,106260041.0,290285659.0,145229388.0,16370125.0,440330477.0,388196612.0,206637362.0
29,Lưu chuyển tiền tệ từ hoạt động tài chính,0.0,2598688000.0,-2694566400.0,-2749623000.0,566720000.0,-4868345600.0,-3993280000.0
30,Tiền thu từ phát hành cổ phiếu và vốn góp,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,"Chi trả cho việc mua lại, trả lại cổ phiếu",0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,Tiền thu được các khoản đi vay,0.0,3700000000.0,0.0,0.0,4900000000.0,0.0,0.0
33,Tiển trả các khoản đi vay,0.0,0.0,-960000000.0,-960000000.0,-1580000000.0,-2060000000.0,-1240000000.0
34,Tiền thanh toán vốn gốc đi thuê tài chính,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,Cổ tức đã trả,0.0,-1101312000.0,-1734566400.0,-1789623000.0,-2753280000.0,-2808345600.0,-2753280000.0
37,Lưu chuyển tiền thuần trong kỳ,-12992778633.0,4109207663.0,-5947916374.0,36859577814.0,-5406103846.0,-13880238372.0,1125591634.0
38,Tiền và tương đương tiền đầu kỳ,23276144715.0,10283366082.0,14392573745.0,8444657371.0,45304226185.0,39898122339.0,26017883967.0
39,Ảnh hưởng của chênh lệch tỷ giá,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,Tiền và tương đương tiền cuối kỳ,10283366082.0,14392573745.0,8444657371.0,45304235185.0,39898122339.0,26017883967.0,27143475601.0
