,Unnamed: 0,2015,2016,2017,2018,2020,2021
0,Lưu chuyển tiền thuần từ các hoạt động sản xuất kinh doanh,-39652686106.0,26512543848.0,-44031122732.0,-1597702512.0,-819771889.0,15788723231.0
1,Lãi/lỗ trước những thay đổi vốn lưu động,0.0,0.0,2313214089.0,1578983328.0,7060840819.0,6431380220.0
2,Lãi trước thuế,0.0,0.0,1062521221.0,615317564.0,1642028557.0,1862501382.0
3,Khấu hao TSCĐ,0.0,0.0,1885958844.0,1131906771.0,1438621857.0,1181922671.0
4,Phân bổ lợi thế thương mại,0.0,0.0,0.0,0.0,0.0,0.0
5,Chi phí dự phòng,0.0,0.0,0.0,0.0,0.0,0.0
6,Lãi/(lỗ) chênh lệch tỷ giá chưa thực hiện,0.0,0.0,0.0,0.0,0.0,0.0
8,Lãi/(lỗ) từ hoạt động đầu tư,0.0,0.0,-779908342.0,-290087652.0,-723902017.0,-284963968.0
9,Chi phí lãi vay,0.0,0.0,144642366.0,121846645.0,4704092422.0,3671920135.0
11,Các khoản điều chỉnh khác,0.0,0.0,0.0,0.0,0.0,0.0
12,(Tăng)/giảm các khoản phải thu,0.0,0.0,-10469503789.0,24822139276.0,-5517430810.0,-19186153484.0
13,(Tăng)/giảm hàng tồn kho,0.0,0.0,48031224.0,-10102935724.0,22770364823.0,-4912826904.0
14,Tăng/(giảm) các khoản phải trả,0.0,0.0,-30676926119.0,-7271526348.0,-23145280751.0,34694233747.0
15,( Tăng)/giảm chi phí trả trước,0.0,0.0,-1022925353.0,-6886043943.0,262397763.0,517346787.0
16,(Tăng)/giảm chứng khoán kinh doanh,0.0,0.0,0.0,0.0,0.0,0.0
17,Chi phí lãi vay đã trả,0.0,0.0,-3484544970.0,-3645078302.0,-2028587119.0,-1689660552.0
18,Thuế thu nhập doanh nghiệp đã trả,0.0,0.0,-365017814.0,-93240799.0,-222076614.0,-65596583.0
19,Tiền thu khác từ các hoạt động kinh doanh,0.0,0.0,0.0,0.0,0.0,0.0
20,Tiền chi khác từ các hoạt động kinh doanh,0.0,0.0,-373450000.0,0.0,0.0,0.0
21,Lưu chuyển tiền tệ ròng từ hoạt động đầu tư,-31073646.0,483870887.0,-144819082.0,920040108.0,417098910.0,284963968.0
22,Tiền mua tài sản cố định và các tài sản dài hạn khác,-230585363.0,-330089907.0,-203296590.0,0.0,-59950000.0,0.0
23,Tiền thu được từ thanh lý tài sản cố định,0.0,0.0,0.0,906272727.0,474617698.0,0.0
24,Tiền cho vay hoặc mua công cụ nợ,0.0,0.0,0.0,0.0,0.0,0.0
25,Tiền thu từ cho vay hoặc thu từ phát hành công cụ nợ,0.0,0.0,0.0,0.0,0.0,0.0
26,Đầu tư vào các doanh nghiệp khác,0.0,0.0,0.0,0.0,0.0,0.0
27,Tiền thu từ việc bán các khoản đầu tư vào các doanh nghiệp khác,0.0,0.0,0.0,0.0,0.0,0.0
28,Cổ tức và tiền lãi nhận được,199511717.0,813960794.0,58477508.0,13767381.0,2431212.0,284963968.0
29,Lưu chuyển tiền tệ từ hoạt động tài chính,-27746485734.0,-11043618837.0,13356059768.0,-3239544677.0,-8041805069.0,-5567976150.0
30,Tiền thu từ phát hành cổ phiếu và vốn góp,0.0,0.0,0.0,0.0,0.0,0.0
31,"Chi trả cho việc mua lại, trả lại cổ phiếu",0.0,0.0,0.0,0.0,0.0,0.0
32,Tiền thu được các khoản đi vay,134531693511.0,54490974825.0,95948184964.0,43937355870.0,27047741681.0,26432629644.0
33,Tiển trả các khoản đi vay,-161977379115.0,-65295978685.0,-82590036399.0,-47175681875.0,-35089546750.0,-32000605794.0
34,Tiền thanh toán vốn gốc đi thuê tài chính,0.0,0.0,0.0,0.0,0.0,0.0
35,Cổ tức đã trả,-300800130.0,-238614977.0,-2088797.0,-1218672.0,0.0,0.0
37,Lưu chuyển tiền thuần trong kỳ,-67430245486.0,15952795898.0,-30819882046.0,-3917207081.0,-8444478048.0,10505711049.0
38,Tiền và tương đương tiền đầu kỳ,92839222191.0,25408976705.0,41361772603.0,10541890557.0,9302747902.0,858269854.0
39,Ảnh hưởng của chênh lệch tỷ giá,0.0,0.0,0.0,0.0,0.0,0.0
40,Tiền và tương đương tiền cuối kỳ,25408976705.0,41361772603.0,10541890557.0,6624683476.0,858269854.0,11363980903.0
