,CHỈ TIÊU,2014,2015,2016,2017,2018,2019,2020,2021,2022
0,Doanh số,51338406285.0,53883828210.0,50485499361.0,62147057345.0,63157446474.0,84111586879.0,132700958453.0,138122719305.0,156500887594.0
1,Các khoản giảm trừ,0.0,0.0,0.0,0.0,0.0,-43115545.0,-19142818.0,-108389841.0,0.0
2,Doanh số thuần,51338406285.0,53883828210.0,50485499361.0,62147057345.0,63157446474.0,84068471334.0,132681815635.0,138014329464.0,156500887594.0
3,Giá vốn hàng bán,-37940560525.0,-40063639782.0,-37704040863.0,-47258081505.0,-50645821477.0,-68265550830.0,-111943479870.0,-115629130108.0,-132674588051.0
4,Lãi gộp,13397845760.0,13820188428.0,12781458498.0,14888975840.0,12511624997.0,15802920504.0,20738335765.0,22385199356.0,23826299543.0
5,Thu nhập tài chính,192319516.0,43629079.0,204989788.0,16785506.0,555052688.0,761578978.0,495177472.0,698632932.0,936722767.0
6,Chi phí tài chính,0.0,0.0,0.0,0.0,0.0,-8882137.0,-6603584.0,-59944563.0,0.0
7,Trong đó: Chi phí lãi vay,0.0,0.0,0.0,0.0,0.0,-8882137.0,-6603584.0,-59944563.0,0.0
8,Lãi/(lỗ) từ công ty liên doanh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,Chi phí bán hàng,0.0,0.0,0.0,0.0,0.0,0.0,-675000.0,-62760939.0,-64714686.0
10,Chi phí quản lý doanh  nghiệp,-5602125886.0,-5549013286.0,-5516492198.0,-6377670701.0,-7026801422.0,-9409261769.0,-12956044592.0,-14703894078.0,-15779285793.0
11,Lãi/(lỗ) từ hoạt động kinh doanh,7988039390.0,8314804221.0,7469956088.0,8528090645.0,6039876263.0,7146355576.0,8270190061.0,8257232708.0,8919021831.0
12,Thu nhập khác,9123238.0,22100000.0,500000.0,3000000.0,18749106.0,50364137.0,21903595.0,17456801.0,12426841.0
13,Chi phí khác,-147600444.0,-31026909.0,-128608161.0,-1313793968.0,-507000.0,-222368460.0,-114108493.0,-21226676.0,-84803837.0
14,"Thu nhập khác, ròng",-138477206.0,-8926909.0,-128108161.0,-1310793968.0,18242106.0,-172004323.0,-92204898.0,-3769875.0,-72376996.0
16,Lãi/(lỗ) ròng trước thuế,7849562184.0,8305877312.0,7341847927.0,7217296677.0,6058118369.0,6974351253.0,8177985163.0,8253462833.0,8846644835.0
17,Thuế thu nhập doanh nghiệp – hiện thời,-1799789898.0,-1844120568.0,-1494091218.0,-981378935.0,-1211623674.0,-1467757935.0,-1167542945.0,-1660617465.0,-1816840017.0
18,Thuế thu nhập doanh nghiệp – hoãn lại,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,Chi phí thuế thu nhập doanh nghiệp,-1799789898.0,-1844120568.0,-1494091218.0,-981378935.0,-1211623674.0,-1467757935.0,-1167542945.0,-1660617465.0,-1816840017.0
20,Lãi/(lỗ) thuần sau thuế,6049772286.0,6461756744.0,5847756709.0,6235917742.0,4846494695.0,5506593318.0,7010442218.0,6592845368.0,7029804818.0
21,Lợi ích của cổ đông thiểu số,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,Lợi nhuận của Cổ đông của Công ty mẹ,6049772286.0,6461756744.0,5847756709.0,6235917742.0,4846494695.0,5506593318.0,7010442218.0,6592845368.0,7029804818.0
23,Lãi cơ bản trên cổ phiếu,956.0,999.0,952.0,705.0,600.0,600.0,1141.0,668.0,671.0
24,Lãi trên cổ phiếu pha loãng,0.0,0.0,0.0,0.0,600.0,600.0,1141.0,668.0,671.0
