,CHỈ TIÊU,2014,2015,2016,2017,2018,2019,2020,2021,2022
0,TỔNG TÀI SẢN,76116562293.0,77501781028.0,70880129375.0,73292071681.0,70780875746.0,86773352814.0,95958611780.0,94356168110.0,103633089269.0
1,TÀI SẢN NGẮN HẠN,60957538914.0,66955149134.0,64372370303.0,59759914442.0,60817153675.0,79321033241.0,74348166222.0,75477476391.0,84212363815.0
2,Tiền và tương đương tiền,2680440902.0,2485116799.0,7762423357.0,11984157686.0,10006241235.0,16114401138.0,16033051089.0,11638150381.0,20387539788.0
3,Tiền,2680440902.0,2485116799.0,7762423357.0,7484157686.0,6006241235.0,9740401138.0,16033051089.0,11638150381.0,20387539788.0
4,Các khoản tương đương tiền,0.0,0.0,0.0,4500000000.0,4000000000.0,6374000000.0,0.0,0.0,0.0
5,Giá trị thuần đầu tư ngắn hạn,0.0,0.0,0.0,0.0,0.0,0.0,4374000000.0,10574000000.0,12114000000.0
6,Đầu tư ngắn hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,Dự phòng đầu tư ngắn hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,Chứng khoán đầu tư giữ đến ngày đáo hạn,0.0,0.0,0.0,0.0,0.0,0.0,4374000000.0,10574000000.0,12114000000.0
9,Các khoản phải thu,56558175203.0,60377627797.0,50170325083.0,41136022321.0,42095894281.0,44058348007.0,36922376005.0,43465029778.0,36402414497.0
10,Phải thu khách hàng,54095233104.0,55802088725.0,44781929411.0,39291127150.0,40693459234.0,40418514398.0,35736186560.0,44509912665.0,38039071314.0
11,Trả trước người bán,0.0,0.0,1320000000.0,157217500.0,19200000.0,2643384600.0,270511714.0,196041620.0,404802395.0
12,Phải thu nội bộ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,Phải thu về XDCB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,Phải thu về cho vay ngắn hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,Phải thu khác,2608518824.0,4721115797.0,4213972397.0,1833254396.0,1743324227.0,1142025734.0,1456334286.0,736609681.0,494226576.0
16,Dự phòng nợ khó đòi,-145576725.0,-145576725.0,-145576725.0,-145576725.0,-360089180.0,-145576725.0,-540656555.0,-1977534188.0,-2535685788.0
17,Tài sản thiếu chờ xử lý,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,"Hàng tồn kho, ròng",1540430362.0,3579947303.0,5709977350.0,5581982625.0,7621567262.0,17514018205.0,15018960594.0,8286983257.0,13173201432.0
19,Hàng tồn kho,1540430362.0,3579947303.0,5709977350.0,5581982625.0,7621567262.0,17514018205.0,15018960594.0,8286983257.0,13173201432.0
20,Dự phòng giảm giá HTK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,Tài sản lưu động khác,178492447.0,512457235.0,729644513.0,1057751810.0,1093450897.0,1634265891.0,1999778534.0,1513312975.0,2135208098.0
22,Trả trước ngắn hạn,112337312.0,481030818.0,710269880.0,560575446.0,1003761050.0,1602023826.0,1999778534.0,1388088538.0,2135208098.0
23,Thuế VAT phải thu,66155135.0,31426417.0,18867633.0,198555299.0,61588881.0,0.0,0.0,0.0,0.0
24,Phải thu thuế khác,0.0,0.0,507000.0,298621065.0,28100966.0,32242065.0,0.0,125224437.0,0.0
25,Giao dịch mua bán lại trái phiếu chính phủ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,Tài sản lưu động khác,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,TÀI SẢN DÀI HẠN,15159023379.0,10546631894.0,6507759072.0,13532157239.0,9963722071.0,7452319573.0,21610445558.0,18878691719.0,19420725454.0
28,Phải thu dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,Phải thu khách hàng dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,Trả trước người bán dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,Vốn kinh doanh ở các đơn vị trực thuộc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,Phải thu nội bộ dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,Phải thu về cho vay dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,Phải thu dài hạn khác,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,Dự phòng phải thu dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,Tài sản cố định,14414146582.0,10001710824.0,6194730020.0,11766760153.0,8670849494.0,7435791797.0,18311380479.0,16820265434.0,13378981843.0
37,GTCL TSCĐ hữu hình,14414146582.0,10001710824.0,6194730020.0,11766760153.0,8670849494.0,7435791797.0,18311380479.0,16820265434.0,13378981843.0
38,Nguyên giá TSCĐ hữu hình,39858722169.0,39908222169.0,39908222169.0,48885467624.0,49164467624.0,49768092308.0,64090245276.0,66906303667.0,67630589425.0
39,Khấu hao lũy kế TSCĐ hữu hình,-25444575587.0,-29906511345.0,-33713492149.0,-37118707471.0,-40493618130.0,-42332300511.0,-45778864797.0,-50086038233.0,-54251607582.0
