,CHỈ TIÊU,2009,2010,2011,2012,2013,2014,2015,2016,2017
0,TỔNG TÀI SẢN,171103531802.0,436178213342.0,668791929994.0,802921024462.0,840130833443.0,779703177847.0,1187334953171.0,1319438327529.0,1229881157823.0
1,TÀI SẢN NGẮN HẠN,119171356573.0,164163366093.0,150102641473.0,114512073057.0,117448591749.0,70994112948.0,212551349408.0,331337250473.0,273108677169.0
2,Tiền và tương đương tiền,33744787231.0,41604301588.0,28868434417.0,2730241201.0,699315986.0,583356551.0,749507959.0,8475083217.0,10289729533.0
3,Tiền,33744787231.0,41604301588.0,6368434417.0,2730241201.0,699315986.0,583356551.0,749507959.0,8475083217.0,10289729533.0
4,Các khoản tương đương tiền,0.0,0.0,22500000000.0,0.0,0.0,0.0,0.0,0.0,0.0
5,Giá trị thuần đầu tư ngắn hạn,56000000000.0,6000000000.0,5000000000.0,0.0,0.0,0.0,0.0,0.0,0.0
6,Đầu tư ngắn hạn,56000000000.0,6000000000.0,5000000000.0,0.0,0.0,0.0,0.0,0.0,0.0
7,Dự phòng đầu tư ngắn hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,Chứng khoán đầu tư giữ đến ngày đáo hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,Các khoản phải thu,15542153469.0,82370096582.0,91659720204.0,84071387735.0,86918850553.0,61080502901.0,139285398711.0,262208105208.0,152561891385.0
10,Phải thu khách hàng,13194287047.0,13160499266.0,14803831188.0,35429951375.0,31821345083.0,22175338454.0,120871021276.0,244199118411.0,137641354558.0
11,Trả trước người bán,794127254.0,67004392082.0,70496572826.0,42771857961.0,50833481546.0,39286856056.0,34055461977.0,30744086116.0,30891909626.0
12,Phải thu nội bộ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,Phải thu về XDCB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,Phải thu về cho vay ngắn hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,Phải thu khác,5498018475.0,2205205234.0,6359316190.0,5869578399.0,4264023924.0,4436130069.0,1647181145.0,202909760.0,158237302.0
16,Dự phòng nợ khó đòi,-3944279307.0,0.0,0.0,0.0,0.0,-4817821678.0,-17455291194.0,-12938009079.0,-16129610101.0
17,Tài sản thiếu chờ xử lý,0.0,0.0,0.0,0.0,0.0,0.0,167025507.0,0.0,0.0
18,"Hàng tồn kho, ròng",11955157304.0,12842272002.0,10040730963.0,11652486547.0,10805443433.0,7847012209.0,69252319691.0,59460942999.0,98540581658.0
19,Hàng tồn kho,11955157304.0,12842272002.0,10040730963.0,11652486547.0,10805443433.0,7847012209.0,69252319691.0,59460942999.0,98540581658.0
20,Dự phòng giảm giá HTK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,Tài sản lưu động khác,1929258569.0,21346695921.0,14533755889.0,16057957574.0,19024981777.0,1483241287.0,3264123047.0,1193119049.0,11716474593.0
22,Trả trước ngắn hạn,0.0,2419899655.0,7915685090.0,13872538812.0,16802140272.0,49060503.0,1374840660.0,1193119049.0,9094724414.0
23,Thuế VAT phải thu,0.0,17556987695.0,4053518915.0,0.0,0.0,158144457.0,1889282387.0,0.0,2621750179.0
24,Phải thu thuế khác,12000000.0,32971901.0,125876513.0,124747403.0,366388226.0,0.0,0.0,0.0,0.0
25,Giao dịch mua bán lại trái phiếu chính phủ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,Tài sản lưu động khác,1917258569.0,1336836670.0,2438675371.0,2060671359.0,1856453279.0,1276036327.0,0.0,0.0,0.0
27,TÀI SẢN DÀI HẠN,51932175229.0,272014847249.0,518689288521.0,688408951405.0,722682241694.0,708709064899.0,974783603763.0,988101077056.0,956772480654.0
28,Phải thu dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,209325780.0,223349840.0,242916700.0
29,Phải thu khách hàng dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,Trả trước người bán dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,Vốn kinh doanh ở các đơn vị trực thuộc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,Phải thu nội bộ dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,Phải thu về cho vay dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,Phải thu dài hạn khác,0.0,0.0,0.0,0.0,0.0,0.0,209325780.0,223349840.0,242916700.0
35,Dự phòng phải thu dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,Tài sản cố định,51646707389.0,271693344125.0,518358457368.0,687019933614.0,720739907662.0,708467157312.0,955671439782.0,972401097248.0,932481331626.0
37,GTCL TSCĐ hữu hình,24582122046.0,17555669984.0,20666820190.0,20875929242.0,20223450526.0,6150553572.0,955652106449.0,972321911531.0,932409760185.0
