,CHỈ TIÊU,2012,2013,2015,2016,2017,2018,2019,2020,2021,2022
0,Doanh số,93324927932.0,119192092823.0,114096265427.0,117203324945.0,155425290772.0,155980737343.0,224331896442.0,228386280141.0,140898561035.0,151172797388.0
1,Các khoản giảm trừ,0.0,-17996000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,Doanh số thuần,93324927932.0,119174096823.0,114096265427.0,117203324945.0,155425290772.0,155980737343.0,224331896442.0,228386280141.0,140898561035.0,151172797388.0
3,Giá vốn hàng bán,-75059817370.0,-98558318438.0,-89279610291.0,-95162258242.0,-131264080228.0,-137277819738.0,-200083204327.0,-208811811641.0,-124075600089.0,-130554322058.0
4,Lãi gộp,18265110562.0,20615778385.0,24816655136.0,22041066703.0,24161210544.0,18702917605.0,24248692115.0,19574468500.0,16822960946.0,20618475330.0
5,Thu nhập tài chính,7021758501.0,2298503761.0,463418506.0,542033846.0,314546496.0,307980559.0,419067375.0,363216824.0,40640500.0,3913144.0
6,Chi phí tài chính,0.0,-43250000.0,-186608333.0,-90520000.0,-159328533.0,-140377845.0,-138812134.0,-77366667.0,-242817669.0,-436138494.0
7,Trong đó: Chi phí lãi vay,0.0,0.0,-186608333.0,-90520000.0,-159328533.0,-136778799.0,-138812134.0,-77366667.0,-242817669.0,-436138494.0
8,Lãi/(lỗ) từ công ty liên doanh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,Chi phí bán hàng,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,Chi phí quản lý doanh  nghiệp,-23737407753.0,-23637727964.0,-22315091345.0,-19377716176.0,-22795274383.0,-15263139515.0,-19227039698.0,-16226615696.0,-13681272469.0,-17075511766.0
11,Lãi/(lỗ) từ hoạt động kinh doanh,1549461310.0,-766695818.0,2778373964.0,3114864373.0,1521154124.0,3607380804.0,5301907658.0,3633702961.0,2939511308.0,3110738214.0
12,Thu nhập khác,1428551180.0,14063614336.0,2188971889.0,3666674282.0,5822407843.0,2451327412.0,6771833359.0,2317647456.0,568833452.0,3623784080.0
13,Chi phí khác,-81861867.0,-9929740468.0,-324937300.0,-1779116162.0,-2323701127.0,-1058608953.0,-7073284631.0,-2854015643.0,-763215110.0,-3983721553.0
14,"Thu nhập khác, ròng",1346689313.0,4133873868.0,1864034589.0,1887558120.0,3498706716.0,1392718459.0,-301451272.0,-536368187.0,-194381658.0,-359937473.0
15,Lãi/(lỗ) từ công ty liên doanh  (từ năm 2015),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,Lãi/(lỗ) ròng trước thuế,2896150623.0,3367178050.0,4642408553.0,5002422493.0,5019860840.0,5000099263.0,5000456386.0,3097334774.0,2745129650.0,2750800741.0
17,Thuế thu nhập doanh nghiệp – hiện thời,-733161931.0,-862231471.0,-1056753397.0,-1080032606.0,-1092993013.0,-1038562110.0,-1124730470.0,-660203519.0,-421866742.0,-633532555.0
18,Thuế thu nhập doanh nghiệp – hoãn lại,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,Chi phí thuế thu nhập doanh nghiệp,-733161931.0,-862231471.0,-1056753397.0,-1080032606.0,-1092993013.0,-1038562110.0,-1124730470.0,-660203519.0,-421866742.0,-633532555.0
20,Lãi/(lỗ) thuần sau thuế,2162988692.0,2504946579.0,3585655156.0,3922389887.0,3926867827.0,3961537153.0,3875725916.0,2437131255.0,2323262908.0,2117268186.0
21,Lợi ích của cổ đông thiểu số,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,Lợi nhuận của Cổ đông của Công ty mẹ,2162988692.0,2504946579.0,3585655156.0,3922389887.0,3926867827.0,3961537153.0,3875725916.0,2437131255.0,2323262908.0,2117268186.0
23,Lãi cơ bản trên cổ phiếu,0.0,0.0,652.0,713.0,714.0,720.28,704.68,443.11,422.0,384.0
24,Lãi trên cổ phiếu pha loãng,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
