,Unnamed: 0,2015,2016,2018,2019,2020,2021,2022
0,Lưu chuyển tiền thuần từ các hoạt động sản xuất kinh doanh,4489446114.0,-15126976675.0,6347066795.0,13051019193.0,18212650990.0,53631226877.0,47467392915.0
1,Lãi/lỗ trước những thay đổi vốn lưu động,25051657659.0,87941058832.0,45105368075.0,45984485746.0,61872714389.0,66934027954.0,72440252414.0
2,Lãi trước thuế,13283946543.0,11631765318.0,17452735071.0,18836689106.0,25115391294.0,29023401172.0,24923861627.0
3,Khấu hao TSCĐ,8189586491.0,11190599212.0,10110339796.0,12800124148.0,17811141631.0,17164190362.0,21815701928.0
4,Phân bổ lợi thế thương mại,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,Chi phí dự phòng,0.0,58646497728.0,2186199757.0,1753109289.0,3234099506.0,8534801833.0,8520465402.0
6,Lãi/(lỗ) chênh lệch tỷ giá chưa thực hiện,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,Lãi/(lỗ) từ hoạt động đầu tư,-300204778.0,-1100726551.0,-1686163591.0,-45177532.0,-352959029.0,-3824047603.0,-1075507395.0
9,Chi phí lãi vay,3878329403.0,7572923125.0,17042257042.0,12639740735.0,16065040987.0,16035682190.0,18255730852.0
11,Các khoản điều chỉnh khác,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,(Tăng)/giảm các khoản phải thu,21365456125.0,-66326181368.0,208519290.0,-3339282179.0,67666549395.0,-15286717899.0,-19310277690.0
13,(Tăng)/giảm hàng tồn kho,7073889301.0,-14808467278.0,44052035596.0,-5783899540.0,-22897676483.0,20376969404.0,7775011287.0
14,Tăng/(giảm) các khoản phải trả,53444371163.0,-26129078550.0,-85624662303.0,3268772781.0,-27033932958.0,61146445526.0,11053303210.0
15,( Tăng)/giảm chi phí trả trước,-93237676497.0,15135255269.0,21280302893.0,-4546883713.0,-39847320249.0,-53621385096.0,3822802608.0
16,(Tăng)/giảm chứng khoán kinh doanh,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,Chi phí lãi vay đã trả,-3878329403.0,-7572923125.0,-17042257042.0,-12639740735.0,-16065040987.0,-16035682190.0,-18255730852.0
18,Thuế thu nhập doanh nghiệp đã trả,-1248474774.0,-2475030875.0,-203719714.0,-7786403167.0,-3571822117.0,-7450466027.0,-3575881702.0
19,Tiền thu khác từ các hoạt động kinh doanh,0.0,9921256849.0,0.0,0.0,0.0,0.0,231990000.0
20,Tiền chi khác từ các hoạt động kinh doanh,-4081447460.0,-10812866429.0,-1428520000.0,-2106030000.0,-1910820000.0,-2431964795.0,-6714076360.0
21,Lưu chuyển tiền tệ ròng từ hoạt động đầu tư,53276778.0,-2790563824.0,37596177.0,-30203821183.0,-9935966474.0,-36359098736.0,-33005588598.0
22,Tiền mua tài sản cố định và các tài sản dài hạn khác,0.0,-1689837273.0,0.0,-30248998715.0,-17455819695.0,-39476579746.0,-34217307163.0
23,Tiền thu được từ thanh lý tài sản cố định,0.0,-34087943.0,0.0,0.0,1082211612.0,3102028000.0,1199060000.0
24,Tiền cho vay hoặc mua công cụ nợ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,Tiền thu từ cho vay hoặc thu từ phát hành công cụ nợ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,Đầu tư vào các doanh nghiệp khác,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,Tiền thu từ việc bán các khoản đầu tư vào các doanh nghiệp khác,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,Cổ tức và tiền lãi nhận được,53276778.0,-1066638608.0,37596177.0,45177532.0,6437641609.0,15453010.0,12658565.0
29,Lưu chuyển tiền tệ từ hoạt động tài chính,-2439547865.0,15447441864.0,-4577701162.0,-10407737970.0,-8096053943.0,-14793815746.0,-15828773690.0
30,Tiền thu từ phát hành cổ phiếu và vốn góp,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,"Chi trả cho việc mua lại, trả lại cổ phiếu",0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,Tiền thu được các khoản đi vay,5818002135.0,20096043999.0,779650000.0,0.0,0.0,0.0,4618097701.0
33,Tiển trả các khoản đi vay,-8257550000.0,-4648602135.0,-5357351162.0,-700950000.0,-78700000.0,0.0,-4618097701.0
34,Tiền thanh toán vốn gốc đi thuê tài chính,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,Cổ tức đã trả,0.0,0.0,0.0,-9706787970.0,-8017353943.0,-14793815746.0,-15828773690.0
37,Lưu chuyển tiền thuần trong kỳ,2103175027.0,-2470098635.0,1806961810.0,-27560539960.0,180630573.0,2478312395.0,-1366969373.0
38,Tiền và tương đương tiền đầu kỳ,1492388330.0,3595563357.0,26125685221.0,27932647031.0,372107071.0,552737644.0,3031050039.0
39,Ảnh hưởng của chênh lệch tỷ giá,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,Tiền và tương đương tiền cuối kỳ,3595563357.0,1125464722.0,27932647031.0,372107071.0,552737644.0,3031050039.0,1664080666.0
