,CHỈ TIÊU,2015,2016,2018,2019,2020,2021,2022
0,Doanh số,496081464847.0,481639946266.0,486377440138.0,701302634353.0,707333364125.0,1146419818246.0,1263001526511.0
1,Các khoản giảm trừ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,Doanh số thuần,496081464847.0,481639946266.0,486377440138.0,701302634353.0,707333364125.0,1146419818246.0,1263001526511.0
3,Giá vốn hàng bán,-407235906259.0,-403963753178.0,-402011512910.0,-582256939632.0,-585182352466.0,-1013728881476.0,-1137907076551.0
4,Lãi gộp,88845558588.0,77676193088.0,84365927228.0,119045694721.0,122151011659.0,132690936770.0,125094449960.0
5,Thu nhập tài chính,53276778.0,1066638608.0,1686163591.0,2446457050.0,352959029.0,763879523.0,966013145.0
6,Chi phí tài chính,-3956572802.0,-7639861964.0,-17111880890.0,-12639740735.0,-16065040987.0,-16035682190.0,-18255730852.0
7,Trong đó: Chi phí lãi vay,-3878329403.0,-7572923125.0,-17042257042.0,-12639740735.0,-16065040987.0,-16035682190.0,-18255730852.0
8,Lãi/(lỗ) từ công ty liên doanh,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,Chi phí bán hàng,-27438515553.0,-16946658072.0,-13560567814.0,-31579978739.0,-15427990850.0,-13411767760.0,0.0
10,Chi phí quản lý doanh  nghiệp,-44594428140.0,-42272621857.0,-39058584435.0,-58413605313.0,-65278148504.0,-74426084892.0,-82797320966.0
11,Lãi/(lỗ) từ hoạt động kinh doanh,12909318871.0,11883689803.0,16321057680.0,18858826984.0,25732790347.0,29581281451.0,25007411287.0
12,Thu nhập khác,16250748798.0,112652543.0,1162119550.0,104573800.0,6348230380.0,3271974097.0,215561348.0
13,Chi phí khác,-15876121126.0,-364577028.0,-30442159.0,-126711678.0,-6965629433.0,-3829854376.0,-299111008.0
14,"Thu nhập khác, ròng",374627672.0,-251924485.0,1131677391.0,-22137878.0,-617399053.0,-557880279.0,-83549660.0
16,Lãi/(lỗ) ròng trước thuế,13283946543.0,11631765318.0,17452735071.0,18836689106.0,25115391294.0,29023401172.0,24923861627.0
17,Thuế thu nhập doanh nghiệp – hiện thời,-2922735041.0,-2399268469.0,-3585895114.0,-7383326330.0,-3981368799.0,-6419579728.0,-5387341612.0
18,Thuế thu nhập doanh nghiệp – hoãn lại,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,Chi phí thuế thu nhập doanh nghiệp,-2922735041.0,-2399268469.0,-3585895114.0,-7383326330.0,-3981368799.0,-6419579728.0,-5387341612.0
20,Lãi/(lỗ) thuần sau thuế,10361211502.0,9232496849.0,13866839957.0,11453362776.0,21134022495.0,22603821444.0,19536520015.0
21,Lợi ích của cổ đông thiểu số,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,Lợi nhuận của Cổ đông của Công ty mẹ,10361211502.0,9232496849.0,13866839957.0,11453362776.0,21134022495.0,22603821444.0,19536520015.0
23,Lãi cơ bản trên cổ phiếu,0.0,0.0,1941.0,1833.0,3381.0,3617.0,3126.0
24,Lãi trên cổ phiếu pha loãng,0.0,0.0,0.0,1833.0,3381.0,0.0,0.0
