,CHỈ TIÊU,2014,2015,2016,2017,2018,2019,2020,2021,2022
0,Doanh số,26284600611.0,26368306102.0,31434789699.0,31714968642.0,28412472876.0,29150833027.0,28224482843.0,27662304614.0,29568076372.0
1,Các khoản giảm trừ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,Doanh số thuần,26284600611.0,26368306102.0,31434789699.0,31714968642.0,28412472876.0,29150833027.0,28224482843.0,27662304614.0,29568076372.0
3,Giá vốn hàng bán,-19502303777.0,-21717630761.0,-25437024559.0,-25013997458.0,-21735804582.0,-22010172361.0,-21751633192.0,-18542365513.0,-22623295571.0
4,Lãi gộp,6782296834.0,4650675341.0,5997765140.0,6700971184.0,6676668294.0,7140660666.0,6472849651.0,9119939101.0,6944780801.0
5,Thu nhập tài chính,746254809.0,710742774.0,38212941.0,153425536.0,171891681.0,284530269.0,352556738.0,407693160.0,365955849.0
6,Chi phí tài chính,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,Trong đó: Chi phí lãi vay,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,Lãi/(lỗ) từ công ty liên doanh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,Chi phí bán hàng,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,Chi phí quản lý doanh  nghiệp,-3232968854.0,-5181700858.0,-5635611957.0,-6171289925.0,-6163153800.0,-7268049614.0,-6318977661.0,-6542556536.0,-6853809779.0
11,Lãi/(lỗ) từ hoạt động kinh doanh,4295582789.0,179717257.0,400366124.0,683106795.0,685406175.0,157141321.0,506428728.0,2985075725.0,456926871.0
12,Thu nhập khác,69634512.0,62507385.0,15763730.0,111460415.0,0.0,44400000.0,3340.0,46465545.0,0.0
13,Chi phí khác,-50603098.0,-53929400.0,-87113047.0,-116678311.0,-18340580.0,-80997169.0,-159766734.0,-11991745.0,-14327156.0
14,"Thu nhập khác, ròng",19031414.0,8577985.0,-71349317.0,-5217896.0,-18340580.0,-36597169.0,-159763394.0,34473800.0,-14327156.0
16,Lãi/(lỗ) ròng trước thuế,4314614203.0,188295242.0,329016807.0,677888899.0,667065595.0,120544152.0,346665334.0,3019549525.0,442599715.0
17,Thuế thu nhập doanh nghiệp – hiện thời,-169649643.0,-69688229.0,-90767008.0,-226062836.0,-150658766.0,-54708264.0,-277180772.0,-434555856.0,-115471161.0
18,Thuế thu nhập doanh nghiệp – hoãn lại,-895145641.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,Chi phí thuế thu nhập doanh nghiệp,-1064795284.0,-69688229.0,-90767008.0,-226062836.0,-150658766.0,-54708264.0,-277180772.0,-434555856.0,-115471161.0
20,Lãi/(lỗ) thuần sau thuế,3249818919.0,118607013.0,238249799.0,451826063.0,516406829.0,65835888.0,69484562.0,2584993669.0,327128554.0
21,Lợi ích của cổ đông thiểu số,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,Lợi nhuận của Cổ đông của Công ty mẹ,3249818919.0,118607013.0,238249799.0,451826063.0,516406829.0,65835888.0,69484562.0,2584993669.0,327128554.0
23,Lãi cơ bản trên cổ phiếu,2084.0,82.0,120.0,282.0,322.0,37.0,44.0,1629.0,182.0
24,Lãi trên cổ phiếu pha loãng,0.0,0.0,0.0,0.0,322.0,37.0,44.0,1629.0,0.0
