,CHỈ TIÊU,2016,2017,2018,2019,2020,2021,2022
0,TỔNG TÀI SẢN,125668457445.0,112451002373.0,85842524118.0,77940447149.0,74927614671.0,72787742100.0,67524096210.0
1,TÀI SẢN NGẮN HẠN,50715827571.0,46685497747.0,34011489947.0,36225103645.0,38685655491.0,41638798323.0,39653385015.0
2,Tiền và tương đương tiền,31028546229.0,11016087374.0,13713412043.0,10905024110.0,6596443260.0,10659532920.0,9229307242.0
3,Tiền,27028546229.0,11016087374.0,10113412043.0,7905024110.0,2296443260.0,7659532920.0,6229307242.0
4,Các khoản tương đương tiền,4000000000.0,0.0,3600000000.0,3000000000.0,4300000000.0,3000000000.0,3000000000.0
5,Giá trị thuần đầu tư ngắn hạn,0.0,0.0,0.0,13300000000.0,16600000000.0,19200000000.0,19600000000.0
6,Đầu tư ngắn hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,Dự phòng đầu tư ngắn hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,Chứng khoán đầu tư giữ đến ngày đáo hạn,0.0,0.0,0.0,13300000000.0,16600000000.0,19200000000.0,19600000000.0
9,Các khoản phải thu,17774289530.0,24657712233.0,20001322632.0,10492844218.0,8936584949.0,10521394499.0,10164056576.0
10,Phải thu khách hàng,16887556214.0,23988694219.0,18758311058.0,10240281070.0,5560741177.0,11699595896.0,11429963611.0
11,Trả trước người bán,5000000.0,101516000.0,807960209.0,217276849.0,129112760.0,124386802.0,246622164.0
12,Phải thu nội bộ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,Phải thu về XDCB,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,Phải thu về cho vay ngắn hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,Phải thu khác,881733316.0,567502014.0,671904419.0,185211496.0,3454846387.0,450480000.0,240539000.0
16,Dự phòng nợ khó đòi,0.0,0.0,-236853054.0,-149925197.0,-208115375.0,-1753068199.0,-1753068199.0
17,Tài sản thiếu chờ xử lý,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,"Hàng tồn kho, ròng",389555512.0,10246809982.0,296755272.0,1270232457.0,6346535185.0,1257870904.0,660021197.0
19,Hàng tồn kho,389555512.0,10246809982.0,296755272.0,1270232457.0,6346535185.0,1257870904.0,660021197.0
20,Dự phòng giảm giá HTK,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,Tài sản lưu động khác,1523436300.0,764888158.0,0.0,257002860.0,206092097.0,0.0,0.0
22,Trả trước ngắn hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,Thuế VAT phải thu,1523436300.0,153122049.0,0.0,0.0,0.0,0.0,0.0
24,Phải thu thuế khác,0.0,611766109.0,0.0,257002860.0,206092097.0,0.0,0.0
25,Giao dịch mua bán lại trái phiếu chính phủ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,Tài sản lưu động khác,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,TÀI SẢN DÀI HẠN,74952629874.0,65765504626.0,51831034171.0,41715343504.0,36241959180.0,31148943777.0,27870711195.0
28,Phải thu dài hạn,2478169372.0,2662269823.0,253922207.0,0.0,615992000.0,0.0,0.0
29,Phải thu khách hàng dài hạn,2565681545.0,2749781996.0,2676444996.0,1522275348.0,2112496072.0,0.0,0.0
30,Trả trước người bán dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,Vốn kinh doanh ở các đơn vị trực thuộc,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,Phải thu nội bộ dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,Phải thu về cho vay dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,Phải thu dài hạn khác,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,Dự phòng phải thu dài hạn,-87512173.0,-87512173.0,-2422522789.0,-1522275348.0,-1496504072.0,0.0,0.0
36,Tài sản cố định,72474460502.0,63103234803.0,51577111964.0,41715343504.0,35623967180.0,31143943777.0,27374318455.0
37,GTCL TSCĐ hữu hình,72474460502.0,63103234803.0,51317194155.0,41568759028.0,35590505262.0,31143943777.0,27374318455.0
38,Nguyên giá TSCĐ hữu hình,97497331518.0,99716064701.0,99716064701.0,99767850415.0,99805450415.0,99805450415.0,99960620415.0
39,Khấu hao lũy kế TSCĐ hữu hình,-25022871016.0,-36612829898.0,-48398870546.0,-58199091387.0,-64214945153.0,-68661506638.0,-72586301960.0
40,GTCL Tài sản thuê tài chính,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,Nguyên giá tài sản thuê tài chính,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,Khấu hao lũy kế tài sản thuê tài chính,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,GTCL tài sản cố định vô hình,0.0,0.0,259917809.0,146584476.0,33461918.0,0.0,0.0
44,Nguyên giá TSCĐ vô hình,0.0,0.0,340000000.0,340000000.0,340000000.0,340000000.0,340000000.0
45,Khấu hao lũy kế TSCĐ vô hình,0.0,0.0,-80082191.0,-193415524.0,-306538082.0,-340000000.0,-340000000.0
46,Bất động sản đầu tư,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,Nguyên giá tài sản đầu tư,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,Khấu hao lũy kế tài sản đầu tư,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,Tài sản dở dang dài hạn,0.0,0.0,0.0,0.0,2000000.0,5000000.0,496392740.0
