,Unnamed: 0,2016,2017,2018,2019,2020,2021,2022
0,Lưu chuyển tiền thuần từ các hoạt động sản xuất kinh doanh,16163619601.0,-4672353409.0,13384239981.0,21649009538.0,10233465125.0,13991916439.0,6981900573.0
1,Lãi/lỗ trước những thay đổi vốn lưu động,29824539210.0,25284583486.0,29827709500.0,18301768963.0,12447979174.0,13614230664.0,14738307693.0
2,Lãi trước thuế,19197287027.0,11524429341.0,13497753679.0,7911115330.0,6152098973.0,9237206790.0,11401122995.0
3,Khấu hao TSCĐ,8729443073.0,11589958882.0,11866122839.0,10101268460.0,6128976324.0,4480023403.0,3924795322.0
4,Phân bổ lợi thế thương mại,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,Chi phí dự phòng,0.0,0.0,2471863670.0,-887175298.0,32418902.0,48448752.0,0.0
6,Lãi/(lỗ) chênh lệch tỷ giá chưa thực hiện,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,Lãi/(lỗ) từ hoạt động đầu tư,-156288890.0,-653627737.0,-146834688.0,-569602529.0,-1223054025.0,-1109843281.0,-1153991624.0
9,Chi phí lãi vay,2054098000.0,2823823000.0,2138804000.0,1746163000.0,1357539000.0,958395000.0,566381000.0
11,Các khoản điều chỉnh khác,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,(Tăng)/giảm các khoản phải thu,-8680437845.0,-6308975012.0,4745995596.0,10649575919.0,701756270.0,-811174205.0,357337923.0
13,(Tăng)/giảm hàng tồn kho,376969834.0,-9857254470.0,9950054710.0,-973477185.0,-5076302728.0,5088664281.0,597849707.0
14,Tăng/(giảm) các khoản phải trả,1579769047.0,-7294269961.0,-26722438147.0,-842102097.0,5280442067.0,-510243062.0,-4778929292.0
15,( Tăng)/giảm chi phí trả trước,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,(Tăng)/giảm chứng khoán kinh doanh,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,Chi phí lãi vay đã trả,-1985617000.0,-2823823000.0,-2138804000.0,-1746163000.0,-1357539000.0,-958395000.0,-566381000.0
18,Thuế thu nhập doanh nghiệp đã trả,-4543603645.0,-2921114452.0,-1382677678.0,-2191775062.0,-269758658.0,-818294239.0,-1307102529.0
19,Tiền thu khác từ các hoạt động kinh doanh,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,Tiền chi khác từ các hoạt động kinh doanh,-408000000.0,-751500000.0,-895600000.0,-1548818000.0,-1493112000.0,-1612872000.0,-2059181929.0
21,Lưu chuyển tiền tệ ròng từ hoạt động đầu tư,-20864119493.0,-1565105446.0,-193165312.0,-12969897471.0,-2116545975.0,-1493156719.0,107428884.0
22,Tiền mua tài sản cố định và các tài sản dài hạn khác,-21020408383.0,-2218733183.0,-340000000.0,-239500000.0,-39600000.0,-3000000.0,-646562740.0
23,Tiền thu được từ thanh lý tài sản cố định,0.0,0.0,0.0,45454545.0,0.0,0.0,0.0
24,Tiền cho vay hoặc mua công cụ nợ,0.0,0.0,0.0,-13300000000.0,-3300000000.0,-2600000000.0,-19600000000.0
25,Tiền thu từ cho vay hoặc thu từ phát hành công cụ nợ,0.0,0.0,0.0,0.0,0.0,0.0,19200000000.0
26,Đầu tư vào các doanh nghiệp khác,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,Tiền thu từ việc bán các khoản đầu tư vào các doanh nghiệp khác,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,Cổ tức và tiền lãi nhận được,156288890.0,653627737.0,146834688.0,524147984.0,1223054025.0,1109843281.0,1153991624.0
29,Lưu chuyển tiền tệ từ hoạt động tài chính,11225000000.0,-13775000000.0,-10493750000.0,-11487500000.0,-12425500000.0,-8435670060.0,-8519555135.0
30,Tiền thu từ phát hành cổ phiếu và vốn góp,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,"Chi trả cho việc mua lại, trả lại cổ phiếu",0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,Tiền thu được các khoản đi vay,20000000000.0,0.0,15000000000.0,0.0,0.0,0.0,0.0
33,Tiển trả các khoản đi vay,-3750000000.0,-8750000000.0,-20468750000.0,-5625000000.0,-5625000000.0,-5625000000.0,-5000000000.0
34,Tiền thanh toán vốn gốc đi thuê tài chính,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,Cổ tức đã trả,-5025000000.0,-5025000000.0,-5025000000.0,-5862500000.0,-6800500000.0,-2810670060.0,-3519555135.0
37,Lưu chuyển tiền thuần trong kỳ,6524500108.0,-20012458855.0,2697324669.0,-2808387933.0,-4308580850.0,4063089660.0,-1430225678.0
38,Tiền và tương đương tiền đầu kỳ,24504046121.0,31028546229.0,11016087374.0,13713412043.0,10905024110.0,6596443260.0,10659532920.0
39,Ảnh hưởng của chênh lệch tỷ giá,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,Tiền và tương đương tiền cuối kỳ,31028546229.0,11016087374.0,13713412043.0,10905024110.0,6596443260.0,10659532920.0,9229307242.0
