,CHỈ TIÊU,2016,2017,2018,2019,2020,2021,2022
0,Doanh số,107295470709.0,112892439719.0,124406662949.0,63451975911.0,47447099251.0,57636385599.0,50471547817.0
1,Các khoản giảm trừ,0.0,-949352.0,-45525845.0,-3927166.0,0.0,0.0,0.0
2,Doanh số thuần,107295470709.0,112891490367.0,124361137104.0,63448048745.0,47447099251.0,57636385599.0,50471547817.0
3,Giá vốn hàng bán,-83211805893.0,-93944323312.0,-92837578381.0,-44523481672.0,-30233321482.0,-38776262025.0,-29092206764.0
4,Lãi gộp,24083664816.0,18947167055.0,31523558723.0,18924567073.0,17213777769.0,18860123574.0,21379341053.0
5,Thu nhập tài chính,332516108.0,653627737.0,146834688.0,524147984.0,1223054025.0,1109843281.0,1153991624.0
6,Chi phí tài chính,-2054098000.0,-2823823000.0,-2138804000.0,-1746163000.0,-1357539000.0,-958395000.0,-566381000.0
7,Trong đó: Chi phí lãi vay,-2054098000.0,-2823823000.0,-2138804000.0,-1746163000.0,-1357539000.0,-958395000.0,-566381000.0
8,Lãi/(lỗ) từ công ty liên doanh,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,Chi phí bán hàng,-328320911.0,-1549724397.0,-3126576723.0,-3311212784.0,-4054578367.0,-3380330678.0,-3676935880.0
10,Chi phí quản lý doanh  nghiệp,-2836474986.0,-3702842214.0,-12907739249.0,-6523800832.0,-6913548850.0,-6535025987.0,-6922941296.0
11,Lãi/(lỗ) từ hoạt động kinh doanh,19197287027.0,11524405181.0,13497273439.0,7867538441.0,6111165577.0,9096215190.0,11367074501.0
12,Thu nhập khác,0.0,1424160.0,480240.0,45808975.0,328565483.0,356589850.0,543055280.0
13,Chi phí khác,0.0,-1400000.0,0.0,-2232086.0,-287632087.0,-215598250.0,-509006786.0
14,"Thu nhập khác, ròng",0.0,24160.0,480240.0,43576889.0,40933396.0,140991600.0,34048494.0
16,Lãi/(lỗ) ròng trước thuế,19197287027.0,11524429341.0,13497753679.0,7911115330.0,6152098973.0,9237206790.0,11401122995.0
17,Thuế thu nhập doanh nghiệp – hiện thời,-4621999981.0,-1091212732.0,-2743550736.0,-1185665253.0,-534997522.0,-891890827.0,-1456237535.0
18,Thuế thu nhập doanh nghiệp – hoãn lại,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,Chi phí thuế thu nhập doanh nghiệp,-4621999981.0,-1091212732.0,-2743550736.0,-1185665253.0,-534997522.0,-891890827.0,-1456237535.0
20,Lãi/(lỗ) thuần sau thuế,14575287046.0,10433216609.0,10754202943.0,6725450077.0,5617101451.0,8345315963.0,9944885460.0
21,Lợi ích của cổ đông thiểu số,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,Lợi nhuận của Cổ đông của Công ty mẹ,14575287046.0,10433216609.0,10754202943.0,6725450077.0,5617101451.0,8345315963.0,9944885460.0
23,Lãi cơ bản trên cổ phiếu,7251.0,5263.0,4725.0,2380.0,1498.0,2910.0,3466.0
24,Lãi trên cổ phiếu pha loãng,0.0,0.0,0.0,2380.0,1498.0,2910.0,3466.0
