,CHỈ TIÊU,2014,2015,2016,2017,2018,2019,2020,2021,2022
0,TỔNG TÀI SẢN,254597616370.0,361778607632.0,416907019929.0,401063240529.0,405413705675.0,400915455263.0,491469957127.0,529689766836.0,618782172855.0
1,TÀI SẢN NGẮN HẠN,69663146092.0,108671102996.0,90693234394.0,78388960560.0,102418311699.0,118248301314.0,204339586961.0,214428458241.0,237073256378.0
2,Tiền và tương đương tiền,8358957611.0,42503624900.0,17548364680.0,15790133605.0,9235451487.0,24653993334.0,32160790862.0,27226229871.0,52173286969.0
3,Tiền,8358957611.0,42503624900.0,17548364680.0,15790133605.0,8555451487.0,24653993334.0,32160790862.0,27226229871.0,10151095169.0
4,Các khoản tương đương tiền,0.0,0.0,0.0,0.0,680000000.0,0.0,0.0,0.0,42022191800.0
5,Giá trị thuần đầu tư ngắn hạn,0.0,0.0,0.0,0.0,0.0,0.0,32000000000.0,0.0,0.0
6,Đầu tư ngắn hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,Dự phòng đầu tư ngắn hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,Chứng khoán đầu tư giữ đến ngày đáo hạn,0.0,0.0,0.0,0.0,0.0,0.0,32000000000.0,0.0,0.0
9,Các khoản phải thu,21842082587.0,33522146140.0,25279081801.0,11482312616.0,17447003646.0,27639245540.0,53067692471.0,28555148319.0,105345477906.0
10,Phải thu khách hàng,2264070442.0,4636553182.0,13834559336.0,9647940280.0,13509956368.0,24176645267.0,24667004266.0,21062447229.0,72341778869.0
11,Trả trước người bán,18499477507.0,28305055150.0,11085796182.0,1219933749.0,3543208209.0,2749073091.0,27328852384.0,7046119035.0,29976578906.0
12,Phải thu nội bộ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,Phải thu về XDCB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,Phải thu về cho vay ngắn hạn,150000000.0,0.0,150000000.0,57000000.0,0.0,0.0,0.0,0.0,0.0
15,Phải thu khác,928534638.0,580537808.0,208726283.0,557438587.0,393839069.0,713527182.0,1071835821.0,446582055.0,3027120131.0
16,Dự phòng nợ khó đòi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,Tài sản thiếu chờ xử lý,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,"Hàng tồn kho, ròng",39410142283.0,32555228977.0,47367731392.0,50863115754.0,75477918445.0,65782339811.0,86787071694.0,158360670670.0,79454622476.0
19,Hàng tồn kho,39410142283.0,32555228977.0,47367731392.0,50863115754.0,75477918445.0,65782339811.0,86787071694.0,158360670670.0,79454622476.0
20,Dự phòng giảm giá HTK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,Tài sản lưu động khác,51963611.0,90102979.0,498056521.0,253398585.0,257938121.0,172722629.0,324031934.0,286409381.0,99869027.0
22,Trả trước ngắn hạn,51963611.0,90102979.0,87415858.0,253398585.0,257938121.0,172722629.0,225640006.0,286409381.0,99869027.0
23,Thuế VAT phải thu,0.0,0.0,410640663.0,0.0,0.0,0.0,98391928.0,0.0,0.0
24,Phải thu thuế khác,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,Giao dịch mua bán lại trái phiếu chính phủ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
