,Unnamed: 0,2015,2016,2017,2018,2019,2020,2021,2022
0,Lưu chuyển tiền thuần từ các hoạt động sản xuất kinh doanh,7741363215.0,5270307728.0,1864425396.0,17457702733.0,7165619551.0,3641901615.0,18006385881.0,19390131699.0
1,Lãi/lỗ trước những thay đổi vốn lưu động,15154149712.0,14855216300.0,14524190064.0,15999482722.0,15816270112.0,15436793791.0,15824256895.0,25154163792.0
2,Lãi trước thuế,11998919764.0,11677775625.0,10802226427.0,11294780135.0,11540543857.0,11341597900.0,11315702341.0,13598524033.0
3,Khấu hao TSCĐ,3748138953.0,4329830469.0,4403708098.0,4732978579.0,4662176597.0,4445348478.0,4093824927.0,3738388855.0
4,Phân bổ lợi thế thương mại,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,Chi phí dự phòng,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8849144950.0
6,Lãi/(lỗ) chênh lệch tỷ giá chưa thực hiện,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,Lãi/(lỗ) từ hoạt động đầu tư,-592909005.0,-1152389794.0,-681744461.0,-64299965.0,-386450342.0,-350152587.0,414729627.0,-1031894046.0
9,Chi phí lãi vay,0.0,0.0,0.0,36023973.0,0.0,0.0,0.0,0.0
11,Các khoản điều chỉnh khác,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,(Tăng)/giảm các khoản phải thu,863178635.0,-337271318.0,-2544012004.0,-745865601.0,-2235110552.0,558462368.0,-6398562507.0,-11485316090.0
13,(Tăng)/giảm hàng tồn kho,-365913248.0,-7442738306.0,2544465337.0,-6325580073.0,-7051157874.0,-13766067859.0,-10964865066.0,-16024914335.0
14,Tăng/(giảm) các khoản phải trả,-3703973326.0,968584826.0,-6974065735.0,10666066615.0,6502467595.0,5842150708.0,30179709183.0,29372674697.0
15,( Tăng)/giảm chi phí trả trước,481002875.0,185782275.0,-1452948639.0,529544236.0,281325678.0,-637256249.0,-1093897166.0,1147699598.0
16,(Tăng)/giảm chứng khoán kinh doanh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,Chi phí lãi vay đã trả,0.0,0.0,0.0,-36023973.0,0.0,0.0,0.0,0.0
18,Thuế thu nhập doanh nghiệp đã trả,-2235782537.0,-2277667110.0,-2509808691.0,-904401193.0,-4805029408.0,-2436553144.0,-8146067458.0,-7232526963.0
19,Tiền thu khác từ các hoạt động kinh doanh,5083910600.0,4294437000.0,35111128.0,960000.0,0.0,0.0,3000000.0,0.0
20,Tiền chi khác từ các hoạt động kinh doanh,-7535209496.0,-4976035939.0,-1758506064.0,-1726480000.0,-1343146000.0,-1355628000.0,-1397188000.0,-1541649000.0
21,Lưu chuyển tiền tệ ròng từ hoạt động đầu tư,-10142337843.0,-5219337303.0,226046384.0,-7805070503.0,-406531743.0,-866958660.0,-864822301.0,-297731499.0
22,Tiền mua tài sản cố định và các tài sản dài hạn khác,-5135314859.0,-5926386000.0,-6535498546.0,-7885136400.0,-781174000.0,-1243406400.0,-1108962000.0,-1400189833.0
23,Tiền thu được từ thanh lý tài sản cố định,0.0,0.0,0.0,0.0,0.0,0.0,6364000.0,17685778.0
24,Tiền cho vay hoặc mua công cụ nợ,-7156814846.0,-12412482102.0,0.0,0.0,0.0,0.0,0.0,0.0
25,Tiền thu từ cho vay hoặc thu từ phát hành công cụ nợ,1626402068.0,11968626139.0,5974268741.0,0.0,0.0,0.0,0.0,0.0
26,Đầu tư vào các doanh nghiệp khác,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,Tiền thu từ việc bán các khoản đầu tư vào các doanh nghiệp khác,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,Cổ tức và tiền lãi nhận được,523389794.0,1150904660.0,787276189.0,80065897.0,374642257.0,376447740.0,237775699.0,1084772556.0
29,Lưu chuyển tiền tệ từ hoạt động tài chính,10416582818.0,-3647599900.0,-7334811700.0,-6907988000.0,-7216001000.0,-7216001000.0,-7216001000.0,-7210392000.0
30,Tiền thu từ phát hành cổ phiếu và vốn góp,10416582818.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,"Chi trả cho việc mua lại, trả lại cổ phiếu",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,Tiền thu được các khoản đi vay,0.0,0.0,0.0,4200000000.0,0.0,0.0,0.0,0.0
33,Tiển trả các khoản đi vay,0.0,0.0,0.0,-4200000000.0,0.0,0.0,0.0,0.0
34,Tiền thanh toán vốn gốc đi thuê tài chính,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,Cổ tức đã trả,0.0,-3647599900.0,-7334811700.0,-6907988000.0,-7216001000.0,-7216001000.0,-7216001000.0,-7210392000.0
37,Lưu chuyển tiền thuần trong kỳ,8015608190.0,-3596629475.0,-5244339920.0,2744644230.0,-456913192.0,-4441058045.0,9925562580.0,11882008200.0
38,Tiền và tương đương tiền đầu kỳ,11729926006.0,19745534196.0,16148904721.0,10904564801.0,13649209031.0,13192295839.0,8751237794.0,18676800374.0
39,Ảnh hưởng của chênh lệch tỷ giá,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,Tiền và tương đương tiền cuối kỳ,19745534196.0,16148904721.0,10904564801.0,13649209031.0,13192295839.0,8751237794.0,18676800374.0,30558808574.0
