,CHỈ TIÊU,2016,2017,2018,2019,2020,2021,2022
0,TỔNG TÀI SẢN,29580197025.0,63097768626.0,66100081492.0,63719649907.0,63977313544.0,64126278973.0,63836864653.0
1,TÀI SẢN NGẮN HẠN,13147377649.0,23633895276.0,32886957500.0,37244792302.0,42605477538.0,47808874442.0,51122294358.0
2,Tiền và tương đương tiền,1000963.0,576746602.0,6717532696.0,8653355128.0,9050205087.0,17711367856.0,23796984771.0
3,Tiền,1000963.0,576746602.0,6717532696.0,7653355128.0,9050205087.0,17711367856.0,23796984771.0
4,Các khoản tương đương tiền,0.0,0.0,0.0,1000000000.0,0.0,0.0,0.0
5,Giá trị thuần đầu tư ngắn hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,Đầu tư ngắn hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,Dự phòng đầu tư ngắn hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,Chứng khoán đầu tư giữ đến ngày đáo hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,Các khoản phải thu,6300813555.0,12281581874.0,20337976867.0,21371130043.0,24743284018.0,22192127039.0,18718788413.0
10,Phải thu khách hàng,5898080048.0,11240590314.0,13088630179.0,5928462210.0,6953702929.0,4278945695.0,1828059500.0
11,Trả trước người bán,323340600.0,0.0,0.0,35719153.0,41094424.0,134611614.0,200324250.0
12,Phải thu nội bộ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,Phải thu về XDCB,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,Phải thu về cho vay ngắn hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,Phải thu khác,79392907.0,1040991560.0,7249346688.0,15406948680.0,17748486665.0,17845288250.0,16784050871.0
16,Dự phòng nợ khó đòi,0.0,0.0,0.0,0.0,0.0,-66718520.0,-93646208.0
17,Tài sản thiếu chờ xử lý,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,"Hàng tồn kho, ròng",6749335376.0,9874891239.0,5635703884.0,6997306543.0,8412621756.0,7643239015.0,8494223899.0
19,Hàng tồn kho,6749335376.0,9874891239.0,5635703884.0,6997306543.0,8412621756.0,7643239015.0,8494223899.0
20,Dự phòng giảm giá HTK,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,Tài sản lưu động khác,96227755.0,900675561.0,195744053.0,223000588.0,399366677.0,262140532.0,112297275.0
22,Trả trước ngắn hạn,96227755.0,813718487.0,187696026.0,221739050.0,73562161.0,29970774.0,112297275.0
23,Thuế VAT phải thu,0.0,86957074.0,0.0,0.0,310113968.0,60819725.0,0.0
24,Phải thu thuế khác,0.0,0.0,8048027.0,1261538.0,15690548.0,171350033.0,0.0
25,Giao dịch mua bán lại trái phiếu chính phủ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,Tài sản lưu động khác,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,TÀI SẢN DÀI HẠN,16432819376.0,39463873350.0,33213123992.0,26474857605.0,21371836006.0,16317404531.0,12714570295.0
28,Phải thu dài hạn,0.0,0.0,0.0,85800000.0,85800000.0,85800000.0,85800000.0
29,Phải thu khách hàng dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,Trả trước người bán dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,Vốn kinh doanh ở các đơn vị trực thuộc,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,Phải thu nội bộ dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,Phải thu về cho vay dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,Phải thu dài hạn khác,0.0,0.0,0.0,85800000.0,85800000.0,85800000.0,85800000.0
35,Dự phòng phải thu dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,Tài sản cố định,16395757906.0,21991008901.0,16518320995.0,12507968742.0,9183564494.0,5882209751.0,3814690215.0
37,GTCL TSCĐ hữu hình,16395757906.0,21991008901.0,16518320995.0,12507968742.0,9183564494.0,5882209751.0,3814690215.0
38,Nguyên giá TSCĐ hữu hình,20848987632.0,40605241187.0,41454331187.0,43145856368.0,43795037277.0,43872037277.0,43944037277.0
39,Khấu hao lũy kế TSCĐ hữu hình,-4453229726.0,-18614232286.0,-24936010192.0,-30637887626.0,-34611472783.0,-37989827526.0,-40129347062.0
40,GTCL Tài sản thuê tài chính,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,Nguyên giá tài sản thuê tài chính,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,Khấu hao lũy kế tài sản thuê tài chính,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,GTCL tài sản cố định vô hình,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,Nguyên giá TSCĐ vô hình,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,Khấu hao lũy kế TSCĐ vô hình,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,Bất động sản đầu tư,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,Nguyên giá tài sản đầu tư,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,Khấu hao lũy kế tài sản đầu tư,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,Tài sản dở dang dài hạn,0.0,404820000.0,1022560000.0,0.0,0.0,0.0,201256229.0
50,"Chi phí sản xuất, kinh doanh dở dang dài hạn",0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,Đầu tư dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,Đầu tư vào các công ty con,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,Đầu tư vào công ty liên doanh,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,Đầu tư dài hạn khác,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,Dự phòng giảm giá đầu tư dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,Đầu tư nắm giữ đến ngày đáo hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,Tài sản dài hạn khác,37061470.0,17068044449.0,15672242997.0,13881088863.0,12102471512.0,10349394780.0,8612823851.0
59,Trả trước dài hạn,37061470.0,17068044449.0,15672242997.0,13881088863.0,12102471512.0,10349394780.0,8612823851.0
60,Thuế thu nhập hoãn lại phải thu,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,"Thiết bị, vật tư, phụ tùng thay thế dài hạn",0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,Các tài sản dài hạn khác,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,NỢ PHẢI TRẢ,7156361155.0,12544477191.0,15419199164.0,12419317443.0,10251113847.0,11027249792.0,9651492410.0
65,Nợ ngắn hạn,7156361155.0,12544477191.0,15419199164.0,12419317443.0,10251113847.0,11027249792.0,9651492410.0
66,Phải trả người bán,3136924535.0,9798131554.0,10885235445.0,7264551332.0,8813674661.0,10018052763.0,4827571254.0
67,Người mua trả tiền trước,0.0,0.0,0.0,0.0,0.0,0.0,1047866368.0
68,Thuế và các khoản phải trả Nhà nước,711699019.0,403266260.0,386899856.0,432231112.0,0.0,4558461.0,124002711.0
69,Phải trả người lao động,1200000000.0,1069344638.0,1220336247.0,1212240121.0,901289996.0,0.0,3161707655.0
70,Chi phí phải trả,0.0,235756878.0,428754378.0,731695698.0,419538464.0,712391800.0,363831808.0
71,Phải trả nội bộ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,Phải trả về xây dựng cơ bản,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73,Doanh thu chưa thực hiện ngắn hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74,Phải trả khác,807346690.0,1037977861.0,2467713916.0,2746052292.0,84063838.0,247570544.0,74783600.0
75,Vay ngắn hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76,Dự phòng các khoản phải trả ngắn hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77,"Quỹ khen thưởng, phúc lợi",1300390911.0,0.0,30259322.0,32546888.0,32546888.0,44676224.0,51729014.0
78,Quỹ bình ổn giá,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,Giao dịch mua bán lại trái phiếu chính phủ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80,Nợ dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81,Phải trả nhà cung cấp dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82,Người mua trả tiền trước dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83,Chi phí phải trả dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84,Phải trả nội bộ về vốn kinh doanh,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85,Phải trả nội bộ dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86,Doanh thu chưa thực hiên,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87,Phải trả dài hạn khác,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88,Vay dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89,Trái phiếu chuyển đổi,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91,Thuế thu nhập hoãn lại phải trả,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93,Dự phòng các khoản công nợ dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94,Quỹ phát triển khoa học công nghệ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95,VỐN CHỦ SỞ HỮU,22423835870.0,50553291435.0,50680882328.0,51300332464.0,53726199697.0,53099029181.0,54185372243.0
96,Vốn và các quỹ,22423835870.0,50553291435.0,50680882328.0,51300332464.0,53726199697.0,53099029181.0,54185372243.0
97,Vốn góp,21150605206.0,50000000000.0,50000000000.0,50000000000.0,50000000000.0,50000000000.0,50000000000.0
98,Cổ phiếu phổ thông,21150605206.0,50000000000.0,50000000000.0,50000000000.0,50000000000.0,50000000000.0,50000000000.0
99,Cổ phiếu ưu đãi,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,Thặng dư vốn cổ phần,0.0,26626709.0,26626709.0,26626709.0,26626709.0,26626709.0,26626709.0
101,Quyền chọn chuyển đổi trái phiếu,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102,Vốn khác,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103,Cổ phiếu Quỹ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104,Chênh lệch đánh giá lại tài sản,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105,Chênh lệch tỷ giá,0.0,0.0,0.0,0.0,0.0,0.0,0.0
106,Quỹ đầu tư và phát triển,1273230664.0,0.0,654255619.0,1273705755.0,1273705755.0,1661844512.0,1887533786.0
107,Quỹ hỗ trợ sắp xếp doanh nghiệp,0.0,0.0,0.0,0.0,0.0,0.0,0.0
109,Quỹ khác,0.0,0.0,0.0,0.0,0.0,0.0,0.0
110,Lãi chưa phân phối,0.0,526664726.0,0.0,0.0,2425867233.0,1410557960.0,2271211748.0
111,LNST chưa phân phối lũy kế đến cuối kỳ trước,0.0,0.0,0.0,0.0,0.0,2686164.0,968254.0
112,LNST chưa phân phối kỳ này,0.0,526664726.0,0.0,0.0,2425867233.0,1407871796.0,2270243494.0
113,Lợi ích cổ đông không kiểm soát,0.0,0.0,0.0,0.0,0.0,0.0,0.0
114,Vốn Ngân sách nhà nước và quỹ khác,0.0,0.0,0.0,0.0,0.0,0.0,0.0
116,Vốn ngân sách nhà nước,0.0,0.0,0.0,0.0,0.0,0.0,0.0
117,Nguồn kinh phí đã hình thành TSCĐ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
119,TỔNG CỘNG NGUỒN VỐN,29580197025.0,63097768626.0,66100081492.0,63719649907.0,63977313544.0,64126278973.0,63836864653.0
