,Unnamed: 0,2016,2018,2019,2020,2021,2022
0,Lưu chuyển tiền thuần từ các hoạt động sản xuất kinh doanh,2266734077.0,8457724835.0,5457128114.0,3541696996.0,10286064123.0,7243538938.0
1,Lãi/lỗ trước những thay đổi vốn lưu động,9758311729.0,10806820550.0,10552417587.0,6755689500.0,5042853015.0,4804685136.0
2,Lãi trước thuế,5305127766.0,4499384864.0,4868126052.0,2841438224.0,1649878398.0,2861004368.0
3,Khấu hao TSCĐ,4453229726.0,6321777906.0,5701877434.0,3973585157.0,3378354743.0,2139519536.0
4,Phân bổ lợi thế thương mại,0.0,0.0,0.0,0.0,0.0,0.0
5,Chi phí dự phòng,0.0,0.0,0.0,0.0,66718520.0,26927688.0
6,Lãi/(lỗ) chênh lệch tỷ giá chưa thực hiện,0.0,0.0,0.0,0.0,0.0,0.0
8,Lãi/(lỗ) từ hoạt động đầu tư,-45763.0,-14342220.0,-17585899.0,-59333881.0,-52098646.0,-222766456.0
9,Chi phí lãi vay,0.0,0.0,0.0,0.0,0.0,0.0
11,Các khoản điều chỉnh khác,0.0,0.0,0.0,0.0,0.0,0.0
12,(Tăng)/giảm các khoản phải thu,-1939098572.0,-1717984158.0,7011393151.0,-1287167953.0,2298338139.0,3144868061.0
13,(Tăng)/giảm hàng tồn kho,-236447975.0,4239187355.0,-1361602659.0,-1415315213.0,769382741.0,-850984884.0
14,Tăng/(giảm) các khoản phải trả,-3619491382.0,1496542547.0,-3021133075.0,659740101.0,778822109.0,-1429273803.0
15,( Tăng)/giảm chi phí trả trước,100260277.0,2021823913.0,1757111110.0,1926794240.0,1796668119.0,1654244428.0
16,(Tăng)/giảm chứng khoán kinh doanh,0.0,0.0,0.0,0.0,0.0,0.0
17,Chi phí lãi vay đã trả,0.0,0.0,0.0,0.0,0.0,0.0
18,Thuế thu nhập doanh nghiệp đã trả,-915000000.0,-1317803860.0,-730000000.0,-688514679.0,-400000000.0,-380000000.0
19,Tiền thu khác từ các hoạt động kinh doanh,0.0,1017021488.0,1300000000.0,1968500000.0,0.0,300000000.0
20,Tiền chi khác từ các hoạt động kinh doanh,-881800000.0,-8087883000.0,-10051058000.0,-4378029000.0,0.0,0.0
21,Lưu chuyển tiền tệ ròng từ hoạt động đầu tư,-2265993941.0,-1185926031.0,-1101305682.0,-589847028.0,-24901354.0,-227922023.0
22,Tiền mua tài sản cố định và các tài sản dài hạn khác,-2266039704.0,-1200268251.0,-1118891581.0,-649180909.0,-77000000.0,-450688479.0
23,Tiền thu được từ thanh lý tài sản cố định,0.0,0.0,0.0,0.0,0.0,0.0
24,Tiền cho vay hoặc mua công cụ nợ,0.0,0.0,0.0,0.0,0.0,-5000000000.0
25,Tiền thu từ cho vay hoặc thu từ phát hành công cụ nợ,0.0,0.0,0.0,0.0,0.0,5000000000.0
26,Đầu tư vào các doanh nghiệp khác,0.0,0.0,0.0,0.0,0.0,0.0
27,Tiền thu từ việc bán các khoản đầu tư vào các doanh nghiệp khác,0.0,0.0,0.0,0.0,0.0,0.0
28,Cổ tức và tiền lãi nhận được,45763.0,14342220.0,17585899.0,59333881.0,52098646.0,222766456.0
29,Lưu chuyển tiền tệ từ hoạt động tài chính,260827.0,-1131012710.0,-2420000000.0,-2555000009.0,-1600000000.0,-930000000.0
30,Tiền thu từ phát hành cổ phiếu và vốn góp,260827.0,0.0,0.0,0.0,0.0,0.0
31,"Chi trả cho việc mua lại, trả lại cổ phiếu",0.0,0.0,0.0,0.0,0.0,0.0
32,Tiền thu được các khoản đi vay,0.0,0.0,0.0,0.0,0.0,0.0
33,Tiển trả các khoản đi vay,0.0,0.0,0.0,0.0,0.0,0.0
34,Tiền thanh toán vốn gốc đi thuê tài chính,0.0,0.0,0.0,0.0,0.0,0.0
35,Cổ tức đã trả,0.0,-1131012710.0,-2420000000.0,-2555000009.0,-1600000000.0,-930000000.0
37,Lưu chuyển tiền thuần trong kỳ,1000963.0,6140786094.0,1935822432.0,396849959.0,8661162769.0,6085616915.0
38,Tiền và tương đương tiền đầu kỳ,0.0,576746602.0,6717532696.0,8653355128.0,9050205087.0,17711367856.0
39,Ảnh hưởng của chênh lệch tỷ giá,0.0,0.0,0.0,0.0,0.0,0.0
40,Tiền và tương đương tiền cuối kỳ,1000963.0,6717532696.0,8653355128.0,9050205087.0,17711367856.0,23796984771.0
