,CHỈ TIÊU,2016,2017,2018,2019,2020,2021,2022
0,Doanh số,112525205377.0,143607983459.0,153998708392.0,133941734873.0,88669453014.0,61807749005.0,93274843383.0
1,Các khoản giảm trừ,-9386497097.0,-13137112141.0,0.0,-25985197.0,0.0,0.0,-13891744.0
2,Doanh số thuần,103138708280.0,130470871318.0,153998708392.0,133915749676.0,88669453014.0,61807749005.0,93260951639.0
3,Giá vốn hàng bán,-78282937521.0,-93141077196.0,-113178024665.0,-92549756357.0,-57930460548.0,-39619503156.0,-65084145829.0
4,Lãi gộp,24855770759.0,37329794122.0,40820683727.0,41365993319.0,30738992466.0,22188245849.0,28176805810.0
5,Thu nhập tài chính,45763.0,7469877.0,14342220.0,17585899.0,59333881.0,52098646.0,222766456.0
6,Chi phí tài chính,0.0,0.0,0.0,0.0,0.0,0.0,-35427939.0
7,Trong đó: Chi phí lãi vay,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,Lãi/(lỗ) từ công ty liên doanh,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,Chi phí bán hàng,-10978152857.0,-15752760626.0,-19470688801.0,-19673204849.0,-13332032518.0,-9310958288.0,-13505062690.0
10,Chi phí quản lý doanh  nghiệp,-7393072176.0,-13127619903.0,-16877401572.0,-16927371498.0,-14646735905.0,-11277023327.0,-12015631037.0
11,Lãi/(lỗ) từ hoạt động kinh doanh,6484591489.0,8456883470.0,4486935574.0,4783002871.0,2819557924.0,1652362880.0,2843450600.0
12,Thu nhập khác,59632678.0,203600891.0,12449290.0,85123181.0,21880300.0,10798942.0,18646413.0
13,Chi phí khác,0.0,0.0,0.0,0.0,0.0,-13283424.0,-1092645.0
14,"Thu nhập khác, ròng",59632678.0,203600891.0,12449290.0,85123181.0,21880300.0,-2484482.0,17553768.0
16,Lãi/(lỗ) ròng trước thuế,6544224167.0,8660484361.0,4499384864.0,4868126052.0,2841438224.0,1649878398.0,2861004368.0
17,Thuế thu nhập doanh nghiệp – hiện thời,-1308844833.0,-1738278307.0,-936951973.0,-996562706.0,-415570991.0,-243078976.0,-590760874.0
18,Thuế thu nhập doanh nghiệp – hoãn lại,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,Chi phí thuế thu nhập doanh nghiệp,-1308844833.0,-1738278307.0,-936951973.0,-996562706.0,-415570991.0,-243078976.0,-590760874.0
20,Lãi/(lỗ) thuần sau thuế,5235379334.0,6922206054.0,3562432891.0,3871563346.0,2425867233.0,1406799422.0,2270243494.0
21,Lợi ích của cổ đông thiểu số,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,Lợi nhuận của Cổ đông của Công ty mẹ,5235379334.0,6922206054.0,3562432891.0,3871563346.0,2425867233.0,1406799422.0,2270243494.0
23,Lãi cơ bản trên cổ phiếu,0.0,87.0,584.0,635.0,398.0,231.0,372.0
24,Lãi trên cổ phiếu pha loãng,0.0,0.0,0.0,0.0,0.0,0.0,0.0
