,CHỈ TIÊU,2005,2006,2007,2008,2009,2010,2011,2012,2013
0,TỔNG TÀI SẢN,96393575574.0,105195982239.0,223456202693.0,295597992898.0,302715353817.0,271893867557.0,247971798091.0,151892530726.0,125216641065.0
1,TÀI SẢN NGẮN HẠN,50567939364.0,61611141129.0,181107966544.0,134001768903.0,126600136709.0,114187918797.0,104794793714.0,25214799092.0,16011266656.0
2,Tiền và tương đương tiền,877754852.0,1208386178.0,61862340462.0,4404164236.0,2808720289.0,809062640.0,2618589314.0,67818634.0,541964068.0
3,Tiền,877754852.0,1208386178.0,3862340462.0,4404164236.0,2808720289.0,809062640.0,2618589314.0,67818634.0,541964068.0
4,Các khoản tương đương tiền,0.0,0.0,58000000000.0,0.0,0.0,0.0,0.0,0.0,0.0
5,Giá trị thuần đầu tư ngắn hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,Đầu tư ngắn hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,Dự phòng đầu tư ngắn hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,Chứng khoán đầu tư giữ đến ngày đáo hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,Các khoản phải thu,11821751299.0,20012182839.0,51060747858.0,43235028954.0,71360444274.0,54144616085.0,48619839905.0,11252338669.0,7133530910.0
10,Phải thu khách hàng,11996298301.0,19279027055.0,25162084856.0,36807884201.0,53444571710.0,41791597003.0,41835950097.0,32618455878.0,34645375582.0
11,Trả trước người bán,66534643.0,464473294.0,25865314088.0,2396912205.0,6815328405.0,2710844508.0,2831513509.0,2874369909.0,3221666959.0
12,Phải thu nội bộ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,Phải thu về XDCB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,Phải thu về cho vay ngắn hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,Phải thu khác,17317028.0,268682490.0,33348914.0,4030232548.0,11100544159.0,9642174574.0,3952376299.0,2558572500.0,2596192500.0
16,Dự phòng nợ khó đòi,-258398673.0,0.0,0.0,0.0,0.0,0.0,0.0,-26799059618.0,-33329704131.0
17,Tài sản thiếu chờ xử lý,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
