,Unnamed: 0,2008,2009,2010,2011,2012,2013
0,Lưu chuyển tiền thuần từ các hoạt động sản xuất kinh doanh,11150385794.0,-21477621089.0,-1209174002.0,21286775762.0,3517121229.0,433911612.0
1,Lãi/lỗ trước những thay đổi vốn lưu động,0.0,0.0,0.0,0.0,0.0,0.0
2,Lãi trước thuế,0.0,0.0,0.0,0.0,0.0,0.0
3,Khấu hao TSCĐ,9813391468.0,0.0,14675130907.0,14589554106.0,0.0,0.0
5,Chi phí dự phòng,0.0,0.0,0.0,0.0,0.0,0.0
6,Lãi/(lỗ) chênh lệch tỷ giá chưa thực hiện,0.0,0.0,0.0,0.0,0.0,0.0
7,Lãi/(lỗ) từ thanh lý tài sản cố định,0.0,0.0,0.0,0.0,0.0,0.0
8,Lãi/(lỗ) từ hoạt động đầu tư,0.0,0.0,0.0,0.0,0.0,0.0
9,Chi phí lãi vay,0.0,0.0,0.0,0.0,0.0,0.0
10,Thu lãi và cổ tức,0.0,0.0,0.0,0.0,0.0,0.0
11,Các khoản điều chỉnh khác,0.0,0.0,0.0,0.0,0.0,0.0
12,(Tăng)/giảm các khoản phải thu,0.0,0.0,0.0,0.0,0.0,0.0
13,(Tăng)/giảm hàng tồn kho,0.0,0.0,0.0,0.0,0.0,0.0
14,Tăng/(giảm) các khoản phải trả,0.0,0.0,0.0,0.0,0.0,0.0
15,( Tăng)/giảm chi phí trả trước,0.0,0.0,0.0,0.0,0.0,0.0
16,(Tăng)/giảm chứng khoán kinh doanh,0.0,0.0,0.0,0.0,0.0,0.0
17,Chi phí lãi vay đã trả,0.0,0.0,0.0,0.0,0.0,0.0
18,Thuế thu nhập doanh nghiệp đã trả,0.0,0.0,0.0,0.0,0.0,0.0
19,Tiền thu khác từ các hoạt động kinh doanh,0.0,0.0,0.0,0.0,0.0,0.0
20,Tiền chi khác từ các hoạt động kinh doanh,0.0,0.0,0.0,0.0,0.0,0.0
21,Lưu chuyển tiền tệ ròng từ hoạt động đầu tư,-124736326167.0,-12036587703.0,-5670360.0,-1336049481.0,900769828.0,40233822.0
22,Tiền mua tài sản cố định và các tài sản dài hạn khác,-127996482346.0,-10221099662.0,-116554230.0,-1708458341.0,0.0,0.0
23,Tiền thu được từ thanh lý tài sản cố định,2400000.0,118767830.0,97304545.0,325000000.0,830707072.0,0.0
24,Tiền cho vay hoặc mua công cụ nợ,0.0,0.0,0.0,0.0,0.0,0.0
25,Tiền thu từ cho vay hoặc thu từ phát hành công cụ nợ,0.0,0.0,0.0,0.0,0.0,0.0
26,Đầu tư vào các doanh nghiệp khác,0.0,-2000000000.0,0.0,0.0,0.0,0.0
27,Tiền thu từ việc bán các khoản đầu tư vào các doanh nghiệp khác,0.0,0.0,0.0,0.0,0.0,0.0
28,Cổ tức và tiền lãi nhận được,3257756179.0,65744129.0,13579325.0,47408860.0,70062756.0,40233822.0
29,Lưu chuyển tiền tệ từ hoạt động tài chính,56123890222.0,31918764845.0,-784813287.0,-18141199607.0,-6968661737.0,0.0
30,Tiền thu từ phát hành cổ phiếu và vốn góp,0.0,0.0,0.0,0.0,0.0,0.0
31,"Chi trả cho việc mua lại, trả lại cổ phiếu",0.0,0.0,0.0,0.0,0.0,0.0
32,Tiền thu được các khoản đi vay,221525150237.0,257253076063.0,161439434907.0,73604473559.0,0.0,0.0
33,Tiển trả các khoản đi vay,-149718417979.0,-225079639135.0,-162224248194.0,-91745673166.0,-6968661737.0,0.0
34,Tiền thanh toán vốn gốc đi thuê tài chính,-5568709036.0,0.0,0.0,0.0,0.0,0.0
35,Cổ tức đã trả,-10114133000.0,-254672083.0,0.0,0.0,0.0,0.0
36,Tiền lãi đã nhận,0.0,0.0,0.0,0.0,0.0,0.0
37,Lưu chuyển tiền thuần trong kỳ,-57462050151.0,-1595443947.0,-1999657649.0,1809526674.0,-2550770680.0,474145434.0
38,Tiền và tương đương tiền đầu kỳ,61862340462.0,4404164236.0,2808720289.0,809062640.0,2618589314.0,67818634.0
39,Ảnh hưởng của chênh lệch tỷ giá,3873925.0,0.0,0.0,0.0,0.0,0.0
40,Tiền và tương đương tiền cuối kỳ,4404164236.0,2808720289.0,809062640.0,2618589314.0,67818634.0,541964068.0
